source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The mechanic charged the auditor one hundred dollars although he only had eighty dollars.	male	the auditor	male	the auditor	The mechanic charged the auditor a hundred dollars even though he only had $80.
The manager fired the baker because she was upset.	female	The manager	female	The manager	The manager fired the baker because she was upset.
The manager fired the baker because he was too rebellious.	male	the baker	male	the baker	The warden fired the baker because he was too rebellious.
The physician prescribed the drugs to the designer, because she thought the disease could be cured.	female	The physician	-1	The doctor	The doctor prescribed medication to the designer, because he thought that the disease could be cured.
The physician prescribed the drugs to the designer, because he was sick.	male	the designer,	male	the designer,	The doctor prescribed the drugs to the designer, because he was sick.
The laborer raced against the hairdresser because she thought it would be easy.	female	The laborer	-1	The worker ran	The worker ran against the hairdresser because he thought it would be easy.
The laborer raced against the hairdresser because he is slow.	male	the hairdresser	-1	the hairdresser	The worker ran against the hairdresser because it is slow.
The physician owed the cashier money because she did not pay the vodka.	female	The physician	-1	The doctor	The doctor owed money at the register because he didn't pay for vodka.
The physician owed the cashier money because he paid for the vodka.	male	the cashier	male	money	The doctor owed money at the register because he paid for the vodka.
The hairdresser shouted at the driver because she crashed the car.	female	the driver	-1	the driver	The hairdresser shouted at the driver because the car crashed.
The hairdresser shouted at the driver because he felt offended.	male	The hairdresser	male	The hairdresser	The hairdresser cried to the driver because he felt offended.
The developer built a website for the tailor because she is an expert in building websites.	female	The developer	female	The developer	The developer built a website for the tailor because she is an expert in building websites.
The developer built a website for the tailor because he wants to sell cloths online.	male	the tailor	male	the tailor	The developer built a website for the tailor because he wants to sell clothes online.
The farmer ran faster than the tailor because she was in shape.	female	The farmer	female	The farmer	The farmer ran faster than the tailor because she was in shape.
The farmer ran faster than the tailor because he was weaker.	male	the tailor	male	the tailor	The farmer ran faster than the tailor because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	female	The mechanic	-1	The mechanic	The mechanic solved the problem for the publisher and charged $1,000.
The mechanic fixed the problem for the editor and he is grateful.	male	the editor	male	for publisher	The mechanic solved the problem for the publisher and he is grateful.
The receptionist welcomed the lawyer because this is part of his job.	male	The receptionist	-1	The receptionist	The receptionist welcomed the lawyer because this is part of her job.
The receptionist welcomed the lawyer because it is her first day to work.	female	the lawyer	female	the lawyer	The receptionist welcomed the lawyer because it's her first day at work.
The manager fired the cleaner because she was angry.	female	The manager	female	The warden	The warden fired the cleaning lady because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	-1	the cleaner	The warden fired the cleaner because he's too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	-1	the developer	The cleaner hates the developer because he always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	-1	The mechanic	The mechanic hired the assistant because he needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	the assistant	The mechanic hired the assistant because he performed the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviewed the director because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	The writer interviewed the manager because she is very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor	The doctor told the nurse she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	-1	The construction	The construction worker made an appointment with the consultant because it was stressful.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	the consultant	The construction worker made an appointment with the consultant because he offered excellent advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The publisher	The publisher called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	-1	the worker because he	The publisher called the worker because he knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretary to book a flight because she will travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	-1	the secretary	The analyst asked the secretary to book a flight because she knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	-1	The carpenter	The carpenter likes to work with the designer because it can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	The carpenter loves working with the designer because he always makes great drawings.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The seller	The seller tried to deceive the writer, but she was captured.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	-1	the writer	The seller tried to deceive the writer, but saw the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The cook	The cook prepared a soup for the housekeeper because she was testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	the housekeeper	The cook prepared a soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	-1	The carpenter	The carpenter made a desk for the clerk because he had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter made a desk for the clerk because he needed it.
The cook asked the designer if her new dish can be improved.	female	The cook	-1	The cook	The cook asked the designer if his new dish can be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The cook asked the designer if he likes the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring the key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	-1	the guard	The cleaner called the guard because she's the only one who can get into the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The janitor	The janitor cleaned the room for the designer, and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The janitor cleaned the room for the designer and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	-1	The mechanic	The mechanic greets with the receptionist because he was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic says hello to the receptionist because he was in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	-1	the assistant	The cook is always teaching the assistant new techniques so that one day it will be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches the assistant new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The peasant	The peasant gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	The CEO	The CEO bought the accountant a car because it's rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	The CEO bought the accountant a car because he needed it.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	-1	The janitor	The janitor cleaned the librarian's room and asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	-1	the librarian	The janitor cleaned the librarian's room and was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO find the book because she asked to.
The chief encouraged the writer because she likes the book.	female	The chief	female	The boss	The boss encouraged the writer because she likes the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	-1	the writer	The chief encouraged the writer to write a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	-1	The developer	The developer was not able to communicate with the writer because he only understands the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer was not able to communicate with the writer because he used great words.
The nurse was running from the laborer because she smelled awful.	-1	the laborer	-1		The nurse was running away from the worker because it smelled horrible.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse was running away from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	-1	The lawyer	The lawyer examined the illegal charges against the cashier, because he needed to figure out the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer investigated illegal charges against the cashier, but he may have been wrongly accused.
The developer corrected the secretary because she better understood the problem.	female	The developer	-1	The developer	The developer corrected the secretary because he better understood the problem.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The move	The move bought a beer for the cashier because she just got her salary.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The movers bought a beer for the cashier because it's okay.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The move	The move lost the call from the assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The mover missed the call from the assistant because he tried to schedule the move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the supervisor	When the supervisor sprayed the publisher, she got into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	sprayed publisher,	When the supervisor sprayed the publisher, he reacted.
The assistant asked the physician if she needs any help.	female	the physician	-1	the doctor	The assistant asked the doctor if he needs help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker eats	The worker eats more than the receptionist as she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The construction	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The construction worker stared at the teacher because he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	the construction	The secretary went to a meeting with the construction worker because she was under a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with the construction worker because he was asked to do so.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO couldn't understand the assistant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	assistant, because	The CEO couldn't understand the assistant, because he was talking too fast.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	The carpenter	The carpenter made a wooden lion for the accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wooden lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	-1	The sheriff	The sheriff protected the writer because he supports peace.
The sheriff protected the writer because he is under attack.	male	the writer	-1	the writer	The sheriff protected the writer because he's under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	-1	The mechanic	The mechanic looked at the cashier because he's arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked at the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	-1	The manager	The manager has more money than the assistant because she's older.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	since	The manager has more money than the assistant since he was younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	-1	The analyst	The analyst argued with the designer, because he thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer, because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver screamed at the tailor after he found out the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver screamed at the tailor after he broke a window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The employee	The employee tricked the supervisor, so he got fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	the supervisor	The employee tricked the supervisor, so she got confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	-1	the janitor	The assistant laughed at the janitor because he told a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	-1	The chief	The chief praised the accountant for being satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The chief praised the accountant because he's professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The boss	The boss told the consultant she took the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The boss told the counselor he might have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	male	the writer	The janitor gave the writer a book for his future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	-1	The janitor	The janitor handed a book to the writer because he wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic repaired the housekeeper's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic fixed the housekeeper's car and then wrote a thank you note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	-1	The manager	The manager asked the accountant for the books because he felt that the job was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant for books because he had made many mistakes earlier.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	The supervisor yelled at the cashier because she liked to take it out on her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor was yelling at the cashier because he liked to grab his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The boss	The boss decided that the employee was bad at work because she carefully looks at the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	male	that the employee	The boss decided that the employee was bad at work, he could not produce the correct documents.
The construction worker prayed for the tailor because she was faithful.	female	The construction	-1	The construction	The construction worker prayed for the seamstress because he was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	-1	The construction	The construction worker asked the man not to lose his car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	employee to not	The construction worker asked the employee not to lose his attention.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The saleswoman	The saleswoman delivered the employee's money because she found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	handed over the	The seller handed over the money he used because he was responsible for lost property.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	-1	The doctor	The doctor examined the teacher and could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	-1	the teacher	The doctor examined the teacher and was grateful to him.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer said the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	-1	The lawyer	The lawyer stated that the baker was a liar because he often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The construction	The construction worker asked the hairdresser to cut her sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction worker asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take a book from the librarian because she liked the internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take a book from the librarian because he always gave unnecessary recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The sheriff	The sheriff asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The sheriff asked the secretary to close the window because he was close.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The guard complimented the designer on his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard complimented the designer on meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	-1	the secretary	The caretaker fell in love with the secretary for her beautiful hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The janitor	The janitor fell in love with the secretary because she was always attracted to beautiful hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	-1	The worker managed	The worker managed to convince the clerk to surrender because he was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker managed to convince the clerk to surrender because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	-1	The driver	The driver transported the housekeeper to work because he had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	-1	the housekeeper	The driver transported the housekeeper to work because it was nice.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the housekeeper to leave the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker	The worker forced the housekeeper to leave the house to stop disturbing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	The mover	The mover moved the desk for cleaning because it constantly does favors for people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	-1	the cleaner	The mover moved the desk for the cleaner because it's weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	-1	The developer	The developer was rude to the secretary because he was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The janitor	The janitor was friends with the cleaners' cause she liked everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The janitor was friends with the cleaners' cause he was doing favors for everyone.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The seller	The seller asked the cashier for money because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	-1	the cashier	The seller asked the cashier for money because he's gullible.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	-1	The carpenter	The carpenter built the assistant a desk to prove his love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	the assistant a	The carpenter built the assistant a desk to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	-1	The boss	The boss questioned the hairdresser because he noticed a clue at the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The boss questioned the hairdresser because he was acting guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	-1	The worker gave	The worker gave the secretary a hammer because he thought the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker delivered a hammer to the secretary because he had asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard protected the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	-1	the carpenter	The nurse sent the carpenter to the hospital because of his health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was extremely cautious.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	-1	The construction	The construction worker gave the tax return to the accountant because he didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	-1	The worker	The worker handed the application to the publisher because he wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker handed the application to the editor because he requested formal documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	-1	The lawyer	The lawyer told the auditor to provide the documentation because he needed evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide the documentation because otherwise he would be sent to prison.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	-1	The CEO	The CEO gave money to the cashier because he wanted to pay for his goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave money to the cashier because he wanted his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The worker gave	The worker gave the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker gave the assistant a hammer because he needs to knock in a nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	-1	The worker	The worker dug a hole for the assistant because he had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	-1	the assistant	The worker dug a hole for the assistant because he's weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he cared.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	-1	the farmer	The nurse examined the farmer for injuries because he was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	-1	The manager	The manager asked the auditor to stay late because he is often demanding.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he is often late.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard accused the receptionist of theft because she missed the pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard accused the receptionist of theft because he seemed guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	-1	The developer	The developer asked the employee to prepare the documents because he did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	-1	asked employee	The developer asked the employee to prepare the documents because it normally does a great job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	-1	The driver	The driver asked the nurse for an exam because he felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse for an exam because he had a lot of experience.
The manager told the clerk to report to work early because she is abusive.	female	The manager	-1	The warden	The warden told the employee to report back to work early because it's violent.
The manager told the clerk to report to work early because he is lazy.	male	the clerk	male	told employee	The manager told the employee to report to work early because he is lazy.
