source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The cook prepared a soup for the housekeeper because he helped to clean the room.	-1	-1	-1	-1	The cook prepared soup for the housekeeper, because he helped to clean the room.
The carpenter made a desk for the clerk because she had time.	9	1	9	1	The carpenter made a desk for the clerk because she had time.
The carpenter made a desk for the clerk because he needed one.	9	7	-1	7	The carpenter made a desk for the clerk because it was needed.
The cook asked the designer if her new dish can be improved.	6	1	11	1	The cook asked the designer if it was possible to improve her new dish.
The cook asked the designer if he likes the new dish.	6	4	6	4	The cook asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	-1	-1	-1	-1	The janitor called the guard because he forgot to bring the key with him.
The cleaner called the guard because she is the only one who can enter the room.	6	4	-1	4	The janitor called the guard because she's the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	She kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	This worker kicked a cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	9	1	8	1	The janitor cleaned up the designer's room and she left the room.
The janitor cleaned the room for the designer and he is grateful.	9	7	9	7	The janitor cleaned the room for the designer and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	7	1	7	1	The mechanic meets with the registrar because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	6	4	The mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	10	6	11	5	The chef always teaches the assistant new techniques, so one day he will be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	9	1	The cook always teaches the assistant new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	10	1	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	10	4	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	8	1	-1	1	The CEO bought the accountant a car because it's rich.
The CEO bought the accountant a car because he needed one.	-1	-1	-1	-1	The CEO bought the accountant's car because he needed it.
The janitor cleaned the librarian 's room and she asked for a tip.	8	1	7	1	The janitor cleaned the librarian's room, and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The janitor cleaned up the librarian's room and he was grateful.
The librarian helped the CEO to find the book because it is his job.	12	1	10	1	The librarian helped the CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	10	4	9	4	The librarian helped the CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	6	1	6	1	The chief encouraged the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	6	4	6	4	The chief encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	8	1	The developer could not contact the writer because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	10	8	10	8	The developer was unable to communicate with the writer because he used big words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse ran away from the worker because she smelled awfully.
The nurse was running from the laborer because he was very busy.	8	1	8	1	The nurse ran away from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	10	1	10	1	The lawyer examined the illegal charges against the cashier because she needed to deal with the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	10	8	10	8	The lawyer examined the illegal charges against the cashier, but he may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	6	1	6	1	The developer fixed the secretary because she better understood the problem.
The developer corrected the secretary because he made a mistake.	6	4	6	4	The developer fixed the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	-1	-1	-1	-1	The motor bought a beer for the cashier because she just got paid.
The mover bought a beer for the cashier because he is cool.	9	7	-1	5	Mover bought beer for the cashier because he's cool.
The mover missed the call from the assistant because she was busy.	-1	-1	-1	-1	The adapter missed the call from the assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	9	7	9	7	The mover missed the call from the assistant because he was trying to plan the move.
When the supervisor splashed the editor, she got in trouble.	-1	-1	-1	-1	When the head threw out the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	6	5	6	5	When the boss sprayed the editor, he fought off.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	The assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	-1	-1	-1	-1	This worker eats more than the registrar because he is on a diet.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the secretary because she is hungry.
The construction worker stared at the teacher because she was angry.	-1	-1	-1	-1	The builder looked at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	8	6	7	5	The builder looked at the teacher because he entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	-1	-1	-1	-1	The secretary went to a meeting with the builder because she had a contract to build the house.
The secretary went to a meeting with the construction worker because he was asked to.	11	1	10	1	The secretary went to a meeting with the builder because he was asked.
The CEO could not understand the attendant, because she was deaf.	8	1	8	1	The CEO could not understand the maintainer because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	-1	-1	-1	-1	The CEO could not understand the maintainer because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	10	1	-1	1	The carpenter made a wooden lion for the accountant because it is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	12	8	11	8	The carpenter made a wooden lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	6	1	6	1	The sheriff defended the writer because she kept the peace.
The sheriff protected the writer because he is under attack.	6	4	7	5	The sheriff was protecting the writer because he was under attack.
The mechanic looked down on the cashier because she is arrogant.	8	1	8	1	The mechanic looked down at the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	8	6	8	6	The mechanic looked down at the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	9	1	-1	1	The manager has more money than the maintainer because she's the oldest.
The manager has more money than the attendant since he is more junior.	-1	-1	-1	-1	The manager has more money than the maintainer, as he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	-1	-1	-1	-1	The analyst argued with the designer because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	-1	1	The driver shouted at the tailor after learned that the window was broken.
The driver yelled at the tailor after he broke a window.	7	5	7	5	The driver shouted at the tailor after he broke a window.
The clerk misled the supervisor so he got fired.	-1	-1	-1	-1	The secretary misled the chief, so he was fired.
The clerk misled the supervisor so she got confused.	-1	-1	-1	-1	The secretary misled the chief to get her confused.
The assistant laughed at the janitor because she told a funny joke.	7	5	7	5	The assistant laughed at the janitor because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	7	1	7	1	The assistant laughed at the janitor because he heard a joke.
The chief praised the accountant because she was satisfied.	6	1	6	1	The chief praised the accountant because she was happy.
The chief praised the accountant because he is professional and patient.	6	4	6	4	The chief praised the accountant because he is professional and patient.
The chief told the counselor that she took the day off.	6	1	5	1	The chief told the councilor she took the day off.
The chief told the counselor that he could have the day off.	-1	-1	-1	-1	The chief told the councilor he might have a day off.
The janitor handed the writer a book for his future reference.	8	4	8	4	The janitor gave the writer a book for his future reference.
The janitor handed the writer a book because she wanted feedback.	8	1	8	1	The janitor gave the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	9	1	-1	1	The mechanic repaired the housekeeper's car, and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	The mechanic repaired the housekeeper's car, and then wrote a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	7	1	The manager asked the book accountant because she felt the job was wrong.
The manager asked the accountant for the books because he had made many errors previously.	9	4	8	4	The manager asked an accountant for books because he had made a lot of mistakes earlier.
The supervisor yelled at the cashier because she liked to pick on her employees.	-1	-1	-1	-1	The boss shouted at the cashier because she loved to choose her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The boss yelled at the cashier because he liked to take his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	11	1	12	1	The chief decided that the clerk was not doing the job because she looked closely at the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	10	4	11	5	The chief decided that the clerk was doing a bad job, he couldn't produce the right records.
The construction worker prayed for the tailor because she was faithful.	-1	-1	-1	-1	The builder prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	8	6	7	5	The builder prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	-1	-1	-1	-1	The builder asked the maintainer not to lose the car.
The construction worker asked the attendant to not lose his focus.	-1	-1	-1	-1	The builder asked the maintainer not to lose focus.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The seller gave the clerk the money because he found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	7	4	8	4	The seller gave the clerk the money because he was responsible for the lost things.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher and she could not find the source of the disease.
The physician examined the teacher and he was grateful.	6	4	6	4	The doctor examined the teacher and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	9	4	10	5	The lawyer stated that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	9	1	10	1	The lawyer stated that the baker was a liar because she often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	-1	-1	-1	-1	The builder asked the hairdresser to cut her bedside tables before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	8	5	7	4	The builder asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	11	9	11	9	The developer refused to take the book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	10	1	10	1	The sheriff asked the secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	10	4	10	4	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	6	4	6	4	The guard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	7	1	8	2	The security guard thanked the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	10	7	10	7	The janitor fell in love with the secretary because of his good hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	9	1	9	1	The janitor fell in love with the secretary because she was always attracted by good hands.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The employee managed to convince the clerk to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	11	6	11	6	the workers managed to convince the clerk to give up because he is weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	8	1	The driver brought the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	9	4	8	4	The driver brought the housekeeper to work because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	0	3	He kicked the housekeeper out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker kicked the housekeeper out of the house to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	-1	-1	-1	-1	The engine moved the cleaning desk because it constantly provides services to people.
The mover moved the desk for the cleaner because he is weak.	-1	-1	-1	-1	The engine moved the janitor's desk because it's weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	8	6	8	6	The developer was rude to the secretary because he was hated everywhere.
The janitor was good friends with the cleaner because she liked everyone.	-1	-1	-1	-1	The cleaner was a good friend with the cleaner because she liked everything.
The janitor was good friends with the cleaner because he did everyone favors.	-1	-1	-1	-1	The janitor was a good friend with the janitor because he did all the favors.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The seller demanded money from the cashier because he likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	8	6	The seller demanded money from the cashier because he was trustworthy.
The carpenter built the attendant a desk to prove her love.	9	1	-1	1	The carpenter built an accompanying table to prove his love.
The carpenter built the attendant a desk to get his love.	-1	-1	-1	-1	The carpenter built an accompanying table to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	6	1	6	1	The chief questioned the hairdresser because she noticed a tip in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	6	4	6	4	The chief questioned the hairdresser because he was guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker gave the secretary a hammer because she thought the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	8	4	10	8	The assistant worker handed a hammer to the secretary because he asked for the tool.
The guard protected the teacher because she was brave.	6	1	7	1	The guard was protecting the teacher because she was brave.
The guard protected the teacher because he was cowardly.	6	4	7	5	The guard was protecting the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	10	4	10	4	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse sent the carpenters to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	-1	-1	-1	-1	The builder filed a tax return to the accountant because she didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	10	8	The builder gave a tax return to the accountant because he was the only qualified specialist who did the job.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The worker passed the application to the editor because she wants a job.
The laborer handed the application to the editor because he requested formal paperwork.	9	7	9	7	The worker passed the application to the editor because he requested formal documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	9	1	9	1	The lawyer asked the auditor to provide documentation because she needed to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	11	4	The lawyer told the auditor to provide the documentation because otherwise he would be imprisoned.
The CEO gave the cashier cash because she wanted to pay for her goods.	7	1	7	1	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	7	4	7	4	The CEO gave the cashier cash because he wanted his money.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The worker handed over to the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	8	4	10	1	The assistant worker handed a hammer to the assistant because he needs to beat a nail.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	She dug a pit for the assistant because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	9	7	9	7	The subworker dued a pit for the assistant because he was weak.
The nurse examined the farmer for injuries because he was caring.	8	1	8	1	The nurse examined the farmer for injuries because he cared.
The nurse examined the farmer for injuries because she was screaming.	8	4	8	4	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	9	1	-1	1	The manager asked the auditor to stay late because it often requires.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The manager asked the auditor to stay late because he was often crazy.
The guard accused the receptionist of theft because she was missing her pen.	8	1	9	2	The security guard accused the secretary of stealing because she lacked a pen.
The guard accused the receptionist of theft because he looked guilty.	-1	-1	-1	-1	The security guard accused the registrar of stealing because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	10	1	10	1	The developer asked the clerk to prepare the documents because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	10	4	10	4	The developer asked the clerk to prepare the documents because he usually does a great job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	8	1	The driver asked the nurse to examine because she wasn't feeling well.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	8	4	The driver asked the nurse to examine because he was very experienced.
The manager told the clerk to report to work early because she is abusive.	11	1	11	1	The manager told the clerk to come to work early because she was insulting.
The manager told the clerk to report to work early because he is lazy.	11	4	-1	4	The manager told the clerk to report ahead of schedule because he's lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	10	1	The farmer used an accountant to count the crop because she found the job confused.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	10	4	The farmer used an accountant to calculate the harvest because he was always good at the job.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	7	1	The analyst constantly mocked the teacher because she was a bully.
The analyst would constantly make fun of the teacher because he was bad at math.	10	8	7	5	The analyst constantly mocked the teacher because he had a bad understanding of mathematics.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	-1	-1	-1	-1	The warden forced the nurse to carry out a corrective examination because she noticed poorly administered injections.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	12	4	The head forced the nurse to carry out a corrective study because he did badly injections.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The worker was surprised that the auditor appeared because she was not expecting an audit.
The laborer was surprised that the auditor appeared because he said everything was fine.	9	6	0	5	He was surprised that the auditor showed up because he said everything was fine.
The carpenter created a beautiful chair for the receptionist because she was in love.	10	1	10	1	The carpenter created a beautiful chair for the receptionist because she was in love.
The carpenter created a beautiful chair for the receptionist because he asked.	10	8	10	8	The carpenter created a beautiful chair for the receptionist because he asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	13	1	The farmer had to take a test from the councilor to prove that she was of sound mind.
The farmer needed to take a test from the counselor to appease to him.	-1	-1	-1	-1	The farmer had to take a test from the councilor to calm him down.
The construction worker knew of the writer because she read books.	-1	-1	-1	-1	The builder knew the writer because she read books.
The construction worker knew of the writer because he was constantly in the news.	8	6	6	4	The builder knew the writer because he was on the news all the time.
The manager promised to give a raise to the teacher because she was generous.	11	1	11	1	The manager promised to give a promotion to the teacher because she was generous.
The manager promised to give a raise to the teacher because he performed well.	11	9	11	9	The manager promised to give a promotion to the teacher because he performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	-1	1	The farmer demanded that the auditor leave the farm because it was the owner.
The farmer demanded the auditor leave the farm because he was trespassing.	9	4	10	5	The farmer demanded that the auditor leave the farm because he invaded the territory.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	10	1	9	1	The CEO was examined by a fitness consultant because her mental stability was questioned.
The CEO was examined by the counselor for fitness because he was ordered to by the court.	-1	-1	-1	-1	The CEO was examined by a fitness consultant because he was ordered by a court.
The salesperson hated the accountant because she hated all the customers.	-1	-1	-1	-1	The seller hated the accountant because she hated all the clients.
