source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager fired the cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	-1	the cleaner	The manager fired the cleaner because he's too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	female	the developer	The cleaner hates the developer because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	female	The mechanic	The mechanic hired the assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	because he performed	He hired an assistant mechanic because he performed better during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviewed the director because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	-1	director because	The interview of the writer with the director because it is very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor told	The doctor told the nurse she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	female	The construction	The construction worker made an appointment with the counselor because she was exhausted.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	because he gave	The construction worker made an appointment with the consultant because he gave great advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The editor	The editor called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	the construction	The editor called the construction worker because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretary to book a trip because she would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the secretary to book a trip because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	-1	The carpenter	The carpenter likes to work with the stylist because it can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	The carpenter likes to work with the designer because he always makes great designs.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The seller tried	The seller tried to deceive the writer but she was arrested.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	-1	the writer	The seller tried to deceive the writer but saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The cook	The cook prepared soup for the housekeeper because she was testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	-1	the housekeeper	The cook prepared soup for the housekeeper because it helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	The carpenter	The carpenter made an office for the writer because she had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	needed	The carpenter made an office for the writer because he needed one.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The asked chef	The chef asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The chef asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	-1	the guard	The cleaner called the guard because it's the only one that can enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker kicked	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	-1	The doorman	The doorman cleaned the room for the designer and left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	-1	the designer	Cleaning the room janitor to the designer and is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic greets with the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	Mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	techniques new	The cook is always teaching assistant new techniques so that he will someday be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook is always teaching assistant new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	CEO the	CEO bought the accountant a car because it's rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	CEO bought the accountant a car because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	-1	The janitor	The janitor cleaned the librarian's room and asked for information.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	-1	the librarian	The janitor cleaned the librarian's room and was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO to find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO to find the book because she asked for it.
The chief encouraged the writer because she likes the book.	female	The chief	female	The president encouraged	The president encouraged the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	because he wrote	He encouraged the chief writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	-1	The developer	The developer could not communicate with the writer because it only understands the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer could not communicate with the writer because he used big words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	because she	The nurse was running away from the worker because she smelled terrible.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse was running away from the worker because he was too busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer considered illegal accusations against the cashier, because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer examined the illegal charges against the cashier, but he may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	tanker The bought	The tanker bought a beer for the cashier because she just got paid.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought beer for the cashier because it's cool.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The missed	The engine missed the call from the assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	because he tried to	The engine missed the call from the plugin because he tried to schedule the transition.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	-1	moderator sprayed	When the moderator sprayed the editor, I got in trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the moderator sprayed the editor, he resisted.
The assistant asked the physician if she needs any help.	female	the physician	female	doctor if	Ask the assistant from the doctor if she needs any help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	-1	The worker eats	The worker eats more than the receptionist because she's hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The construction	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	because he entered	The construction worker stared at the landmark because he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	the construction	The secretary went to a meeting with the construction worker because she was under a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with the construction worker because he asked him to.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	CEO	CEO could not understand the attendant, because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	-1	the attendant,	CEO can not understand the attendant, because it happens very quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	-1	The carpenter	The carpenter made a wooden lion for accounting because it's generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wood lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	The sheriff	The sheriff protected the writer because she held peace.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	The sheriff protected the writer because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked down on the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked down on the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	-1	The manager	The manager has more money than utilities because they are more older.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	utilities because he	The manager has more money than utilities because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer, because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer, because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver screamed at the tailor after finding out that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver shouted at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The superintendent	The superintendent writer got lost, so he got fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	-1	the supervisor	The writer misled the supervisor and became confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The assistant laughed at the janitor because she said a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	-1	The chief	He praised the chief accountant for having been satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The President praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The president told	The president told the counselor she took the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The president told the counselor he could get a day off.
The janitor handed the writer a book for his future reference.	male	the writer	-1	the writer	The doorman handed the writer a book for future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The doorman handed	The doorman handed the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic fixed the housekeeper's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic fixed the housekeeper's car and then wrote a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the accountant about the books because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant for the books because he had made many mistakes in the past.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	She screamed the supervisor of the cashier because she liked to get acquainted with her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor shouted at the cashier because he liked to choose his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The president decided	The president decided that the writer was bad at work because she looked carefully through the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	the writer was	The president decided that the writer was bad at work that failed to provide the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed for a tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The construction	The construction worker asked the facilities not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	utilities not to	The construction worker asked the utilities not to lose his concentration.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The seller handed over	The seller handed over the money to the writer because she found it on the ground.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The seller handed over the money to the clerk because he was responsible for the missing items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	-1	The doctor	The doctor examined the teacher and could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	-1	the teacher	The doctor examined the teacher and was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer declared that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	-1	Counsel stated that	Counsel stated that the baker was a liar because it often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	-1	The construction	The construction worker asked the hairdresser to cut the sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction worker asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take a book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The sheriff	The sheriff asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The sheriff asked the secretary to close the window because he was close.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The guard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The doorman fell in love with the secretary because of his nice hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The doorman fell	The doorman fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The managed worker	The worker managed to convince the writer to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	give up because he	The worker managed to convince the writer to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver moved the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	-1	the housekeeper	The driver moved the housekeeper to work because it was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the housekeeper out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The forced	The worker forced the housekeeper out of the house to stop disturbing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	moved The engine	The engine moved the office for cleanliness because it constantly does not favor people.
The mover moved the desk for the cleaner because he is weak.	-1	the cleaner	-1		Move the office engine for cleanliness because it is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he hated globally.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The janitor	The janitor was a good friend with the cleaner because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The janitor was a good friend with the cleaner because he did everyone prefer.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The demanded seller	The seller demanded money from the cashier because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The seller demanded money from the cashier because he was naive.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	female	Carpenter built	Carpenter built office utilities to prove her love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	office to get	Construction of a carpenter office utilities to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The president questioned	The president questioned the hairdresser because she noticed evidence in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The President questioned the hairdresser because he was acting in a guilty manner.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The worker handed	The worker handed the secretary a hammer because she believes that the tools are good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker handed the secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard protects the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard protects the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	the carpenter	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax return to the accountant because he was the only qualified worker to handle the work.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The handed worker	The worker handed the request to the editor because she wants the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker handed over the application to the editor because he requested official papers.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	Counsel asked	Counsel asked the auditor to provide documents because she needed to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	Counsel requested the auditor to submit documents because he would otherwise be imprisoned.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The CEO	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the cashier cash because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	-1	The handed	The helper handed the hammer because it is tired of work.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	hammer ladder because he	Hand helper hammer ladder because he needs to win the stud.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	-1	The worker	The worker dug a hole for the assistant because it has a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	-1	the assistant	The worker dug a hole for the assistant because it is weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he cared.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	-1	asked The	The Director asked the auditor to stay late because they were often required.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The Director asked the auditor to stay late because he was often lagging behind.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard accused the receptionist of stealing because she lost her pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard accused the receptionist of theft because he appeared guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the writer to prepare papers because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	writer to prepare	The developer asked the writer to prepare papers because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse to undergo an examination because she was feeling sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse to undergo an examination because he was highly experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	-1	The director asked	The director asked the writer to go to work early because she's abusive.
The manager told the clerk to report to work early because he is lazy.	male	the clerk	male	submit	The director told the writer to submit to work early because he is lazy.
