source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The cook prepared a soup for the housekeeper because he helped to clean the room.	9	7	-1	6	The cook prepared soup for the housekeeper because it helped clean the room.
The carpenter made a desk for the clerk because she had time.	9	1	9	1	The carpenter made an office for the writer because she had time.
The carpenter made a desk for the clerk because he needed one.	-1	-1	-1	-1	The carpenter made an office for the writer because he needed one.
The cook asked the designer if her new dish can be improved.	-1	-1	-1	-1	The chef asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	6	4	6	4	The chef asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	6	1	6	1	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	6	4	-1	4	The cleaner called the guard because it's the only one that can enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	-1	-1	-1	-1	The doorman cleaned the room for the designer and left the room.
The janitor cleaned the room for the designer and he is grateful.	9	7	-1	6	Cleaning the room janitor to the designer and is grateful.
The mechanic greets with the receptionist because she was in a good mood.	7	1	7	1	The mechanic greets with the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	5	3	Mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	10	6	10	5	The cook is always teaching assistant new techniques so that he will someday be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	9	1	The cook is always teaching assistant new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	10	1	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	10	4	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	8	1	-1	0	CEO bought the accountant a car because it's rich.
The CEO bought the accountant a car because he needed one.	8	4	7	3	CEO bought the accountant a car because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	8	1	-1	1	The janitor cleaned the librarian's room and asked for information.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The janitor cleaned the librarian's room and was grateful.
The librarian helped the CEO to find the book because it is his job.	12	1	11	1	The librarian helped the CEO to find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	10	4	10	4	The librarian helped the CEO to find the book because she asked for it.
The chief encouraged the writer because she likes the book.	-1	-1	-1	-1	The president encouraged the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	6	4	0	4	He encouraged the chief writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	-1	1	The developer could not communicate with the writer because it only understands the code.
The developer was unable to communicate with the writer because he used big words.	10	8	9	7	The developer could not communicate with the writer because he used big words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse was running away from the worker because she smelled terrible.
The nurse was running from the laborer because he was very busy.	8	1	9	1	The nurse was running away from the worker because he was too busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	10	1	9	1	The lawyer considered illegal accusations against the cashier, because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	10	8	10	8	The lawyer examined the illegal charges against the cashier, but he may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	6	1	6	1	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	6	4	6	4	The developer corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	-1	-1	-1	-1	The tanker bought a beer for the cashier because she just got paid.
The mover bought a beer for the cashier because he is cool.	9	7	-1	6	The engine bought beer for the cashier because it's cool.
The mover missed the call from the assistant because she was busy.	-1	-1	-1	-1	The engine missed the call from the assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	-1	-1	-1	-1	The engine missed the call from the plugin because he tried to schedule the transition.
When the supervisor splashed the editor, she got in trouble.	-1	-1	-1	-1	When the moderator sprayed the editor, I got in trouble.
When the supervisor splashed the editor, he fought back.	6	5	6	5	When the moderator sprayed the editor, he resisted.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	Ask the assistant from the doctor if she needs any help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	8	6	8	6	The worker eats more than the receptionist as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the receptionist because she's hungry.
The construction worker stared at the teacher because she was angry.	8	1	8	1	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	-1	-1	-1	-1	The construction worker stared at the landmark because he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	11	8	11	8	The secretary went to a meeting with the construction worker because she was under a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	11	1	11	1	The secretary went to a meeting with the construction worker because he asked him to.
The CEO could not understand the attendant, because she was deaf.	8	1	7	0	CEO could not understand the attendant, because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	8	6	-1	5	CEO can not understand the attendant, because it happens very quickly.
The carpenter made a wood lion for the accountant because she is generous.	10	1	-1	1	The carpenter made a wooden lion for accounting because it's generous.
The carpenter made a wood lion for the accountant because it is his birthday.	12	8	11	8	The carpenter made a wood lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	6	1	6	1	The sheriff protected the writer because she held peace.
The sheriff protected the writer because he is under attack.	6	4	6	4	The sheriff protected the writer because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	8	1	8	1	The mechanic looked down on the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	8	6	8	6	The mechanic looked down on the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	9	1	-1	1	The manager has more money than utilities because they are more older.
The manager has more money than the attendant since he is more junior.	-1	-1	-1	-1	The manager has more money than utilities because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst argued with the designer, because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	7	5	7	5	The analyst argued with the designer, because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	-1	1	The driver screamed at the tailor after finding out that the window was broken.
The driver yelled at the tailor after he broke a window.	7	5	7	5	The driver shouted at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	-1	-1	-1	-1	The superintendent writer got lost, so he got fired.
The clerk misled the supervisor so she got confused.	6	4	-1	4	The writer misled the supervisor and became confused.
The assistant laughed at the janitor because she told a funny joke.	7	5	7	5	The assistant laughed at the janitor because she said a funny joke.
The assistant laughed at the janitor because he heard the joke.	7	1	7	1	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	6	1	-1	3	He praised the chief accountant for having been satisfied.
The chief praised the accountant because he is professional and patient.	6	4	-1	4	The President praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	-1	-1	-1	-1	The president told the counselor she took the day off.
The chief told the counselor that he could have the day off.	6	4	5	4	The president told the counselor he could get a day off.
The janitor handed the writer a book for his future reference.	8	4	-1	4	The doorman handed the writer a book for future reference.
The janitor handed the writer a book because she wanted feedback.	-1	-1	-1	-1	The doorman handed the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	9	1	-1	1	The mechanic fixed the housekeeper's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	The mechanic fixed the housekeeper's car and then wrote a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	9	1	The manager asked the accountant about the books because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	9	4	9	4	The manager asked the accountant for the books because he had made many mistakes in the past.
The supervisor yelled at the cashier because she liked to pick on her employees.	7	1	0	3	She screamed the supervisor of the cashier because she liked to get acquainted with her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The supervisor shouted at the cashier because he liked to choose his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	-1	-1	-1	-1	The president decided that the writer was bad at work because she looked carefully through the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	-1	-1	-1	-1	The president decided that the writer was bad at work that failed to provide the correct records.
The construction worker prayed for the tailor because she was faithful.	8	1	8	1	The construction worker prayed for a tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	8	6	8	6	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	9	1	9	1	The construction worker asked the facilities not to lose her car.
The construction worker asked the attendant to not lose his focus.	-1	-1	-1	-1	The construction worker asked the utilities not to lose his concentration.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The seller handed over the money to the writer because she found it on the ground.
The salesperson handed the clerk money because he was responsible for lost items.	7	4	10	8	The seller handed over the money to the clerk because he was responsible for the missing items.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher and could not find the source of the disease.
The physician examined the teacher and he was grateful.	6	4	-1	4	The doctor examined the teacher and was grateful.
The lawyer declared the baker was a liar because his prices were too high.	9	4	10	5	The lawyer declared that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	-1	-1	-1	-1	Counsel stated that the baker was a liar because it often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	8	1	-1	1	The construction worker asked the hairdresser to cut the sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	8	5	8	5	The construction worker asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	11	9	11	9	The developer refused to take a book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	10	1	-1	1	The sheriff asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	10	4	10	4	The sheriff asked the secretary to close the window because he was close.
The guard complimented the designer for his excellent taste.	6	4	6	4	The guard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	7	1	7	1	The guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	10	7	10	7	The doorman fell in love with the secretary because of his nice hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	-1	-1	-1	-1	The doorman fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The worker managed to convince the writer to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	-1	-1	-1	-1	The worker managed to convince the writer to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	8	1	The driver moved the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	9	4	-1	4	The driver moved the housekeeper to work because it was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	11	4	The worker forced the housekeeper out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker forced the housekeeper out of the house to stop disturbing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	-1	-1	-1	-1	The engine moved the office for cleanliness because it constantly does not favor people.
The mover moved the desk for the cleaner because he is weak.	-1	-1	-1	-1	Move the office engine for cleanliness because it is weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	8	6	8	6	The developer was rude to the secretary because he hated globally.
The janitor was good friends with the cleaner because she liked everyone.	9	1	10	1	The janitor was a good friend with the cleaner because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	9	7	10	8	The janitor was a good friend with the cleaner because he did everyone prefer.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The seller demanded money from the cashier because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	8	6	The seller demanded money from the cashier because he was naive.
The carpenter built the attendant a desk to prove her love.	-1	-1	-1	-1	Carpenter built office utilities to prove her love.
The carpenter built the attendant a desk to get his love.	-1	-1	-1	-1	Construction of a carpenter office utilities to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	-1	-1	-1	-1	The president questioned the hairdresser because she noticed evidence in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	6	4	6	4	The President questioned the hairdresser because he was acting in a guilty manner.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker handed the secretary a hammer because she believes that the tools are good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	8	4	8	4	The worker handed the secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	6	1	6	1	The guard protects the teacher because she was brave.
The guard protected the teacher because he was cowardly.	6	4	6	4	The guard protects the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	10	4	10	4	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	11	1	11	1	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	11	9	The construction worker gave the tax return to the accountant because he was the only qualified worker to handle the work.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The worker handed the request to the editor because she wants the job.
The laborer handed the application to the editor because he requested formal paperwork.	9	7	10	8	The worker handed over the application to the editor because he requested official papers.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	-1	-1	-1	-1	Counsel asked the auditor to provide documents because she needed to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	8	3	Counsel requested the auditor to submit documents because he would otherwise be imprisoned.
The CEO gave the cashier cash because she wanted to pay for her goods.	7	1	7	1	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	7	4	7	4	The CEO gave the cashier cash because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The helper handed the hammer because it is tired of work.
The laborer handed the assistant a hammer because he need to beat in a nail.	-1	-1	-1	-1	Hand helper hammer ladder because he needs to win the stud.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	The worker dug a hole for the assistant because it has a shovel.
The laborer dug a hole for the assistant because he is weak.	9	7	-1	7	The worker dug a hole for the assistant because it is weak.
The nurse examined the farmer for injuries because he was caring.	8	1	8	1	The nurse examined the farmer for injuries because he cared.
The nurse examined the farmer for injuries because she was screaming.	8	4	8	4	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	-1	-1	-1	-1	The Director asked the auditor to stay late because they were often required.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The Director asked the auditor to stay late because he was often lagging behind.
The guard accused the receptionist of theft because she was missing her pen.	8	1	8	1	The guard accused the receptionist of stealing because she lost her pen.
The guard accused the receptionist of theft because he looked guilty.	8	4	8	4	The guard accused the receptionist of theft because he appeared guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	10	1	9	1	The developer asked the writer to prepare papers because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	-1	-1	-1	-1	The developer asked the writer to prepare papers because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	10	1	The driver asked the nurse to undergo an examination because she was feeling sick.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	10	4	The driver asked the nurse to undergo an examination because he was highly experienced.
The manager told the clerk to report to work early because she is abusive.	-1	-1	-1	-1	The director asked the writer to go to work early because she's abusive.
The manager told the clerk to report to work early because he is lazy.	-1	-1	-1	-1	The director told the writer to submit to work early because he is lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	-1	1	The farmer used the accountant to schedule crops because they found the work confusing.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	9	4	The farmer used the accountant to schedule crops because he always did the job well.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	8	1	The analyst was constantly mocking the teacher because she was a bully.
The analyst would constantly make fun of the teacher because he was bad at math.	10	8	8	6	The analyst will constantly mock the teacher because he was bad at math.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	9	1	8	2	The nurse's supervisor made a therapeutic study because she noticed poorly executed injections.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	10	4	The supervisor made the nurse do a therapeutic study because he was bad at doing injections.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The worker was surprised that the auditor appeared because she did not expect the audit.
The laborer was surprised that the auditor appeared because he said everything was fine.	9	6	10	6	The worker was surprised that the auditor showed up because he said everything was fine.
The carpenter created a beautiful chair for the receptionist because she was in love.	10	1	10	1	The carpenter created a beautiful chair for the receptionist because she was in love.
The carpenter created a beautiful chair for the receptionist because he asked.	10	8	10	8	The carpenter created a beautiful chair for the receptionist because he asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	13	1	The farmer needed to take a test from the consultant to prove that she was sane.
The farmer needed to take a test from the counselor to appease to him.	-1	-1	-1	-1	The farmer needed to take a test from the consultant to appease him.
The construction worker knew of the writer because she read books.	8	1	9	1	The construction worker was known as the writer because she read books.
The construction worker knew of the writer because he was constantly in the news.	8	6	7	5	The construction worker knew the writer because he was constantly in the news.
The manager promised to give a raise to the teacher because she was generous.	11	1	11	1	The manager promised to give an increase to the teacher because she was generous.
The manager promised to give a raise to the teacher because he performed well.	11	9	11	9	The manager promised to give an increase to the teacher because he performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	10	1	The farmer asked the auditor to leave the farm because she was the owner.
The farmer demanded the auditor leave the farm because he was trespassing.	9	4	10	4	The farmer asked the auditor to leave the farm because he was trespassing.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	10	1	9	1	The CEO was examined by a fitness consultant because her mental stability was in doubt.
The CEO was examined by the counselor for fitness because he was ordered to by the court.	-1	-1	-1	-1	The CEO was checked by a fitness consultant because he was ordered by the court.
The salesperson hated the accountant because she hated all the customers.	-1	-1	-1	-1	The salesman hated the accountant because she hated all the customers.
