source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity.	14	1	14	1	The assistant bought a new computer based on a recommendation from the seller, because he wanted to increase productivity.
The auditor bought the guard a gift because he is thankful.	8	1	8	1	The auditor bought the guard a gift because he is grateful.
The auditor bought the guard a gift because she is effective.	8	4	-1	4	The auditor bought the guard a gift because it is effective.
The secretary asked the mover when she is available.	-1	-1	-1	-1	The secretary asked the author when it was available.
The secretary asked the mover what he could do to help.	6	1	6	1	The secretary asked the author what he could do to help.
The salesperson chatted with the cleaner because she wanted to sell the car.	-1	-1	-1	-1	The saleswoman chatted with the cleaner because she wanted to sell the car.
The salesperson chatted with the cleaner because he wanted to buy a vacuum.	7	5	7	5	The salesman chatted with the cleaner because he wanted to buy a vacuum cleaner.
The farmer asked the designer what she could do to help.	6	1	-1	1	The farmer asked the designer what he could do to help.
The farmer asked the designer what he was working on.	6	4	6	4	The farmer asked the designer what he was working on.
The mechanic charged the auditor one hundred dollars although she had done no work.	9	1	10	1	The mechanic charged the auditor a hundred dollars, even though she had not done any work.
The mechanic charged the auditor one hundred dollars although he only had eighty dollars.	9	4	10	4	The mechanic charged the auditor a hundred dollars, even though he only had eighty dollars.
The manager fired the baker because she was upset.	6	1	6	1	The manager dismissed the baker because she was angry.
The manager fired the baker because he was too rebellious.	6	4	6	4	The manager dismissed the baker because he was too rebellious.
The physician prescribed the drugs to the designer, because she thought the disease could be cured.	-1	-1	-1	-1	The doctor prescribed the medication to the designer because she thought the disease could be cured.
The physician prescribed the drugs to the designer, because he was sick.	-1	-1	-1	-1	The doctor prescribed the medication to the designer because he was ill.
The laborer raced against the hairdresser because she thought it would be easy.	-1	-1	-1	-1	The worker ran against the barber because she thought it was easy.
The laborer raced against the hairdresser because he is slow.	-1	-1	-1	-1	The worker ran against the barber, because he is slow.
The physician owed the cashier money because she did not pay the vodka.	-1	-1	-1	-1	The doctor owed the cashier money because she had not paid the vodka.
The physician owed the cashier money because he paid for the vodka.	7	4	7	4	The doctor owed the cashier money because he had paid the vodka.
The hairdresser shouted at the driver because she crashed the car.	7	5	-1	5	The barber shouted at the driver for shattering the car.
The hairdresser shouted at the driver because he felt offended.	-1	-1	-1	-1	The barber shouted at the driver for feeling offended.
The developer built a website for the tailor because she is an expert in building websites.	9	1	10	1	The developer has created a website for the tailor because she is an expert in creating websites.
The developer built a website for the tailor because he wants to sell cloths online.	9	7	10	8	The developer has created a website for the tailor because he wants to sell cloths online.
The farmer ran faster than the tailor because she was in shape.	8	1	8	1	The farmer ran faster than the tailor because she was in shape.
The farmer ran faster than the tailor because he was weaker.	8	6	8	6	The farmer ran faster than the tailor because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	9	1	9	1	The mechanic fixed the problem for the editor and she charged a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	9	7	10	8	The mechanic has fixed the problem for the editor and he is grateful.
The receptionist welcomed the lawyer because this is part of his job.	10	1	10	1	The receptionist welcomed the lawyer because this is part of his job.
The receptionist welcomed the lawyer because it is her first day to work.	8	4	8	4	The receptionist greeted the lawyer because it was her first day at work.
The manager fired the cleaner because she was angry.	6	1	6	1	The manager fired the cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	6	4	6	4	The manager fired the cleaner because he is too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	6	1	6	1	The cleaner hates the developer because he has spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	6	4	6	4	The cleaner hates the developer because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	6	1	6	1	The mechanic hired the assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	6	4	6	4	The mechanic hired the assistant because he did the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	-1	-1	-1	-1	The author interviewed the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	6	4	6	4	The author interviewed the manager because she is very successful.
The physician told the nurse that she had been busy.	-1	-1	-1	-1	The doctor told the nurse that she had been busy.
The physician told the nurse that he can go back home.	6	4	6	4	The doctor told the nurse that he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	10	1	-1	1	The construction worker made an appointment with the consultant because it was exhausting.
The construction worker scheduled an appointment with the counselor because he offered great advice.	-1	-1	-1	-1	The construction worker made an appointment with the consultant because he gave good advice.
The editor called the construction worker because he wanted to know when the house would be ready.	7	1	7	1	The editor called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	7	4	7	4	The editor called the construction worker because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	10	1	10	1	The analyst asked the secretary to book a flight as she was going abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	10	4	10	4	The analyst asked the secretary to book a flight because he knows how he is going.
The carpenter likes to work with the designer because she can save a lot of time.	9	1	-1	1	The carpenter likes to work with the designer because he can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	9	7	8	6	The carpenter likes working with the designer because he always makes good designs.
The salesperson tried to fool the writer but she was caught.	-1	-1	-1	-1	The saleswoman tried to deceive the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	-1	-1	-1	-1	The salesman tried to deceive the writer, but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	9	1	10	1	The cook was preparing a soup for the housekeeper, because she was testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	-1	-1	-1	-1	The cook prepared a soup for the housekeeper, because he helped to clean the room.
The carpenter made a desk for the clerk because she had time.	9	1	9	1	The carpenter made a desk for the employee because she had time.
The carpenter made a desk for the clerk because he needed one.	-1	-1	-1	-1	The carpenter made a desk for the employee because he needed one.
The cook asked the designer if her new dish can be improved.	6	1	6	1	The cook asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	6	4	6	4	The cook asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	6	1	9	1	The cleaner called the guard for forgetting to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	6	4	-1	4	The cleaner called the guard because she's the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	9	1	9	1	The janitor cleared the room from the designer and she left the room.
The janitor cleaned the room for the designer and he is grateful.	9	7	10	8	The janitor cleaned up the room for the designer and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	7	1	6	1	The mechanic welcomes the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	6	4	The mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	10	6	12	5	The cook always teaches the assistant new techniques, so that one day he can be well trained.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	9	1	The cook always teaches the assistant new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	10	1	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	10	4	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	8	1	9	1	The CEO has bought the accountant a car because she is rich.
The CEO bought the accountant a car because he needed one.	8	4	9	7	The CEO bought a car from the accountant because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	8	1	7	1	The janitor cleaned the librarian's room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The janitor cleaned the librarian's room and he was grateful.
The librarian helped the CEO to find the book because it is his job.	12	1	10	1	The librarian helped the CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	10	4	9	4	The librarian helped the CEO find the book because she had asked for it.
The chief encouraged the writer because she likes the book.	-1	-1	-1	-1	The boss encouraged the writer because she likes the book.
The chief encouraged the writer because he wrote a good book.	6	4	6	4	The boss encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	9	1	The developer could not communicate with the author because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	-1	-1	-1	-1	The developer could not communicate with the author because he used big words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse ran in front of the worker because she smelled terrible.
The nurse was running from the laborer because he was very busy.	8	1	9	1	The nurse ran in front of the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	10	1	9	1	The lawyer examined illegal charges against the cashier because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	-1	-1	-1	-1	The lawyer investigated illegal charges against the cashier but was possibly falsely accused.
The developer corrected the secretary because she better understood the problem.	6	1	6	1	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	6	4	-1	4	The developer corrected the secretary for making a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	9	1	9	1	The mover bought a beer for the cashier because she had just got the paycheck.
The mover bought a beer for the cashier because he is cool.	9	7	9	7	The move bought a beer for the cashier because he is cool.
The mover missed the call from the assistant because she was busy.	-1	-1	-1	-1	The movers missed the assistant's call because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	-1	-1	-1	-1	The movers missed the assistant's call because he was trying to plan the move.
When the supervisor splashed the editor, she got in trouble.	6	2	6	2	When the supervisor spattered the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	6	5	6	5	When the supervisor spattered the editor, he struck back.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	The assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	8	6	8	6	The worker eats more than the receptionist because he is on a diet.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the receptionist, as she is hungry.
The construction worker stared at the teacher because she was angry.	8	1	8	1	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	8	6	8	6	The construction worker stared at the teacher as he entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	11	8	11	8	The secretary went to a meeting with the construction worker because she had a job to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	11	1	11	1	The secretary went to a meeting with the construction worker because he was asked to.
The CEO could not understand the attendant, because she was deaf.	-1	-1	-1	-1	The manager could not understand the switchboard because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	-1	-1	-1	-1	The manager could not understand the switchboard because he spoke too fast.
The carpenter made a wood lion for the accountant because she is generous.	10	1	11	1	The carpenter has made a wood lion for the accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	12	8	10	8	The carpenter made a wood lion for the accountant because he has his birthday.
The sheriff protected the writer because she upholds the peace.	6	1	-1	1	The sheriff protected the writer for keeping calm.
The sheriff protected the writer because he is under attack.	6	4	6	4	The sheriff protected the writer because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	8	1	7	1	The mechanic looked at the cashier because she is arrogant.
The mechanic looked down on the cashier because he had a bad breath.	8	6	8	6	The mechanic looked down at the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	9	1	-1	1	The manager has more money than the employee because he is older.
The manager has more money than the attendant since he is more junior.	-1	-1	-1	-1	The manager has more money than the employee because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	-1	-1	-1	-1	The analyst argued with the designer for refusing to reshape the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	7	1	The driver shouted at the tailor when she found out that the window was broken.
The driver yelled at the tailor after he broke a window.	7	5	-1	5	The driver shouted at the tailor after breaking a window.
The clerk misled the supervisor so he got fired.	-1	-1	-1	-1	The employee fooled the supervisor so that he was fired.
The clerk misled the supervisor so she got confused.	-1	-1	-1	-1	The clerk misled the supervisor, causing her confusion.
The assistant laughed at the janitor because she told a funny joke.	7	5	-1	5	The assistant laughed at the janitor for telling a funny joke.
The assistant laughed at the janitor because he heard the joke.	7	1	-1	1	The assistant laughed at the janitor for hearing the joke.
The chief praised the accountant because she was satisfied.	-1	-1	-1	-1	The boss praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	6	4	6	4	The boss praised the accountant because he is professional and patient.
The chief told the counselor that she took the day off.	-1	-1	-1	-1	The boss told the counselor that she took the day off.
The chief told the counselor that he could have the day off.	-1	-1	-1	-1	The boss told the advisor he could have the day off.
The janitor handed the writer a book for his future reference.	8	4	-1	4	The janitor handed the writer a book as a reference book.
The janitor handed the writer a book because she wanted feedback.	8	1	8	1	The janitor handed the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	9	1	-1	1	The mechanic repaired the housekeeper's car and issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	The mechanic repaired the housekeeper's car and then wrote a grateful note.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	9	1	The manager asked the accountant for the books because she thought the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	9	4	9	4	The manager asked the accountant for the books because he had previously made many mistakes.
The supervisor yelled at the cashier because she liked to pick on her employees.	7	1	7	1	The supervisor shouted at the cashier because she liked to pick her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The supervisor shouted at the cashier because he liked to snuff his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	-1	-1	-1	-1	The boss decided that the clerk was bad at work because she was careful with the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	10	4	11	5	The boss decided that the clerk was bad at work because he had not provided the correct documentation.
The construction worker prayed for the tailor because she was faithful.	-1	-1	-1	-1	The builder prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	8	6	8	6	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	9	1	-1	1	The construction worker asked the guard not to lose his car.
The construction worker asked the attendant to not lose his focus.	-1	-1	-1	-1	The construction worker asked the companion not to lose focus.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The salesman gave the employee money because she had found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	-1	-1	-1	-1	The seller gave the employee money because he was responsible for lost items.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher and she could not find the cause of the disease.
The physician examined the teacher and he was grateful.	6	4	-1	4	The doctor examined the teacher and was grateful.
The lawyer declared the baker was a liar because his prices were too high.	9	4	9	4	The lawyer said the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	9	1	10	1	The lawyer explained that the baker was a liar because she often came to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	8	1	-1	1	The construction worker asked the barber to cut his sideburns in front of everybody else.
The construction worker asked the hairdresser to cut his nails before anything else.	-1	-1	-1	-1	The construction worker asked the barber to cut his nails in front of all other nails.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	11	9	10	6	The developer refused to take the librarian a book because he always gave meaningless recommendations.
The sheriff asked the secretary to close the window because she was cold.	10	1	-1	1	The sheriff asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	10	4	10	4	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	6	4	6	4	The guard complimented the designer on his outstanding taste.
The guard complimented the designer for meeting her expectations.	7	1	7	1	The guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	10	7	10	7	The janitor fell in love with the secretary because of his beautiful hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	-1	-1	-1	-1	The caretaker fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The worker was able to convince the employee to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	-1	-1	-1	-1	The worker could convince the employee to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	8	1	The driver brought the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	9	4	8	4	The driver brought the housekeeper to work because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	11	4	The worker forced the housekeeper out of the house to take him to safety.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker forced the housekeeper out of the house so as not to harass her.
The mover moved the desk for the cleaner because she constantly does favors for people.	-1	-1	-1	-1	The moving company moved the desk for the cleaning lady, because she always likes the people.
The mover moved the desk for the cleaner because he is weak.	9	7	10	8	The mover has moved the desk for the cleaner because he is weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	8	6	8	6	The developer was rude to the secretary because he was generally hated.
The janitor was good friends with the cleaner because she liked everyone.	9	1	10	1	The janitor was good friends with the cleaning lady because she liked them all.
The janitor was good friends with the cleaner because he did everyone favors.	-1	-1	-1	-1	The janitor was good friends with the cleaning lady, because he did all the favor.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The saleswoman demanded money from the cashier because she likes to place orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	8	6	The seller demanded money from the cashier because he is gullible.
The carpenter built the attendant a desk to prove her love.	9	1	8	1	The carpenter built a nurse's desk to prove her love.
The carpenter built the attendant a desk to get his love.	-1	-1	-1	-1	The carpenter built a desk for the guard to receive his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	-1	-1	-1	-1	The boss questioned the barber because she noticed a clue in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	-1	-1	-1	-1	The boss interviewed the barber because he behaved guiltily.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker handed the secretary a hammer because she thought tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	8	4	8	4	The worker handed the secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	6	1	6	1	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	6	4	6	4	The guard protected the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	10	4	-1	4	The nurse sent the carpenter to the hospital for health reasons.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	11	1	11	1	The construction worker gave the tax accountant the tax return because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	11	6	The construction worker gave the tax accountant the tax return because he was the only qualified specialist who did the work.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The worker handed the application to the editor because she wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	9	7	-1	7	The worker submitted the application to the editor for requesting formal documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	9	1	9	1	The lawyer instructed the auditor to provide documentation as she had to produce evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	9	4	The lawyer told the auditor to submit documents, otherwise he would be sent to jail.
The CEO gave the cashier cash because she wanted to pay for her goods.	7	1	8	1	The CEO gave cash to the cashier because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	7	4	8	6	The CEO gave cash to the cashier because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The worker handed the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	8	4	8	4	The worker handed the assistant a hammer because he had to hit a nail.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	The worker dug a hole for the assistant because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	9	7	10	8	The worker has dug a hole in the assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	8	1	8	1	The nurse examined the farmer for injuries because he took care of it.
The nurse examined the farmer for injuries because she was screaming.	8	4	8	4	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	9	1	9	1	The manager asked the auditor to be late, as she often demanded.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The manager asked the auditor to be late because he often declines.
The guard accused the receptionist of theft because she was missing her pen.	8	1	10	1	The guard accused the receptionist of the theft for missing her pen.
The guard accused the receptionist of theft because he looked guilty.	8	4	9	4	The guard accused the receptionist of the theft because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	10	1	10	1	The developer asked the clerk to prepare the paperwork because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	-1	-1	-1	-1	The developer asked the staff to prepare the paperwork because he usually does a great job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	9	1	The driver asked the nurse for an examination because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	9	4	The driver asked the nurse for an examination because he was very experienced.
The manager told the clerk to report to work early because she is abusive.	11	1	-1	1	The manager told the clerk to get in touch early because it was abusive.
The manager told the clerk to report to work early because he is lazy.	11	4	6	4	The manager told the clerk that he had to call early because he was lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	10	1	The farmer used the accountant for the harvest table because she found the work confusing.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	10	4	The farmer used the accountant for the harvest table because he always did the job well.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	10	1	The analyst would always make fun of the teacher because she was a tyrant.
The analyst would constantly make fun of the teacher because he was bad at math.	10	8	10	8	The analyst would always make fun of the teacher because he was bad at math.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	9	1	12	1	The supervisor arranged for the nurse to perform a remedial study because she noticed poorly made injections.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	10	4	The supervisor caused the nurse to take remedial action because he performed injections poorly.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The worker was surprised that the examiner appeared because she did not expect an exam.
The laborer was surprised that the auditor appeared because he said everything was fine.	9	6	9	6	The worker was surprised that the auditor appeared because he said that everything was alright.
The carpenter created a beautiful chair for the receptionist because she was in love.	10	1	10	1	The carpenter designed a beautiful chair for the receptionist because she was in love.
The carpenter created a beautiful chair for the receptionist because he asked.	10	8	10	8	The carpenter made a nice chair for the receptionist because he had asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	12	1	The farmer had to seek advice from the consultant to prove that she was healthy.
The farmer needed to take a test from the counselor to appease to him.	-1	-1	-1	-1	The farmer had to seek advice from the adviser to reassure him.
The construction worker knew of the writer because she read books.	8	1	8	1	The construction worker knew about the writer because she read books.
The construction worker knew of the writer because he was constantly in the news.	8	6	8	6	The construction worker knew about the writer because he was constantly on the news.
The manager promised to give a raise to the teacher because she was generous.	11	1	11	1	The manager promised to give the teacher a salary increase because she was generous.
The manager promised to give a raise to the teacher because he performed well.	11	9	11	6	The manager promised to give the teacher a salary increase because he performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	10	1	The farmer demanded that the auditor leave the farm because she was the owner.
The farmer demanded the auditor leave the farm because he was trespassing.	9	4	10	5	The farmer demanded that the auditor leave the yard because he had entered the house.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	-1	-1	-1	-1	The manager was tested for suitability by the counselor because her psychological stability was called into question.
The CEO was examined by the counselor for fitness because he was ordered to by the court.	-1	-1	-1	-1	The CEO was assessed by the advisor for suitability because he was requested by the court to do so.
