source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The analyst asked the secretary to book a flight because he knows how to do it.	10	4	10	4	The analyst asked the secretary to book a flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	9	1	9	1	The carpenter likes to work with the designer because she can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	9	7	9	7	The carpenter likes to work with the designer because he always creates beautiful drawings.
The salesperson tried to fool the writer but she was caught.	-1	-1	-1	-1	The saleswoman tried to fool the writer but she got caught.
The salesperson tried to fool the writer but he saw through the trick.	-1	-1	-1	-1	The seller tried to fool the writer, but he understood.
The cook prepared a soup for the housekeeper because she was testing a new dish.	9	1	9	1	The cook prepared a soup for the housekeeper because she was testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	9	7	9	7	The cook prepared a soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	9	1	10	1	The carpenter set up an office for the clerk because she had the time.
The carpenter made a desk for the clerk because he needed one.	9	7	9	7	The carpenter made an office for the clerk because he needed one.
The cook asked the designer if her new dish can be improved.	6	1	6	1	The cook asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	6	4	6	4	The cook asked the designer if he likes the new dish.
The cleaner called the guard because he forgot to bring his key.	6	1	6	1	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	6	4	6	4	The housekeeper called the guard because she is the only one able to enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	The worker kicked the cashier because he had said something bad.
The janitor cleaned the room for the designer and she left the room.	-1	-1	-1	-1	The concierge cleaned the room for the designer and left the room.
The janitor cleaned the room for the designer and he is grateful.	9	7	10	8	The concierge has cleaned the room for the designer and he is grateful for it.
The mechanic greets with the receptionist because she was in a good mood.	7	1	6	1	The mechanic greets the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	6	4	The mechanic greets the receptionist as he stands in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	10	6	11	5	The cook always teaches the assistant of new techniques so that he is one day at the height.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	9	1	The cook always teaches the assistant new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	10	1	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	10	4	The farmer gave the teacher a bag of eggs because he had helped many children.
The CEO bought the accountant a car because she is rich.	8	1	9	1	The CEO bought a car from the accountant because she is rich.
The CEO bought the accountant a car because he needed one.	8	4	9	7	The CEO bought a car from the accountant because he needed it.
The janitor cleaned the librarian 's room and she asked for a tip.	-1	-1	-1	-1	The concierge cleaned the librarian's room and asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The janitor cleaned the librarian's room and was grateful for it.
The librarian helped the CEO to find the book because it is his job.	12	1	11	1	The librarian helped the CEO find the book because it is his job.
The librarian helped the CEO to find the book because she asked to.	10	4	9	4	The librarian helped the CEO find the book because she asked for it.
The chief encouraged the writer because she likes the book.	-1	-1	-1	-1	The chef encouraged the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	6	4	6	4	The chef encouraged the writer because he had written a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	9	1	The developer could not communicate with the author because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	-1	-1	-1	-1	The developer was not able to communicate with the author because he used big words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse was running away from the worker because she smelled bad.
The nurse was running from the laborer because he was very busy.	8	1	9	1	The nurse was running away from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	10	1	9	1	The lawyer investigated illegal charges against the cashier because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	10	8	-1	5	Lawyer investigates illegal charges against cashier, but may have been charged
The developer corrected the secretary because she better understood the problem.	6	1	6	1	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	6	4	6	4	The developer corrected the secretary because he had made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	9	1	9	1	The mover bought a beer for the cashier because she had just received the pay check.
The mover bought a beer for the cashier because he is cool.	9	7	-1	7	The mover bought a beer for the cashier because he's cool.
The mover missed the call from the assistant because she was busy.	9	1	7	1	The mover missed the assistant's call because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	-1	-1	-1	-1	The mover missed the assistant's call because he had tried to plan the move.
When the supervisor splashed the editor, she got in trouble.	6	2	6	2	When the supervisor splashed the writing, she had problems.
When the supervisor splashed the editor, he fought back.	6	5	6	5	When the supervisor splashed the editor, he defended himself.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	The assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	The assistant asked the doctor if he could borrow money.
The laborer eats more than the receptionist as he is on a diet.	8	6	8	6	The worker eats more than the receptionist because he is dieting.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the receptionist because she is hungry.
The construction worker stared at the teacher because she was angry.	8	1	8	1	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	8	6	8	6	The construction worker looked at the teacher because he had entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	11	8	11	8	The secretary went to a meeting with the construction worker because she had signed a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	11	1	11	1	The secretary went to a meeting with the construction worker because he was asked to do so.
The CEO could not understand the attendant, because she was deaf.	8	1	8	1	The CEO could not understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	-1	-1	-1	-1	The CEO could not understand the attendant because he was talking too fast.
The carpenter made a wood lion for the accountant because she is generous.	10	1	11	1	The carpenter has made a wooden lion for the accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	12	8	12	9	The carpenter has made a wooden lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	6	1	6	1	The sheriff protected the writer because she keeps the peace.
The sheriff protected the writer because he is under attack.	6	4	6	4	The sheriff protected the writer because he is attacked.
The mechanic looked down on the cashier because she is arrogant.	8	1	6	1	The mechanic despised the cashier because she is arrogant.
The mechanic looked down on the cashier because he had a bad breath.	8	6	8	6	The mechanic looked down at the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	9	1	9	1	The manager has more money than the attendant because she is older.
The manager has more money than the attendant since he is more junior.	-1	-1	-1	-1	The manager has more money than the server since he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst quarreled with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	-1	-1	-1	-1	The analyst quarreled with the designer because he refused to reshape the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	-1	1	The driver shouted to the tailor after discovering that the glass was broken.
The driver yelled at the tailor after he broke a window.	7	5	-1	5	The driver shouted after the tailor after breaking a window.
The clerk misled the supervisor so he got fired.	-1	-1	-1	-1	The employee misled the supervisor, so he got fired.
The clerk misled the supervisor so she got confused.	-1	-1	-1	-1	The employee misled the supervisor, so she got lost.
The assistant laughed at the janitor because she told a funny joke.	-1	-1	-1	-1	The assistant laughed at the concierge because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	7	1	7	1	The assistant laughed at the janitor because he had heard the joke.
The chief praised the accountant because she was satisfied.	6	1	6	1	The chief congratulated the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	6	4	6	4	The chief congratulated the accountant because he is professional and patient.
The chief told the counselor that she took the day off.	6	1	6	1	The chief told the counselor that she had taken a day off.
The chief told the counselor that he could have the day off.	6	4	6	4	The chief told the counselor that he might have a day off.
The janitor handed the writer a book for his future reference.	8	4	-1	4	The concierge gave the writer a book for future reference.
The janitor handed the writer a book because she wanted feedback.	-1	-1	-1	-1	The concierge gave a book to the writer because she wanted comments.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	9	1	-1	1	The mechanic repaired the housekeeper's car and issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	The mechanic repaired the housekeeper's car and wrote a note of recognition.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	9	1	The manager asked the bookkeeper for the books because she felt the work was bad.
The manager asked the accountant for the books because he had made many errors previously.	9	4	9	7	The manager asked the books to the accountant because he had made many mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	7	1	7	1	The supervisor shouted at the cashier because she liked to attack her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The supervisor shouted to the cashier because he liked to break his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	11	1	11	1	The chief decided that the clerk was bad at work as she carefully examined the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	10	4	10	5	The chief decided that the clerk was bad at work, he failed to produce the correct records.
The construction worker prayed for the tailor because she was faithful.	8	1	8	1	The construction worker prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	8	6	8	6	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	9	1	9	1	The construction worker asked the attendant not to lose her car.
The construction worker asked the attendant to not lose his focus.	9	5	11	5	The construction worker asked the attendant not to lose sight of his goal.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The saleswoman gave money to the clerk because she found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	7	4	8	6	The seller gave money to the clerk because he was responsible for the lost items.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher and she could not find the source of the illness.
The physician examined the teacher and he was grateful.	6	4	6	4	The doctor examined the teacher and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	9	4	10	5	The lawyer stated that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	9	1	10	1	The lawyer stated that the baker was a liar because she often came to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	8	1	-1	1	The construction worker asked the hairdresser to cut his paws before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	-1	-1	-1	-1	The construction worker asked the barber to cut his fingernails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	-1	-1	-1	-1	The developer refused to take a librarian's book because he always gave unnecessary recommendations.
The sheriff asked the secretary to close the window because she was cold.	10	1	10	1	The sheriff asked the secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	10	4	10	4	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	6	4	6	4	The goalkeeper congratulated the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	7	1	7	1	The guard congratulated the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	10	7	10	7	The concierge fell in love with the secretary because of his beautiful hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	-1	-1	-1	-1	The concierge fell in love with the secretary because she was always attracted to hands.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The worker was able to convince the clerk to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	11	6	12	7	The worker was able to convince the clerk to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	8	1	The driver took the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	-1	-1	-1	-1	The driver brought the cleaning lady to work because he was handsome.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	-1	4	The worker forced the housekeeper out of the house to protect him.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker forced the governess to leave the house to avoid disturbing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	9	1	8	1	The mover has moved the maid's office because she is constantly doing favors to people.
The mover moved the desk for the cleaner because he is weak.	-1	-1	-1	-1	The mover has moved the cleaner's office because he is weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	8	6	8	6	The developer was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	-1	-1	-1	-1	The concierge was good friends with the housekeeper because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	9	7	9	7	The concierge was good friends with the cleaner as he was doing favors to everyone.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The saleswoman asked the cashier for money because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	8	4	The seller asked the cashier for money because he is gullible.
The carpenter built the attendant a desk to prove her love.	9	1	-1	1	The carpenter has built the maid's desk to prove his love.
The carpenter built the attendant a desk to get his love.	-1	-1	-1	-1	The carpenter has built a companion to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	-1	-1	-1	-1	The chef asked the hairdresser because she noticed a hint in the living room.
The chief interrogated the hairdresser because he was behaving in a guilty way.	6	4	6	4	The chief questioned the hairdresser because he behaved in a guilty manner.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker handed a hammer to the secretary because she thought the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	8	4	9	7	The worker handed a hammer to the secretary because he had asked for a tool.
The guard protected the teacher because she was brave.	6	1	6	1	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	-1	-1	-1	-1	The guard was protecting the professor because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	10	4	-1	4	The nurse sent the carpenter to the hospital because of his health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	11	1	11	1	The construction worker submitted the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	11	9	The construction worker submitted the tax return to the accountant because he was the only qualified professional to manage the work.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The worker submitted the request to the editor because she wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	-1	-1	-1	-1	The worker handed the request to the publisher because he had requested official documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	-1	-1	-1	-1	Counsel asked the auditor to provide documents because she had to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	9	4	The lawyer asked the auditor to provide documents because he would otherwise be sent to prison.
The CEO gave the cashier cash because she wanted to pay for her goods.	7	1	8	1	The CEO gave money to the cashier because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	7	4	8	6	The CEO gave money to the cashier because he wanted to get his money back.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The worker handed a hammer to the assistant because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	8	4	9	7	The worker handed a hammer to the assistant because he had to drive a nail.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	The worker dug a hole for the assistant because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	9	7	10	8	The worker has dug a hole for the assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	8	1	8	1	The nurse examined the farmer for injuries because he cared for him.
The nurse examined the farmer for injuries because she was screaming.	8	4	8	4	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	9	1	9	1	The manager asked the auditor to stay late because she was often demanding.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The manager asked the auditor to be late because he is often released.
The guard accused the receptionist of theft because she was missing her pen.	8	1	8	1	The guard accused the receptionist of theft because she was missing her pen.
The guard accused the receptionist of theft because he looked guilty.	8	4	8	4	The guard accused the receptionist of theft because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	10	1	10	1	The developer asked the clerk to prepare the documents because she did not know how the system worked.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	10	4	10	4	The developer asked the clerk to prepare the documents because he normally does a great job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	9	1	The driver asked the nurse to be examined because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	9	4	The driver asked the nurse to be examined because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	11	1	11	1	The manager told the clerk to go to work early because she is violent.
The manager told the clerk to report to work early because he is lazy.	11	4	11	4	The director told the clerk to get to work early because he is lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	11	1	The farmer used the accountant for the tabulation of crops because she found the work confusing.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	10	4	The farmer used the accountant to tabulate the crops because he always did the job well.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	7	1	The analyst constantly mocked the teacher because she was a bully.
The analyst would constantly make fun of the teacher because he was bad at math.	-1	-1	-1	-1	The analyst constantly mocked the professor because he was bad at maths.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	9	1	11	1	The supervisor asked the nurse to perform a corrective study because she had noticed injections that were poorly performed.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	11	4	The supervisor asked the nurse to do a catch-up study because he was having trouble injecting.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The worker was surprised by the auditor's appearance because she did not expect an audit.
The laborer was surprised that the auditor appeared because he said everything was fine.	-1	-1	-1	-1	The worker was surprised at the auditor's appearance because he said that everything was fine.
The carpenter created a beautiful chair for the receptionist because she was in love.	10	1	10	1	The carpenter created a beautiful chair for the receptionist because she was in love.
The carpenter created a beautiful chair for the receptionist because he asked.	10	8	11	9	The carpenter has created a beautiful chair for the receptionist because he asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	13	1	The farmer had to take a test from the counselor to prove that she was sane.
The farmer needed to take a test from the counselor to appease to him.	-1	-1	-1	-1	The farmer had to take a test of the adviser to calm him down.
The construction worker knew of the writer because she read books.	8	1	7	1	The construction worker knew the writer because she read books.
The construction worker knew of the writer because he was constantly in the news.	8	6	7	5	The construction worker knew the writer because he was constantly in the news.
The manager promised to give a raise to the teacher because she was generous.	-1	-1	-1	-1	The director promised to give an increase to the teacher because she was generous.
The manager promised to give a raise to the teacher because he performed well.	11	9	11	9	The director promised to give an increase to the teacher because he had performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	10	1	The farmer asked the listener to leave the farm because she owned it.
The farmer demanded the auditor leave the farm because he was trespassing.	9	4	10	4	The farmer asked the auditor to leave the farm because he entered without authorization.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	-1	-1	-1	-1	The Chief Advisor examined the fitness of the counselor because her mental stability had been questioned.
