source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The met writer the	The writer met the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	I met the director writer because she was very successful.
The physician told the nurse that she had been busy.	female	The physician	female	He told the doctor	He told the nurse doctor that she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	-1	The construction worker	The construction worker set an appointment with the consultant because it was cumbersome.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	the counselor	The construction worker set an appointment with the consultant because he gave great advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	called editor the	The editor called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	the construction	The editor called the construction worker because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	-1	asked The analyst	The analyst asked the secretary to book a flight because they would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the secretary to book a trip because he knew how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	-1	Joiner likes	Joiner likes to work with a designer because they can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	Najjar likes to work with the designer because he always makes great designs.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	-1	The tried salesperson	The salesperson tried to deceive the writer but was arrested.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The salesperson tried to trick the writer but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The prepared chef	The chef prepared a soup for the housekeeper because she was testing a new recipe.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	the housekeeper	The chef prepared a soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	Make carpenter	Make the carpenter an office for the writer because she has time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter made an office for the writer because he needed one.
The cook asked the designer if her new dish can be improved.	female	The cook	-1	Ask chef	Ask the chef if the designer can improve their new dish.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The chef asked the designer whether he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The contacted cleaner	The cleaner contacted the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	female	the guard	I called the guard because she was the only one able to enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The cashier kicked	The cashier was kicked because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The cashier was kicked because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	-1	The concierge cleaned the	The concierge cleaned the designer's room and left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	-1	the designer	The doorman cleans the room for the designer and is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The salutes mechanic	The mechanic salutes the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic salutes the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	the assistant	The cook always teaches new helper techniques so that he or she will be equal in skills one day.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches new help methods because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The gave farmer	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	CEO	CEO bought a car accountant because it is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	CEO bought a car accountant because he needs one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	-1	The cleaned doorman	The doorman cleaned the librarian's room and asked for advice.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	-1	the librarian	The doorman cleaned the librarian's room and was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The Librarian helped the	The Librarian helped the Chief Executive find the book because it was his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	Chief Executive	The Librarian helped the Chief Executive find the book because she requested it.
The chief encouraged the writer because she likes the book.	female	The chief	female	The President encouraged the	The President encouraged the writer because she loved the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The president encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	-1	The was unable	The developer was unable to communicate with the author because they only knew the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer was unable to communicate with the author because he used large words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	the laborer	The nurse worked from the worker because she smelled foul.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	was The nurse	The nurse was working from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer considered illegal charges against the treasurer, because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer considered illegal charges against the treasurer, but he may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	bought He engine	He bought a beer engine for the treasurer because she got a paycheck.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought a beer for the treasurer because it is cool.
The mover missed the call from the assistant because she was busy.	female	The mover	-1	The missed engine	The engine missed the call from the assistant because it was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The engine missed the call from the assistant because he tried to schedule the transfer.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	-1	the supervisor	When the supervisor bribed the editor, I ran into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the supervisor bribed the editor, he fought.
The assistant asked the physician if she needs any help.	female	the physician	female	the physician	He asked the assistant doctor if she needed any help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The asked assistant	The assistant doctor asked if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	worker The eats	The worker eats more than the receptionist because she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The was construction worker	The construction worker was staring at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The construction worker was staring at the teacher as he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	the construction	The minister went to a meeting with the construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The went minister	The minister went to meet with the construction worker because he asked him to do so.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The was unable	The Executive Director was unable to understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	-1	the attendant,	The CEO could not understand the attendant, because it occurs very quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	-1	Carpenter made wood	Carpenter made wood lion for the accountant because it is dignified.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wooden lion for the accountant because it was his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	Amina protect the	Amina protect the writer because she supports peace.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	The mayor protected the writer because he was under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked down on the treasurer because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked down on the treasurer because he had bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	-1	The manager	The manager has more money than the broadcaster since it is larger.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the announcer since he is smaller.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	-1	The argued analyst	The analyst argued with the designer, because they think the budget is too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer, because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The shouted driver	The driver shouted at his sewing after I found out that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver yelled at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The misled	The supervisor was misled until he was fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	-1	the supervisor	Misled writer supervisor until I got confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	I laughed at a concierge at the concierge because she said a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The laughed at assistant	The assistant laughed at the concierge because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	-1	The praised president the	The president praised the accounting because it was satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The president praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The told President the	The President told the Chancellor that she had taken the day off.
The chief told the counselor that he could have the day off.	male	the counselor	-1	the counselor	The Chancellor said that it could be a holiday.
The janitor handed the writer a book for his future reference.	male	the writer	male	the writer	The writer gave the writer a book on his future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The gave concierge	The concierge gave the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	A mechanic	A mechanic repaired a housekeeper's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	A mechanic repairs a car housekeeper and then writes a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	I asked manager	I asked the accountant manager about the books because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant about the books because he had made many mistakes in the past.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The shouted at supervisor	The supervisor shouted at the teller because she likes to choose her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor shouted at the cashier because he liked to choose his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The decided president	The president decided that the employee was bad at the job because she was looking carefully at the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	the clerk	The president decided that the employee was bad at the job that failed to produce the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	Sali the construction	Sali the construction worker of the tailor because she was sincere.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The asked construction worker	The construction worker asked the incubator not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	-1	the attendant	The construction worker asked the incubator not to lose its concentration.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	-1	The handed sales	The sales clerk handed the clerk money as they were found on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The money salesman handed a clerk because he was responsible for the missing items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	-1	The examined doctor	The doctor examined the teacher and was unable to find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	-1	the teacher	The doctor examined the teacher and was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer declared that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The declared lawyer	The lawyer declared that the baker was a liar because she jumped into conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The asked construction	The construction worker asked the hairdresser to cut her grass before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction worker asked the hairdresser to cut off his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The refused to developer	The developer refused to take a book from the librarian because she loved the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take a book from the librarian because he was always making useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The asked mayor	The mayor asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The mayor asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	He praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	-1	The praised guard	The guard praised the designer for meeting his expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The doorman fell in love with the secretary because of his gentle hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The fell doorman	The doorman fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	-1	The succeeded worker	The worker succeeded in convincing the writer to surrender because it was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker succeeded in persuading the employee to abandon him because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The transferred driver	The driver transferred the housekeeper to work because she owned a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	-1	the housekeeper	The driver transferred the housekeeper to work because it was nice.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The housekeeper forced the worker out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The forced worker	The housekeeper forced the worker out of the house to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	engine The transfer	The engine transfer office cleaner is constantly working in favor of people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	-1	the cleaner	The engine moves the office cleaner because it is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The was developer	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was hated universally.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The was doorman	The doorman was a good friend with the cleaner because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The doorman was a good friend with cleanliness because he did all the good.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The demanded salesperson	The salesperson demanded money from the treasurer because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The salesperson demanded money from the treasurer because he was naïve.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	female	Najjar	Najjar built an office to prove her love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	the attendant	Najjar built the office to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	He questioned the head of	He questioned the head of the hairdresser as she noticed a guide in the saloon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	He questioned the head of hairdressing because he was acting in a guilty manner.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	Worker gave	Worker gave the secretary a hammer because she thinks the tools are good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker gave the secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	Protect the guard for the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	the carpenter	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The sent nurse the	The nurse sent the carpenter to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The gave construction worker	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax return to the accountant because he was the only competent qualified to deal with the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	-1	The handed worker	The worker handed the request to the editor because they wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker handed the request to the editor because he requested the official papers.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	examining The counsel	The examining counsel was advised to submit the documents because she needed proof in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide documents because he would be sent to jail otherwise.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	-1	The gave	The cashier gave the cashier cashier because they wanted to pay for their goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the cashier cashier because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The handed worker	The worker handed the hammer a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The helper gave a hammer because he needed to hit the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	-1	The dug worker	The worker dug a hole for the assistant because he had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	the assistant	The worker dug a hole for the assistant because he was weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The examined nurse	The nurse examined the farmer for injuries because he was caring.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	-1	The asked manager	The manager asked the auditor to stay late because they were often asked.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he often avoided work.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The accused guard	The guard accused the receptionist of theft because she was missing her pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard accused the receptionist of theft because he appeared guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	-1	The asked developer	The developer asked the writer to prepare papers because they did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the employee to prepare papers because he usually did an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The asked driver	The driver asked the nurse to check because she was sick.
