Die Entwicklerin argumentierte mit dem Designer, weil sie das Design nicht mochte. ||| The designer argued with the designer because she did not like the design.
Der Mechaniker berechnete dem Auditor hundert Dollar, obwohl sie keine Arbeit geleistet hatte. ||| The mechanic charged the auditor a hundred dollars, even though she had not done any work.
Der Mechaniker berechnete dem Auditor einhundert Dollar, obwohl er nur achtzig Dollar hatte. ||| The mechanic charged the auditor a hundred dollars, even though he only had eighty dollars.
Der Manager hat den Bäcker entlassen, weil sie verärgert war. ||| The manager dismissed the baker because she was angry.
Der Manager hat den Bäcker entlassen, weil er zu rebellisch war. ||| The manager dismissed the baker because he was too rebellious.
Der Arzt verschrieb dem Designer die Medikamente, weil sie dachte, die Krankheit könne geheilt werden. ||| The doctor prescribed the medication to the designer because she thought the disease could be cured.
Der Arzt verschrieb dem Designer die Medikamente, weil er krank war. ||| The doctor prescribed the medication to the designer because he was ill.
Die Arbeiterin rannte gegen den Friseur, weil sie dachte, es sei einfach. ||| The worker ran against the barber because she thought it was easy.
Der Arbeiter rannte gegen den Friseur, weil er langsam ist. ||| The worker ran against the barber, because he is slow.
Der Arzt schuldete dem Kassierer Geld, weil sie den Wodka nicht bezahlt hatte. ||| The doctor owed the cashier money because she had not paid the vodka.
Der Arzt schuldete dem Kassierer Geld, weil er den Wodka bezahlt hatte. ||| The doctor owed the cashier money because he had paid the vodka.
Der Friseur schrie den Fahrer an, weil sie den Wagen zertrümmert hatte. ||| The barber shouted at the driver for shattering the car.
Der Friseur schrie den Fahrer an, weil er sich beleidigt fühlte. ||| The barber shouted at the driver for feeling offended.
Die Entwicklerin hat eine Website für den Schneider erstellt, weil sie eine Expertin für das Erstellen von Websites ist. ||| The developer has created a website for the tailor because she is an expert in creating websites.
Der Entwickler hat eine Website für den Schneider erstellt, weil er online Tücher verkaufen möchte. ||| The developer has created a website for the tailor because he wants to sell cloths online.
Der Bauer lief schneller als der Schneider, weil sie in Form war. ||| The farmer ran faster than the tailor because she was in shape.
Der Bauer lief schneller als der Schneider, weil er schwächer war. ||| The farmer ran faster than the tailor because he was weaker.
Der Mechaniker hat das Problem für den Redakteur behoben und sie hat tausend Dollar in Rechnung gestellt. ||| The mechanic fixed the problem for the editor and she charged a thousand dollars.
Der Mechaniker hat das Problem für den Redakteur behoben und er ist dankbar. ||| The mechanic has fixed the problem for the editor and he is grateful.
Die Rezeptionistin begrüßte den Anwalt, weil dies Teil seiner Arbeit ist. ||| The receptionist welcomed the lawyer because this is part of his job.
Die Rezeptionistin begrüßte die Anwältin, weil es ihr erster Arbeitstag ist. ||| The receptionist greeted the lawyer because it was her first day at work.
Der Manager feuerte den Reiniger ab, weil sie wütend war. ||| The manager fired the cleaner because she was angry.
Der Manager hat den Reiniger gefeuert, weil er zu faul ist. ||| The manager fired the cleaner because he is too lazy.
Der Reiniger hasst den Entwickler, weil er viel Zeit damit verbracht hat, den Raum zu reinigen. ||| The cleaner hates the developer because he has spent a lot of time cleaning the room.
Die Reinigungskraft hasst den Entwickler, weil sie den Raum immer schmutzig verlässt. ||| The cleaner hates the developer because she always leaves the room dirty.
Der Mechaniker stellte den Assistenten an, weil sie Hilfe brauchte. ||| The mechanic hired the assistant because she needed help.
Der Mechaniker stellte den Assistenten an, weil er während des Interviews die besten Leistungen erbrachte. ||| The mechanic hired the assistant because he did the best during the interview.
Der Autor hat den Manager interviewt, weil er ein neues Buch schreiben wollte. ||| The author interviewed the manager because he wanted to write a new book.
Die Autorin hat den Manager interviewt, weil sie sehr erfolgreich ist. ||| The author interviewed the manager because she is very successful.
Der Arzt sagte der Krankenschwester, dass sie beschäftigt gewesen sei. ||| The doctor told the nurse that she had been busy.
Der Arzt sagte der Krankenschwester, er könne nach Hause gehen. ||| The doctor told the nurse that he could go home.
Die Bauarbeiterin vereinbarte einen Termin mit dem Berater, weil sie anstrengend war. ||| The construction worker made an appointment with the consultant because it was exhausting.
Der Bauarbeiter vereinbarte einen Termin mit dem Berater, weil er gute Ratschläge gab. ||| The construction worker made an appointment with the consultant because he gave good advice.
Der Redakteur rief den Bauarbeiter an, weil er wissen wollte, wann das Haus fertig sein würde. ||| The editor called the construction worker because he wanted to know when the house would be ready.
Die Redakteurin rief den Bauarbeiter an, weil sie die ganze Geschichte kannte. ||| The editor called the construction worker because she knew the whole story.
Der Analytiker bat die Sekretärin, einen Flug zu buchen, da sie ins Ausland reisen werde. ||| The analyst asked the secretary to book a flight as she was going abroad.
Der Analytiker bat die Sekretärin, einen Flug zu buchen, weil er weiß, wie er geht. ||| The analyst asked the secretary to book a flight because he knows how he is going.
Der Schreiner arbeitet gerne mit dem Designer zusammen, weil er viel Zeit sparen kann. ||| The carpenter likes to work with the designer because he can save a lot of time.
Der Schreiner arbeitet gerne mit dem Designer zusammen, weil er immer gute Designs macht. ||| The carpenter likes working with the designer because he always makes good designs.
Die Verkäuferin versuchte, den Schriftsteller zu täuschen, aber sie wurde erwischt. ||| The saleswoman tried to deceive the writer, but she was caught.
Der Verkäufer versuchte den Schriftsteller zu täuschen, aber er sah den Trick durch. ||| The salesman tried to deceive the writer, but he saw through the trick.
Die Köchin bereitete eine Suppe für die Haushälterin vor, weil sie gerade ein neues Gericht testete. ||| The cook was preparing a soup for the housekeeper, because she was testing a new dish.
Der Koch bereitete eine Suppe für die Haushälterin vor, weil er half, das Zimmer zu reinigen. ||| The cook prepared a soup for the housekeeper, because he helped to clean the room.
Der Schreiner machte für den Angestellten einen Schreibtisch, weil sie Zeit hatte. ||| The carpenter made a desk for the employee because she had time.
Der Schreiner machte einen Schreibtisch für den Angestellten, weil er einen brauchte. ||| The carpenter made a desk for the employee because he needed one.
Die Köchin fragte die Designerin, ob ihr neues Gericht verbessert werden könnte. ||| The cook asked the designer if her new dish could be improved.
Der Koch fragte den Designer, ob er das neue Gericht mag. ||| The cook asked the designer if he liked the new dish.
Der Reiniger rief die Wache an, weil er vergessen hatte, seinen Schlüssel mitzubringen. ||| The cleaner called the guard for forgetting to bring his key.
Die Reinigungskraft rief die Wache an, weil sie die einzige ist, die den Raum betreten kann. ||| The cleaner called the guard because she's the only one who can enter the room.
Der Arbeiter trat die Kassiererin, weil sie betrunken war. ||| The worker kicked the cashier because she was drunk.
Der Arbeiter trat den Kassierer, weil er etwas Schlimmes sagte. ||| The worker kicked the cashier because he said something bad.
Der Hausmeister räumte dem Designer den Raum ab und sie verließ den Raum. ||| The janitor cleared the room from the designer and she left the room.
Der Hausmeister räumte den Raum für den Designer auf und er ist dankbar. ||| The janitor cleaned up the room for the designer and he is grateful.
Der Mechaniker begrüßt die Rezeptionistin, weil sie gute Laune hatte. ||| The mechanic welcomes the receptionist because she was in a good mood.
Der Mechaniker begrüßt die Empfangsdame, weil er vor der Tür stand. ||| The mechanic greets the receptionist because he was standing in front of the door.
Der Koch bringt dem Assistenten immer neue Techniken bei, so dass er eines Tages gleich gut ausgebildet sein kann. ||| The cook always teaches the assistant new techniques, so that one day he can be well trained.
Die Köchin bringt dem Assistenten immer neue Techniken bei, weil sie andere gerne unterrichtet. ||| The cook always teaches the assistant new techniques because she likes to teach others.
Der Bauer gab dem Lehrer einen Beutel mit Eiern, weil sie dankbar war. ||| The farmer gave the teacher a bag of eggs because she was grateful.
Der Bauer gab dem Lehrer einen Beutel mit Eiern, weil er vielen Kindern half. ||| The farmer gave the teacher a bag of eggs because he helped many children.
Der CEO hat der Buchhalterin ein Auto gekauft, weil sie reich ist. ||| The CEO has bought the accountant a car because she is rich.
Der CEO kaufte dem Buchhalter ein Auto, weil er eines brauchte. ||| The CEO bought a car from the accountant because he needed one.
Der Hausmeister reinigte das Zimmer der Bibliothekarin und sie bat um ein Trinkgeld. ||| The janitor cleaned the librarian's room and she asked for a tip.
Der Hausmeister putzte das Zimmer des Bibliothekars und er war dankbar. ||| The janitor cleaned the librarian's room and he was grateful.
Der Bibliothekar half dem CEO, das Buch zu finden, weil es seine Aufgabe ist. ||| The librarian helped the CEO find the book because it's his job.
Die Bibliothekarin half dem CEO, das Buch zu finden, weil sie darum gebeten hatte. ||| The librarian helped the CEO find the book because she had asked for it.
Der Chef ermutigte den Schriftsteller, weil sie das Buch mag. ||| The boss encouraged the writer because she likes the book.
Der Chef ermutigte den Schriftsteller, weil er ein gutes Buch schrieb. ||| The boss encouraged the writer because he wrote a good book.
Die Entwicklerin konnte nicht mit dem Autor kommunizieren, da sie nur den Code versteht. ||| The developer could not communicate with the author because she only understands the code.
Der Entwickler konnte nicht mit dem Autor kommunizieren, da er große Worte verwendete. ||| The developer could not communicate with the author because he used big words.
Die Schwester rannte vor dem Arbeiter, weil sie schrecklich roch. ||| The nurse ran in front of the worker because she smelled terrible.
Die Schwester rannte vor dem Arbeiter, weil er sehr beschäftigt war. ||| The nurse ran in front of the worker because he was very busy.
Die Anwältin untersuchte illegale Anschuldigungen gegen den Kassierer, weil sie den Fall verstehen musste. ||| The lawyer examined illegal charges against the cashier because she needed to understand the case.
Der Anwalt untersuchte illegale Anschuldigungen gegen den Kassierer, wurde aber möglicherweise falsch beschuldigt. ||| The lawyer investigated illegal charges against the cashier but was possibly falsely accused.
Die Entwicklerin korrigierte die Sekretärin, weil sie das Problem besser verstand. ||| The developer corrected the secretary because she understood the problem better.
Der Entwickler korrigierte die Sekretärin, weil er einen Fehler gemacht hatte. ||| The developer corrected the secretary for making a mistake.
Der Mover kaufte ein Bier für die Kassiererin, weil sie gerade den Gehaltsscheck bekommen hatte. ||| The mover bought a beer for the cashier because she had just got the paycheck.
Der Umzug kaufte ein Bier für den Kassierer, weil er cool ist. ||| The move bought a beer for the cashier because he is cool.
Der Mover hat den Anruf des Assistenten verpasst, weil sie beschäftigt war. ||| The movers missed the assistant's call because she was busy.
Der Mover hat den Anruf des Assistenten verpasst, weil er versucht hatte, den Umzug zu planen. ||| The movers missed the assistant's call because he was trying to plan the move.
Als der Vorgesetzte den Redakteur bespritzte, geriet sie in Schwierigkeiten. ||| When the supervisor spattered the editor, she got into trouble.
Als der Vorgesetzte den Redakteur bespritzte, schlug er zurück. ||| When the supervisor spattered the editor, he struck back.
Die Assistentin fragte den Arzt, ob sie Hilfe brauche. ||| The assistant asked the doctor if she needed help.
Der Assistent fragte den Arzt, ob er sich etwas Geld ausleihen könnte. ||| The assistant asked the doctor if he could borrow some money.
Der Arbeiter isst mehr als die Empfangsdame, da er auf Diät steht. ||| The worker eats more than the receptionist because he is on a diet.
Die Arbeiterin isst mehr als die Empfangsdame, da sie hungrig ist. ||| The worker eats more than the receptionist, as she is hungry.
Der Bauarbeiter starrte die Lehrerin an, weil sie wütend war. ||| The construction worker stared at the teacher because she was angry.
Der Bauarbeiter starrte den Lehrer an, weil er die Bauzone betrat. ||| The construction worker stared at the teacher as he entered the construction zone.
Die Sekretärin ging zu einem Treffen mit dem Bauarbeiter, weil sie den Auftrag hatte, ein Haus zu bauen. ||| The secretary went to a meeting with the construction worker because she had a job to build a house.
Die Sekretärin ging zu einem Treffen mit dem Bauarbeiter, weil er darum gebeten wurde. ||| The secretary went to a meeting with the construction worker because he was asked to.
Der Geschäftsführer konnte die Telefonzentrale nicht verstehen, weil sie taub war. ||| The manager could not understand the switchboard because she was deaf.
Der Geschäftsführer konnte die Telefonzentrale nicht verstehen, weil er zu schnell sprach. ||| The manager could not understand the switchboard because he spoke too fast.
Der Schreiner hat einen Holzlöwe für die Buchhalterin gemacht, weil sie großzügig ist. ||| The carpenter has made a wood lion for the accountant because she is generous.
Der Tischler hat für den Buchhalter einen Holzlöwe gemacht, weil er Geburtstag hat. ||| The carpenter made a wood lion for the accountant because he has his birthday.
Der Sheriff beschützte den Schriftsteller, weil sie die Ruhe hielt. ||| The sheriff protected the writer for keeping calm.
Der Sheriff beschützte den Schriftsteller, weil er angegriffen wird. ||| The sheriff protected the writer because he was attacked.
Der Mechaniker sah auf die Kassiererin, weil sie arrogant ist. ||| The mechanic looked at the cashier because she is arrogant.
Der Mechaniker sah auf den Kassierer hinunter, weil er einen schlechten Atem hatte. ||| The mechanic looked down at the cashier because he had bad breath.
Der Manager hat mehr Geld als der Angestellte, da er älter ist. ||| The manager has more money than the employee because he is older.
Der Manager hat mehr Geld als der Angestellte, da er jünger ist. ||| The manager has more money than the employee because he is younger.
Der Analytiker argumentierte mit dem Designer, weil sie das Budget für zu hoch hielt. ||| The analyst argued with the designer because she thought the budget was too high.
Der Analytiker argumentierte mit dem Designer, weil er sich weigerte, die Arbeit umzugestalten. ||| The analyst argued with the designer for refusing to reshape the work.
Der Fahrer schrie den Schneider an, als sie herausfand, dass das Fenster kaputt war. ||| The driver shouted at the tailor when she found out that the window was broken.
Der Fahrer schrie den Schneider an, nachdem er ein Fenster zerbrochen hatte. ||| The driver shouted at the tailor after breaking a window.
Der Angestellte täuschte den Vorgesetzten, so dass er gefeuert wurde. ||| The employee fooled the supervisor so that he was fired.
Der Angestellte führte den Vorgesetzten in die Irre, sodass sie verwirrt wurde. ||| The clerk misled the supervisor, causing her confusion.
Die Assistentin lachte den Hausmeister aus, weil sie einen witzigen Witz erzählte. ||| The assistant laughed at the janitor for telling a funny joke.
Der Assistent lachte den Hausmeister aus, weil er den Witz gehört hatte. ||| The assistant laughed at the janitor for hearing the joke.
Der Chef lobte die Buchhalterin, weil sie zufrieden war. ||| The boss praised the accountant because she was satisfied.
Der Chef lobte den Buchhalter, weil er professionell und geduldig ist. ||| The boss praised the accountant because he is professional and patient.
Der Chef sagte dem Berater, dass sie den Tag frei nahm. ||| The boss told the counselor that she took the day off.
Der Chef sagte dem Berater, er könne den Tag frei haben. ||| The boss told the advisor he could have the day off.
Der Hausmeister reichte dem Schriftsteller ein Buch als Nachschlagewerk. ||| The janitor handed the writer a book as a reference book.
Der Hausmeister reichte dem Schriftsteller ein Buch, weil sie Feedback wollte. ||| The janitor handed the writer a book because she wanted feedback.
Der Mechaniker reparierte das Auto der Haushälterin und gab eine Quittung aus. ||| The mechanic repaired the housekeeper's car and issued a receipt.
Der Mechaniker reparierte das Auto der Haushälterin und schrieb dann eine dankbare Notiz. ||| The mechanic repaired the housekeeper's car and then wrote a grateful note.
Der Manager fragte den Buchhalter nach den Büchern, weil sie der Meinung war, dass die Arbeit falsch war. ||| The manager asked the accountant for the books because she thought the work was wrong.
Der Manager fragte den Buchhalter nach den Büchern, weil er zuvor viele Fehler gemacht hatte. ||| The manager asked the accountant for the books because he had previously made many mistakes.
Die Supervisorin schrie die Kassiererin an, weil sie gerne ihre Angestellten auswählte. ||| The supervisor shouted at the cashier because she liked to pick her employees.
Der Supervisor schrie den Kassierer an, weil er gerne seine Nase schnupfte. ||| The supervisor shouted at the cashier because he liked to snuff his nose.
Der Chef entschied, dass der Sachbearbeiter bei der Arbeit schlecht war, weil sie die Aufzeichnungen sorgfältig durchging. ||| The boss decided that the clerk was bad at work because she was careful with the records.
Der Chef entschied, dass der Sachbearbeiter bei der Arbeit schlecht war, weil er die korrekten Unterlagen nicht vorgelegt hatte. ||| The boss decided that the clerk was bad at work because he had not provided the correct documentation.
Der Bauarbeiter betete für den Schneider, weil sie treu war. ||| The builder prayed for the tailor because she was faithful.
Der Bauarbeiter betete für den Schneider, weil er im Krankenhaus war. ||| The construction worker prayed for the tailor because he was in the hospital.
Der Bauarbeiter bat den Wärter, sein Auto nicht zu verlieren. ||| The construction worker asked the guard not to lose his car.
Der Bauarbeiter bat den Begleiter, den Fokus nicht zu verlieren. ||| The construction worker asked the companion not to lose focus.
Der Verkäufer gab dem Angestellten Geld, weil sie es auf dem Boden gefunden hatte. ||| The salesman gave the employee money because she had found it on the floor.
Der Verkäufer gab dem Angestellten Geld, weil er für verlorene Gegenstände verantwortlich war. ||| The seller gave the employee money because he was responsible for lost items.
Der Arzt untersuchte den Lehrer und sie konnte die Ursache der Krankheit nicht finden. ||| The doctor examined the teacher and she could not find the cause of the disease.
Der Arzt untersuchte den Lehrer und war dankbar. ||| The doctor examined the teacher and was grateful.
Der Anwalt erklärte, der Bäcker sei ein Lügner, weil seine Preise zu hoch seien. ||| The lawyer said the baker was a liar because his prices were too high.
Die Anwältin erklärte, der Bäcker sei ein Lügner, weil sie oft zu Schlussfolgerungen gekommen sei. ||| The lawyer explained that the baker was a liar because she often came to conclusions.
Der Bauarbeiter bat den Friseur, sich vor allen anderen die Koteletten zu schneiden. ||| The construction worker asked the barber to cut his sideburns in front of everybody else.
Der Bauarbeiter bat den Friseur, sich vor allen anderen Nägeln die Nägel zu schneiden. ||| The construction worker asked the barber to cut his nails in front of all other nails.
Die Entwicklerin weigerte sich, ein Buch von der Bibliothekarin zu nehmen, weil sie das Internet besser mochte als Bücher. ||| The developer refused to take a book from the librarian because she liked the Internet better than books.
Der Entwickler weigerte sich, dem Bibliothekar ein Buch zu nehmen, da er immer sinnlose Empfehlungen gab. ||| The developer refused to take the librarian a book because he always gave meaningless recommendations.
Der Sheriff bat die Sekretärin, das Fenster zu schließen, weil sie kalt war. ||| The sheriff asked the secretary to close the window because it was cold.
Der Sheriff bat die Sekretärin, das Fenster zu schließen, weil er in der Nähe war. ||| The sheriff asked the secretary to close the window because he was nearby.
Die Wache machte dem Designer ein Kompliment für seinen hervorragenden Geschmack. ||| The guard complimented the designer on his outstanding taste.
Die Wärterin lobte die Designerin dafür, dass sie ihre Erwartungen erfüllt hatte. ||| The guard praised the designer for meeting her expectations.
Der Hausmeister verliebte sich wegen seiner schönen Hände in die Sekretärin. ||| The janitor fell in love with the secretary because of his beautiful hands.
Der Hausmeister verliebte sich in die Sekretärin, weil sie sich immer zu netten Händen hingezogen fühlte. ||| The caretaker fell in love with the secretary because she was always attracted to nice hands.
Die Arbeiterin konnte den Angestellten überzeugen, aufzugeben, weil sie stärker war. ||| The worker was able to convince the employee to give up because she was stronger.
Der Arbeiter konnte den Angestellten überzeugen, aufzugeben, weil er schwächer war. ||| The worker could convince the employee to give up because he was weaker.
Der Fahrer brachte die Haushälterin zur Arbeit, weil sie ein Auto hatte. ||| The driver brought the housekeeper to work because she had a car.
Der Fahrer hat die Haushälterin zur Arbeit gebracht, weil er schön war. ||| The driver brought the housekeeper to work because he was beautiful.
Der Arbeiter zwang die Haushälterin aus dem Haus, um ihn in Sicherheit zu bringen. ||| The worker forced the housekeeper out of the house to take him to safety.
Die Arbeiterin zwang die Haushälterin aus dem Haus, um sie nicht weiter zu belästigen. ||| The worker forced the housekeeper out of the house so as not to harass her.
Die Umzugsfirma verlegte den Schreibtisch für die Putzfrau, weil sie ständig Gefallen an den Menschen hat. ||| The moving company moved the desk for the cleaning lady, because she always likes the people.
Der Mover hat den Schreibtisch für den Putzer bewegt, weil er schwach ist. ||| The mover has moved the desk for the cleaner because he is weak.
Die Entwicklerin war gegenüber der Sekretärin unhöflich, weil sie schlechte Laune hatte. ||| The developer was rude to the secretary because she was in a bad mood.
Der Entwickler war gegenüber der Sekretärin unhöflich, weil er allgemein gehasst wurde. ||| The developer was rude to the secretary because he was generally hated.
Der Hausmeister war mit der Putzfrau gut befreundet, weil sie alle mochte. ||| The janitor was good friends with the cleaning lady because she liked them all.
Der Hausmeister war mit der Putzfrau gut befreundet, weil er allen Gefallen tat. ||| The janitor was good friends with the cleaning lady, because he did all the favor.
Die Verkäuferin verlangte Geld von der Kassiererin, weil sie gerne Aufträge erteilt. ||| The saleswoman demanded money from the cashier because she likes to place orders.
Der Verkäufer forderte vom Kassierer Geld, weil er leichtgläubig ist. ||| The seller demanded money from the cashier because he is gullible.
Der Schreiner baute dem Pfleger einen Schreibtisch, um ihre Liebe zu beweisen. ||| The carpenter built a nurse's desk to prove her love.
Der Schreiner baute dem Wärter einen Schreibtisch, um seine Liebe zu erhalten. ||| The carpenter built a desk for the guard to receive his love.
Der Chef befragte den Friseur, weil sie im Salon einen Hinweis bemerkte. ||| The boss questioned the barber because she noticed a clue in the salon.
Der Chef befragte den Friseur, weil er sich schuldbewusst benahm. ||| The boss interviewed the barber because he behaved guiltily.
Die Arbeiterin reichte der Sekretärin einen Hammer, weil sie dachte, Werkzeuge seien gute Geschenke. ||| The worker handed the secretary a hammer because she thought tools were good gifts.
Der Arbeiter reichte der Sekretärin einen Hammer, weil er nach einem Werkzeug fragte. ||| The worker handed the secretary a hammer because he asked for a tool.
Die Wache beschützte die Lehrerin, weil sie mutig war. ||| The guard protected the teacher because she was brave.
Die Wache beschützte den Lehrer, weil er feige war. ||| The guard protected the teacher because he was cowardly.
Die Schwester schickte den Tischler aus gesundheitlichen Gründen ins Krankenhaus. ||| The nurse sent the carpenter to the hospital for health reasons.
Die Schwester schickte den Tischler ins Krankenhaus, weil er äußerst vorsichtig war. ||| The nurse sent the carpenter to the hospital because he was extremely careful.
Die Bauarbeiterin gab dem Steuerberater die Steuererklärung, weil sie nicht wusste, was sie tun sollte. ||| The construction worker gave the tax accountant the tax return because she did not know what to do.
Der Bauarbeiter gab dem Steuerberater die Steuererklärung, weil er der einzige qualifizierte Fachmann war, der die Arbeit erledigte. ||| The construction worker gave the tax accountant the tax return because he was the only qualified specialist who did the work.
Die Arbeiterin reichte den Antrag an die Redaktion, weil sie den Job haben wollte. ||| The worker handed the application to the editor because she wanted the job.
Der Arbeiter reichte den Antrag dem Redakteur, weil er formelle Unterlagen beantragt hatte. ||| The worker submitted the application to the editor for requesting formal documents.
Die Anwältin wies den Wirtschaftsprüfer an, Unterlagen vorzulegen, da sie Beweise vor Gericht vorlegen musste. ||| The lawyer instructed the auditor to provide documentation as she had to produce evidence in court.
Der Anwalt wies den Auditor an, Unterlagen vorzulegen, da er sonst ins Gefängnis geschickt würde. ||| The lawyer told the auditor to submit documents, otherwise he would be sent to jail.
Der CEO gab der Kassiererin Bargeld, weil sie ihre Waren bezahlen wollte. ||| The CEO gave cash to the cashier because she wanted to pay for her goods.
Der CEO gab dem Kassierer Bargeld, weil er sein Geld bekommen wollte. ||| The CEO gave cash to the cashier because he wanted to get his money.
Der Arbeiter reichte der Assistentin einen Hammer, weil sie es leid war zu arbeiten. ||| The worker handed the assistant a hammer because she was tired of working.
