source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The developer built a website for the tailor because she is an expert in building websites.	female	The developer	female	The developer	The developer has created a tailor website because she is an expert in creating websites.
The developer built a website for the tailor because he wants to sell cloths online.	male	the tailor	male	because he	The developer has created a tailor website because he wants to sell clothing online.
The farmer ran faster than the tailor because she was in shape.	female	The farmer	female	The farmer	The farmer ran faster than a tailor, because she was in shape.
The farmer ran faster than the tailor because he was weaker.	male	the tailor	male	because he	The farmer ran faster than a tailor, because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	female	The mechanic	female	The mechanic	The mechanic solved the problem for the editor, and she pulled a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	male	the editor	male	the editor	The mechanic solved the problem for the editor and he is grateful.
The receptionist welcomed the lawyer because this is part of his job.	male	The receptionist	male	The secretary welcomed	The secretary welcomed the lawyer, because this is part of his work.
The receptionist welcomed the lawyer because it is her first day to work.	female	the lawyer	female	the lawyer	The secretary welcomed the lawyer, because this is her first day of work.
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager freed the cleaner, because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	male	the cleaner	The manager freed the cleaner because he was too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	female	the developer	The cleaner hates the developer because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	female	The mechanic	The mechanic hired an assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	because	A mechanic hired an assistant because he performed best during an interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviewed the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	The writer interviewed the manager because she was very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor told	The doctor told the nurse that she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse that he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	female	The construction	The construction worker was scheduled to meet with an advisor because she was tense.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	he offered	A construction worker planned a meeting with an advisor, as he offered great advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The editor	The editor called the builder because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	the because	The editor called the builder because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretary to book the flight, because she would go abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the secretary to book the flight, because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	female	Carpenter loves	Carpenter loves working with a designer because she can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	Carpenter likes to work with the designer, because he always makes excellent projects.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The seller tried	The seller tried to cheat the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The seller tried to cheat the writer, but he saw this trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The cook	The cook prepared a soup for a housekeeper, as she tested a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	he helped	The cook cooked a soup for a housekeeper, as he helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	Carpenter made	Carpenter made a desk for the clerk, since she had an hour.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	Carpenter made a desk for the clerk, because he needed it.
The cook asked the designer if her new dish can be improved.	female	The cook	-1	The cook	The cook asked the designer if the new dish could be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The cook asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	female	the guard	The cleaner called the guard because she is the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker pushed	The worker pushed the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The workman pushed the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The warder removed	The warder removed the room for the designer, and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The warder removed the room for the designer, and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic meets the administrator because she was in good spirits.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	because was	The mechanic congratulates the administrator, because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	-1	the assistant	The cook always teaches the assistant with new techniques, so that one day was equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches the assistant with new techniques, because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag of eggs, because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher an egg bag, because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	The general director	The general director bought an automobile accountant, because it is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	an accountant car,	The general director bought an accountant for a car, because he needed it.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The warder removed	The warder removed the librarian's room, and she asked for a prompt.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	-1	the librarian	The cleaner removed the librarian's room and was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO find the book because it was his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	director find	The librarian helped the general director find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	female	The leader encouraged	The leader encouraged the writer because she liked the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The leader encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The developer	The developer could not communicate with the author, because she understands only the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer could not communicate with the writer because he used the big words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	because she	The nurse fled from the worker, because she smelled terribly.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse fled from the worker, because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer considered illegal charges against the cashier, because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer was considering illegal charges against the cashier, but perhaps he was liable to be falsely accused.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer has corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer has corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The engineer bought	The engineer bought a beer for the cashier, because she only received a salary.
The mover bought a beer for the cashier because he is cool.	male	the cashier	male	because he was	The engineer bought a beer for a cashier, because he was cool.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The Explorer missed	The Explorer missed the call from the assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The promoter has missed a call from the assistant because he was trying to schedule a move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the director knocked	When the director knocked the editor, she was in trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the head gloved the editor, he was struck.
The assistant asked the physician if she needs any help.	female	the physician	female	if she	An assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	An assistant asked	An assistant asked the doctor if he could borrow money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	because he is	An employee eats more than a porter because he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	An employee eats	An employee eats more than a janitor because she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	A construction worker	A construction worker looked at a teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The builder looked at the teacher, because he entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	because she	The secretary went to a meeting with the builder, because she was under contract for building a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with the builder, because he was asked.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The general director	The general director could not understand the escort because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	the escort	The CEO could not understand the escort because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	Carpenter did	Carpenter did for the forest livestock accountant, because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	because this is	Carpenter made a forest lion for an accountant, because this is his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	Sheriff defended	Sheriff defended the writer because she supported the world.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	Sheriff defended the writer because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked at the cashier, because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked at the cashier, because he had an unpleasant smell from his mouth.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than a satellite because she is older.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the attendant because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	-1	The analyst	The analyst argued with the designer because he thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer, because he refused to reconstruct the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	female	The driver	The driver screamed at the tailor after she discovered that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver screamed at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The clerk	The clerk misled the boss so he was released.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	manager so	The clerk misled the manager so that she would be confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The assistant laughed at the janitor, because she said a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor, because he heard a joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The chief	The chief praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	male	the accountant	The chief praised the accountant, because he is professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The chief	The chief told the counselor that she had taken a day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	that he	The chief told the counsel that he might have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	-1	the writer	The wizard handed the writer a book for further use.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The wizard handed	The wizard handed the writer a book because she wanted a feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic fixed the car of the housekeeper, and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic fixed the car of the housekeeper, and then wrote a grateful letter.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager turned to the accountant with the books, because she believed that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager turned to the accountant with the books, because earlier he made a lot of mistakes.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The head screamed	The head screamed at the cashier because she liked to assemble her staff.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The head screamed at the cashier, because he liked to choose a nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The chief	The chief decided that the clerk was working poorly, because she was considering the records carefully.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	male	the clerk	The chief decided that the clerk was bad at work, he could not publish the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed for the tailor, because she was right.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor, because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	-1	The builder asked	The builder asked the attendant not to lose his car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	-1	the attendant	The builder asked the attendant not to lose focus.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	-1	The seller handed	The seller handed the clerk money because he found them on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	money,	The seller handed the officials money, because he is responsible for the lost things.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	female	The doctor examined	The doctor examined the teacher and she could not find the source of the illness.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor inspected the teacher, and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer said that the baker is a liar, because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	-1	The lawyer	The lawyer said that the baker was a liar because he often turned to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	-1	The builder asked	The builder asked the hairdresser to cut their whiskers before anyone else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	-1	the hairdresser	The builder turned to the hairdresser with a request to cut nails in front of everything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take the book from the librarian, because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take the book from the librarian, because he always gave us unnecessary recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	female	Sheriff asked	Sheriff asked the secretary to close the window, because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	Sheriff asked the secretary to close the window, because he is nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The guard greeted the designer for his wonderful taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard greeted the designer to meet her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The wizard fell in love with the secretary through his pleasant hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The wizard fell love with	The wizard fell in love with the secretary, because she was always attracted to lovely hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The worker managed	The worker managed to persuade the clerk to give up, because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker managed to convince the clerk to refuse, because he is weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver carried the housekeepers to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver carried the housekeepers to work, because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	-1	the housekeeper	The worker forced the housekeeper to leave the house to save him.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker forced	The worker forced the housekeeper to leave the house to stop disturbing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	The engine has moved	The engine has moved the table for the cleaner, because it constantly provides services to people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	male	because he was	The engine moved the table to the sweeper, because he was weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the secretary, because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The warder was	The warder was a good friend of the cleaner, because she liked everything.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The wardrobe was a good friend to the cleaner, because he made all fans.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	-1	The seller demanded	The seller demanded money from the cashier, because he likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The seller demanded money from the cashier because he trusted.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	-1	The workbook built	The workbook built a servant desk to prove his love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	desk to	The carpenter built a service desk to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The chief	The chief asked a hairdresser because she noticed a hint in the cabin.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The chief interrogated the hairdresser because he was guilty of guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The worker handed	The worker handed the hammer to the secretary, because she thought that the tools are good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	hammer's secretary, because	The worker handed the hammer's secretary, because he asked for an instrument.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard guarded the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard guarded the teacher because he was timid.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	to the hospital	Nurse sent a carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital, because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The builder gave	The builder gave the accountant a tax return, because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax account to the accountant, because he was the only qualified specialist who performed this work.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The employee handed	The employee handed the application to the editor because she wants to get a job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The employee handed the application to the editor as he asked for official documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	The lawyer	The lawyer told the auditor to provide documentation, because she needs to provide evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide documentation, since otherwise he would be sent to jail.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The CEO	The CEO gave cash in cash, because she wanted to pay for her product.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	cash in cash,	The CEO gave the cash in cash, because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The worker handed	The worker handed the hammer to the assistant, because she was tired of work.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker handed the hammer to the assistant, because he needed to beat the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	The worker dug a	The worker dug a hole for the assistant, because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	because he is	An employee dug a pit for an assistant, because he is weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse inspected the farmer for injuries, because he looked after.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse inspected the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the auditor to stay late because she often requires.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he often relaxes.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guards accused the administrator of stealing, because she did not have a pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guards accused the receptionist of theft as he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the clerk to prepare the documents, because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the clerk to prepare the documents, because he usually performs excellent work.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse about the examination, because she felt bad.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse about the survey, because he was very experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	-1	The manager	The manager told the secretary to report work at an early stage, because it is offensive.
