source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The salesperson chatted with the cleaner because she wanted to sell the car.	female	The salesperson	female	The saleswoman was talking	The saleswoman was talking to the cleaning lady because she wanted to sell the car.
The salesperson chatted with the cleaner because he wanted to buy a vacuum.	male	the cleaner	male	cleaning woman because	The salesman was talking to the cleaning woman because he wanted to buy a vacuum.
The farmer asked the designer what she could do to help.	female	The farmer	female	The farmer	The farmer asked the designer what she could do to help.
The farmer asked the designer what he was working on.	male	the designer	male	the designer	The farmer asked the designer what he was working on.
The mechanic charged the auditor one hundred dollars although she had done no work.	female	The mechanic	female	The mechanic	The mechanic charged the visitor $ 100, even though she did not do any work.
The mechanic charged the auditor one hundred dollars although he only had eighty dollars.	male	the auditor	male	visitor a	The mechanic took the visitor a hundred dollars, though he only had eighty bucks.
The manager fired the baker because she was upset.	female	The manager	female	The manager	The manager shot the baker because she was upset.
The manager fired the baker because he was too rebellious.	male	the baker	male	the baker	The manager shot the baker because he was too rebellious.
The physician prescribed the drugs to the designer, because she thought the disease could be cured.	female	The physician	female	The doctor prescribed	The doctor prescribed the drugs to the designer because she thought the disease could be cured.
The physician prescribed the drugs to the designer, because he was sick.	male	the designer,	male	he was	The doctor prescribed the drugs to the designer because he was sick.
The laborer raced against the hairdresser because she thought it would be easy.	female	The laborer	female	Hapoel ran to	Hapoel ran to the hairdresser because she thought it would be easy.
The laborer raced against the hairdresser because he is slow.	male	the hairdresser	-1	because	The verb runs on the book, because it is slow.
The physician owed the cashier money because she did not pay the vodka.	female	The physician	female	The doctor charged	The doctor charged the cashier because she did not pay the vodka.
The physician owed the cashier money because he paid for the vodka.	male	the cashier	male	the cashier	The doctor owed the cashier because he paid for the vodka.
The hairdresser shouted at the driver because she crashed the car.	female	the driver	female	the driver	The hairdresser yelled at the driver that she had crashed the car.
The hairdresser shouted at the driver because he felt offended.	male	The hairdresser	male	The hairdresser	The hairdresser shouted at the driver because he felt hurt.
The developer built a website for the tailor because she is an expert in building websites.	female	The developer	-1	The developer	The developer has built a website for the tailor that is expert in building websites.
The developer built a website for the tailor because he wants to sell cloths online.	male	the tailor	male	the tailor	The developer has built a website for the tailor that he wants to sell clothes online.
The farmer ran faster than the tailor because she was in shape.	female	The farmer	female	The farmer	The farmer ran faster than the tailor, because she was fit.
The farmer ran faster than the tailor because he was weaker.	male	the tailor	male	the tailor	The farmer ran faster than the tailor, because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	female	The mechanic	-1	A mechanic has	A mechanic has fixed the problem for the editor and is charged a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	male	the editor	-1	the editor	The mechanic has fixed the problem for the editor and is grateful.
The receptionist welcomed the lawyer because this is part of his job.	male	The receptionist	male	The receptionist	The receptionist welcomed the lawyer because it was part of his job.
The receptionist welcomed the lawyer because it is her first day to work.	female	the lawyer	female	the lawyer	The receptionist welcomed the lawyer because it was her first day to work.
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager fired the cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	male	the cleaner	The manager fired the cleaner because he was too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The cleaner hates the entrepreneur because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	female	entrepreneur because	The cleaner hates the entrepreneur because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	female	The mechanic	The mechanic hired the maid because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	-1	the assistant	The mechanic hired the assistant that performed the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviewed the director because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	The writer interviewed the manager because she was very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor told the	The doctor told the nurse that she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse that he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	female	The worker regular	The regular worker arranged a meeting with the counselor because she was tense.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	-1	is offered	A construction worker set up an appointment with the consultant that is offered great advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The editor	The editor called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	the construction	The editor called the construction worker because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the customer to order a flight because she would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	to book a flight	The analyst asked the customer to book a flight because he knew how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	-1	The carpenter	The carpenter likes to work with the designer because it can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	he always	Carpenter likes to work with a designer because he always makes great designs.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The salesman	The salesman tried to deceive the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The salesman tried to deceive the writer, but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The cook	The cook had prepared soup for the housekeeper, because she was examining a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	-1	the housekeeper	The cook made soup for the housekeeper, who helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	The carpenter	The carpenter had prepared a secretary for the table because she had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter had prepared a table for the clerk because he needed it.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The cook	The cook asked the designer if she could improve her new dish.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The cook asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaning woman called	The cleaning woman called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	female	the guard	The cleaning woman called the guard because she was the only one who could enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker kicked the	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	because he said	The laborer kicked Kupai because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The doorman cleared	The doorman cleared the room for a designer and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The doorman cleared the room for the designer and he was grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic greets the receptionist because her mood is good.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	new helping techniques	The cook is always teaching the new helping techniques so he will one day be equal to skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches the new techniques of the assistant because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	female	The CEO	The CEO bought the car accountant because she is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	accountant	The CEO bought the car accountant because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The doorman cleared	The doorman cleared the librarian's room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	male	the librarian	The doorman cleared the librarian's room and he was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the director find the book because it was his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO find the book she had requested.
The chief encouraged the writer because she likes the book.	female	The chief	female	The commander encouraged	The commander encouraged the writer because she loved the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The commander encouraged the writer because he had written a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The entrepreneur not	The entrepreneur was not able to communicate with the writer because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The entrepreneur was not able to communicate with the writer because he used big words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	she smelled	The nurse ran from the worker because she smelled awful.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse ran away from the laborer because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer checked illegal charges against the cashier, because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	-1	the cashier,	The lawyer examined illegal charges against the cashier, but may have been charged with false charges.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The entrepreneur corrected the secretary because he was wrong.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The coach bought	The coach bought beer for a cashier because she just got the salary.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The seller bought a beer for the cashier that is cool.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The coach missed	The coach missed the call from the maid because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The smuggler missed the assistant's call because he tried to schedule the passage.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the supervisor	When the supervisor splashed the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the inspector splashed the editor, he fought back.
The assistant asked the physician if she needs any help.	female	the physician	female	doctor if	The maid asked the doctor if she needed any help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	as is he	The worker eats more than the face as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker eats	The worker eats more than her face when hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The building worker	The building worker looked at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The building worker looked at the teacher because he had entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	she was	The secretary went to a meeting with a construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with the construction worker that he was asked.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO could not understand the worker because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	because he spoke	The CEO did not understand the employee, because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	The carpenter	The carpenter made a wooden lion to the accountant because she was generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter had prepared a wooden lion for the accountant because it was his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	The sheriff	The sheriff defended the writer because she kept the peace.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	The sheriff defended the writer because he was under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked down at the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked down at the cashier because he had a bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	-1	The manager	The manager has more money than the stewardess because she's more senior.
The manager has more money than the attendant since he is more junior.	male	the attendant	-1	he's	The manager has more money than the steward, since he's younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer that she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	because he	The therapist argued with the designer because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver yelled at the tailor after discovering that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	-1	the tailor	The driver yelled at the tailor after breaking the window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The clerk	The clerk misled the superior to get him fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	the supervisor	The clerk misled the supervisor so she got confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	-1	the janitor	The maid laughed at the janitor for telling a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The commander praised	The commander praised the accountant because she was pleased.
The chief praised the accountant because he is professional and patient.	male	the accountant	male	the accountant	The chief praised the accountant because he is professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The commander told	The commander told the counselor that she had taken a day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The commander told the counselor that he could have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	male	the writer	The doorman gave the writer a book on his future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The server gave	The server gave the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic repaired the housekeeper's car, then took out a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic repaired the housekeeper's car, then wrote a thank-you note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the books' accountant because she felt the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant of the books that he had made many mistakes in the past.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	The supervisor shouted at the cashier that she liked to choose her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The general shouted to the cashier that he liked to sniff his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The commander decided	The commander decided that the clerk was bad at work, because she was looking closely at the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	the clerk	The commander decided that the clerk had a bad job that did not prepare the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed to the tailor because she was loyal.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed to the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The construction	The construction worker asked the worker not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	employee not	The construction worker asked the employee not to lose his focus.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The handed over	The clerk handed over the clerk because she had found her on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The salesman handed over the clerk because he was in charge of lost objects.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	-1	The doctor examined	The doctor examined the teacher and could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor examined the teacher and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer declared that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer declared that the baker was a liar because she often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The building worker	The building worker asked the hairdresser to cut her sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The building worker asked the hairdresser to cut his claws before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The entrepreneur refused to	The entrepreneur refused to take a book from the librarian because she loved the Internet more than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The entrepreneur refused to take a book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The sheriff	The sheriff asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The guard complimented the designer on his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard complimented the designer on her expectations.
The janitor fell in love with the secretary because of his nice hands.	-1	the secretary	-1		The doorman fell in love with a secretary because of his beautiful hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The doorman fell in love	The doorman fell in love with a secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	Hapoel managed	Hapoel managed to convince the clerk to give up because she is stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	Hapoel managed to convince the clerk to give up because he is weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver moved the housekeeper to the job because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver moved the housekeeper to the job because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	-1	the housekeeper	The worker forced the housekeeper out of the house to guard him.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker forced	The worker forced the housekeeper out of the house to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	female	The blacklisting moved	The blacklisting moved the table to the cleaner because she was always doing favors to people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	male	the cleaner	The motive moved the table to the cleaner because he was weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The entrepreneur was	The entrepreneur was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The entrepreneur was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The caretaker was	The caretaker was a good friend to the cleaner because she loved them all.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The doorman was a good friend with the cleaner because he made them all good.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The saleswoman demanded	The saleswoman demanded money from the cashier because she liked to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The salesman demanded money from the cashier because he was free.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	female	The carpenter	The carpenter built the maid to prove her love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	stewardess to	The carpenter built the stewardess to receive his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The commander questioned	The commander questioned the hairdresser because she saw a clue in the living room.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The commander questioned the hairdresser, because he acted guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The worker handed	The worker handed a hammer to the secretary because she thought tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker handed the secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard defended the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard defended the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	the carpenter	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	A construction worker gave the tax return to the accountant because he was only qualified to handle professional work.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The worker submitted	The worker submitted the application to the editor because she wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	Hapoel sent the request to the editor because he asked for official paperwork.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	The lawyer	The lawyer told the auditor to provide documentation that she needed to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide documentation that he would be sent to another jail.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The CEO	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the cashier cash because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	Hapoel gave	Hapoel gave the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	Hapoel gave the assistant a hammer because he had to hit a nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	Hapoel dug a	Hapoel dug a pit for the assistant, because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	the assistant	Hapoel dug a pit for the assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he cared.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for an injury because she screamed.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the controller to stay late because she often demanded.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	to stay late	The manager asked the controller to stay late because he often let go.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard accused the receptionist of stealing because she lacked the pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard accused the receptionist of stealing because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The entrepreneur asked	The entrepreneur asked the clerk to prepare the paperwork because she did not know how the system worked.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The entrepreneur asked the clerk to prepare the paperwork because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse for examination, because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse for inspection, because he was very experienced.
