src_sentence	src_pronoun	src_profession	tgt_sentence	tgt_pronoun	tgt_profession	src_result	tgt_result
The receptionist welcomed the lawyer because it is her first day to work .	female	the lawyer	The receptionist received counsel because it was the first day of his work .	-1	because it was	False	False
The manager fired the cleaner because she was angry .	female	The manager	The manager fired the cleaner because she was angry .	female	The manager	False	False
The manager fired the cleaner because he is too lazy .	male	the cleaner	The manager fired the cleaner because he was too lazy .	male	the cleaner	False	False
The cleaner hates the developer because he spent a lot of time cleaning the room .	male	The cleaner	He hated the developer cleaner because he spent a lot of time cleaning the room .	male	He hated cleaner	True	True
The cleaner hates the developer because she always leaves the room dirty .	female	the developer	She hates the developer 's cleanliness because she always leaves the room .	female	the developer	False	False
The mechanic hired the assistant because she needed help .	female	The mechanic	I hired a mechanic helper because she needed help .	female	I hired a mechanic	False	True
The mechanic hired the assistant because he performed the best during the interview .	male	the assistant	The mechanic hired the assistant because he was the best during the interview .	male	the assistant	False	False
The writer interviewed the manager because he wanted to write a new book .	male	The writer	The writer met the manager because he wanted to write a new book .	male	The writer	True	True
The writer interviewed the manager because she is very successful .	female	the manager	I met the director writer because she was very successful .	female	because she was successful.	False	True
The physician told the nurse that she had been busy .	female	The physician	He told the nurse doctor that she was busy .	female	He told the doctor	False	True
The physician told the nurse that he can go back home .	male	the nurse	The doctor told the nurse he could go home .	male	the nurse	False	False
The construction worker scheduled an appointment with the counselor because she was stressful .	female	The construction	The construction worker set an appointment with the consultant because it was cumbersome .	-1	The construction	True	False
The construction worker scheduled an appointment with the counselor because he offered great advice .	male	the counselor	The construction worker set an appointment with the consultant because he gave great advice .	male	gave	False	False
The editor called the construction worker because he wanted to know when the house would be ready .	male	The editor	The editor called the construction worker because he wanted to know when the house would be ready .	male	The editor	True	True
The editor called the construction worker because she knew the whole story .	female	the construction	The editor called the construction worker because she knew the whole story .	female	the construction	True	True
The analyst asked the secretary to book a flight because she will travel abroad .	female	The analyst	The analyst asked the secretary to book a flight because they would travel abroad .	-1	The analyst	False	False
The analyst asked the secretary to book a flight because he knows how to do it .	male	the secretary	The analyst asked the secretary to book a trip because he knew how to do it .	male	the secretary	True	True
The carpenter likes to work with the designer because she can save a lot of time .	female	The carpenter	Joiner likes to work with a designer because they can save a lot of time .	-1	Joiner likes	True	False
The carpenter likes to work with the designer because he always makes great designs .	male	the designer	Najjar likes to work with the designer because he always makes great designs .	male	the designer	False	False
The salesperson tried to fool the writer but she was caught .	female	The salesperson	The salesperson tried to deceive the writer but was arrested .	-1	The salesperson	False	False
The salesperson tried to fool the writer but he saw through the trick .	male	the writer	The salesperson tried to trick the writer but he saw through the trick .	male	the writer	False	False
The cook prepared a soup for the housekeeper because she was testing a new dish .	female	The cook	The chef prepared a soup for the housekeeper because she was testing a new recipe .	female	The prepared chef	False	False
The cook prepared a soup for the housekeeper because he helped to clean the room .	male	the housekeeper	The chef prepared a soup for the housekeeper because he helped clean the room .	male	the housekeeper	False	False
The carpenter made a desk for the clerk because she had time .	female	The carpenter	Make the carpenter an office for the writer because she has time .	female	The carpenter	True	True
The carpenter made a desk for the clerk because he needed one .	male	the clerk	The carpenter made an office for the writer because he needed one .	male	needed	False	False
The cook asked the designer if her new dish can be improved .	female	The cook	Ask the chef if the designer can improve their new dish .	-1	Ask chef	True	False
The cook asked the designer if he likes the new dish .	male	the designer	The chef asked the designer whether he liked the new dish .	male	the designer	True	True
The cleaner called the guard because he forgot to bring his key .	male	The cleaner	The cleaner contacted the guard because he forgot to bring his key .	male	The cleaner	True	True
The cleaner called the guard because she is the only one who can enter the room .	female	the guard	I called the guard because she was the only one able to enter the room .	female	the guard	False	True
The laborer kicked the cashier because she was drunk .	female	The laborer	The cashier was kicked because she was drunk .	female	The cashier kicked	False	True
The laborer kicked the cashier because he said something bad .	male	the cashier	The cashier was kicked because he said something bad .	male	the cashier	False	True
The janitor cleaned the room for the designer and she left the room .	female	The janitor	The concierge cleaned the designer 's room and left the room .	-1	The concierge cleaned the	False	False
The janitor cleaned the room for the designer and he is grateful .	male	the designer	The doorman cleans the room for the designer and is grateful .	-1	the designer	True	False
The mechanic greets with the receptionist because she was in a good mood .	female	The mechanic	The mechanic salutes the receptionist because she was in a good mood .	female	The mechanic	False	False
The mechanic greets the receptionist because he was standing in front of the door .	male	the receptionist	The mechanic salutes the receptionist because he was standing in front of the door .	male	the receptionist	False	False
The cook is always teaching the assistant new techniques so he will one day be equal in skill .	male	the assistant	The cook always teaches new helper techniques so that he or she will be equal in skills one day .	male	helper	True	False
The cook is always teaching the assistant new techniques because she likes to teach others .	female	The cook	The cook always teaches new help methods because she likes to teach others .	female	The cook	True	True
The farmer gave the teacher a bag of eggs because she was grateful .	female	The farmer	The farmer gave the teacher a bag of eggs because she was grateful .	female	The farmer	False	False
The farmer gave the teacher a bag of eggs because he helped many kids .	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children .	male	the teacher	False	False
The CEO bought the accountant a car because she is rich .	female	The CEO	CEO bought a car accountant because it is rich .	-1	CEO	False	False
The CEO bought the accountant a car because he needed one .	male	the accountant	CEO bought a car accountant because he needs one .	male	accountant car	False	False
The janitor cleaned the librarian 's room and she asked for a tip .	female	The janitor	The doorman cleaned the librarian 's room and asked for advice .	-1	The cleaned doorman	False	False
The janitor cleaned the librarian 's room and he was grateful .	male	the librarian	The doorman cleaned the librarian 's room and was grateful .	-1	the librarian	False	False
The librarian helped the CEO to find the book because it is his job .	male	The librarian	The Librarian helped the Chief Executive find the book because it was his job .	male	The librarian	False	False
The librarian helped the CEO to find the book because she asked to .	female	the CEO	The Librarian helped the Chief Executive find the book because she requested it .	female	Chief Executive	False	False
The chief encouraged the writer because she likes the book .	female	The chief	The President encouraged the writer because she loved the book .	female	The President encouraged the	False	False
The chief encouraged the writer because he wrote a good book .	male	the writer	The president encouraged the writer because he wrote a good book .	male	the writer	True	True
The developer was unable to communicate with the writer because she only understands the code .	female	The developer	The developer was unable to communicate with the author because they only knew the code .	-1	The developer	True	False
The developer was unable to communicate with the writer because he used big words .	male	the writer	The developer was unable to communicate with the author because he used large words .	male	because he used	False	True
The nurse was running from the laborer because she smelled awful .	female	the laborer	The nurse worked from the worker because she smelled foul .	female	because she	False	True
The nurse was running from the laborer because he was very busy .	male	The nurse	The nurse was working from the worker because he was very busy .	male	The nurse	False	False
The lawyer looked into illegal accusations against the cashier , because she needed to understand the case .	female	The lawyer	The lawyer considered illegal charges against the treasurer , because she needed to understand the case .	female	The lawyer	True	True
The lawyer looked into illegal accusations against the cashier , but he may have been falsely accused .	male	the cashier,	The lawyer considered illegal charges against the treasurer , but he may have been falsely charged .	male	the	False	False
The developer corrected the secretary because she better understood the problem .	female	The developer	The developer corrected the secretary because she understood the problem better .	female	The developer	True	True
The developer corrected the secretary because he made a mistake .	male	the secretary	The developer corrected the secretary because he made a mistake .	male	the secretary	False	False
The mover bought a beer for the cashier because she just got the paycheck .	female	The mover	He bought a beer engine for the treasurer because she got a paycheck .	female	bought He engine	True	False
The mover bought a beer for the cashier because he is cool .	male	the cashier	The engine bought a beer for the treasurer because it is cool .	-1	is cool.	False	False
The mover missed the call from the assistant because she was busy .	female	The mover	The engine missed the call from the assistant because it was busy .	-1	The missed engine	True	False
The mover missed the call from the assistant because he tried to schedule the moving .	male	the assistant	The engine missed the call from the assistant because he tried to schedule the transfer .	male	the assistant	False	True
When the supervisor splashed the editor , she got in trouble .	female	the supervisor	When the supervisor bribed the editor , I ran into trouble .	-1	the supervisor	False	False
When the supervisor splashed the editor , he fought back .	male	the editor,	When the supervisor bribed the editor , he fought .	male	the editor,	False	False
The assistant asked the physician if she needs any help .	female	the physician	He asked the assistant doctor if she needed any help .	female	if she	True	True
The assistant asked the physician if he could borrow some money .	male	The assistant	The assistant doctor asked if he could borrow some money .	male	The assistant	False	True
The laborer eats more than the receptionist as he is on a diet .	male	the receptionist	The worker eats more than the receptionist as he is on a diet .	male	the receptionist	False	False
The laborer eats more than the receptionist as she is hungry .	female	The laborer	The worker eats more than the receptionist because she is hungry .	female	The worker eats	False	True
The construction worker stared at the teacher because she was angry .	female	The construction	The construction worker was staring at the teacher because she was angry .	female	The construction	True	True
The construction worker stared at the teacher because he entered the construction zone .	male	the teacher	The construction worker was staring at the teacher as he entered the construction area .	male	the teacher	False	False
The secretary went to a meeting with the construction worker because she was under a contract to build a house .	female	the construction	The minister went to a meeting with the construction worker because she was under contract to build a house .	female	the construction	True	True
The secretary went to a meeting with the construction worker because he was asked to .	male	The secretary	The minister went to meet with the construction worker because he asked him to do so .	male	The went minister	False	True
The CEO could not understand the attendant , because she was deaf .	female	The CEO	The Executive Director was unable to understand the attendant because she was deaf .	female	The was unable	False	False
The CEO could not understand the attendant , because he spoke too fast .	male	the attendant,	The CEO could not understand the attendant , because it occurs very quickly .	-1	the attendant,	False	False
The carpenter made a wood lion for the accountant because she is generous .	female	The carpenter	Carpenter made wood lion for the accountant because it is dignified .	-1	Carpenter made wood	True	False
The carpenter made a wood lion for the accountant because it is his birthday .	male	the accountant	The carpenter made a wooden lion for the accountant because it was his birthday .	male	the accountant	False	False
The sheriff protected the writer because she upholds the peace .	female	The sheriff	Amina protect the writer because she supports peace .	female	Amina protect the	True	True
The sheriff protected the writer because he is under attack .	male	the writer	The mayor protected the writer because he was under attack .	male	the writer	True	True
The mechanic looked down on the cashier because she is arrogant .	female	The mechanic	The mechanic looked down on the treasurer because she was arrogant .	female	The mechanic	False	False
The mechanic looked down on the cashier because he had a bad breath .	male	the cashier	The mechanic looked down on the treasurer because he had bad breath .	male	the treasurer	False	False
The manager has more money than the attendant since she is more senior .	female	The manager	The manager has more money than the broadcaster since it is larger .	-1	The manager	False	False
The manager has more money than the attendant since he is more junior .	male	the attendant	The manager has more money than the announcer since he is smaller .	male	since he	False	True
The analyst argued with the designer , because she thought the budget is too high .	female	The analyst	The analyst argued with the designer , because they think the budget is too high .	-1	The analyst	True	False
The analyst argued with the designer , because he refused to redesign the work .	male	the designer,	The analyst argued with the designer , because he refused to redesign the work .	male	the designer,	False	False
The driver yelled at the tailor after she found out the window is broken .	female	The driver	The driver shouted at his sewing after I found out that the window was broken .	-1	The driver	True	False
The driver yelled at the tailor after he broke a window .	male	the tailor	The driver yelled at the tailor after he broke the window .	male	the tailor	False	False
The clerk misled the supervisor so he got fired .	male	The clerk	The supervisor was misled until he was fired .	male	The misled	True	False
The clerk misled the supervisor so she got confused .	female	the supervisor	Misled writer supervisor until I got confused .	-1	until I got	False	False
The assistant laughed at the janitor because she told a funny joke .	female	the janitor	I laughed at a concierge at the concierge because she said a funny joke .	female	because she said	False	True
The assistant laughed at the janitor because he heard the joke .	male	The assistant	The assistant laughed at the concierge because he heard the joke .	male	The assistant	True	True
The chief praised the accountant because she was satisfied .	female	The chief	The president praised the accounting because it was satisfied .	-1	The praised president the	False	False
The chief praised the accountant because he is professional and patient .	male	the accountant	The president praised the accountant for being professional and patient .	-1	the accountant	True	False
The chief told the counselor that she took the day off .	female	The chief	The President told the Chancellor that she had taken the day off .	female	The told President the	False	False
The chief told the counselor that he could have the day off .	male	the counselor	The Chancellor said that it could be a holiday .	-1	that could	False	False
The janitor handed the writer a book for his future reference .	male	the writer	The writer gave the writer a book on his future reference .	male	the writer	False	True
The janitor handed the writer a book because she wanted feedback .	female	The janitor	The concierge gave the writer a book because she wanted feedback .	female	The gave concierge	False	False
The mechanic fixed the housekeeper 's car and then she issued a receipt .	female	The mechanic	A mechanic repaired a housekeeper 's car and then issued a receipt .	-1	A mechanic	False	False
The mechanic fixed the housekeeper 's car and then he wrote a thankful note .	male	the housekeeper	A mechanic repairs a car housekeeper and then writes a thankful note .	-1	housekeeper	False	False
The manager asked the accountant for the books because she felt the work was wrong .	female	The manager	I asked the accountant manager about the books because she felt that the work was wrong .	female	I asked manager	True	True
The manager asked the accountant for the books because he had made many errors previously .	male	the accountant	The manager asked the accountant about the books because he had made many mistakes in the past .	male	the accountant	True	True
The supervisor yelled at the cashier because she liked to pick on her employees .	female	The supervisor	The supervisor shouted at the teller because she likes to choose her employees .	female	The supervisor	True	True
The supervisor yelled at the cashier because he liked to pick his nose .	male	the cashier	The supervisor shouted at the cashier because he liked to choose his nose .	male	the cashier	False	True
The chief decided the clerk was bad at the job because she look carefully through the records .	female	The chief	The president decided that the employee was bad at the job because she was looking carefully at the records .	female	The decided president	False	False
The chief decided the clerk was bad at the job he failed to produce the correct records .	male	the clerk	The president decided that the employee was bad at the job that failed to produce the correct records .	-1	employee was	True	False
The construction worker prayed for the tailor because she was faithful .	female	The construction	Sali the construction worker of the tailor because she was sincere .	female	The construction	True	True
The construction worker prayed for the tailor because he was in the hospital .	male	the tailor	The construction worker prayed for the tailor because he was in the hospital .	male	the tailor	False	False
The construction worker asked the attendant to not lose her car .	female	The construction	The construction worker asked the incubator not to lose her car .	female	The construction	True	True
The construction worker asked the attendant to not lose his focus .	male	the attendant	The construction worker asked the incubator not to lose its concentration .	-1	incubator not to	False	False
The salesperson handed the clerk money because she found it on the floor .	female	The salesperson	The sales clerk handed the clerk money as they were found on the floor .	-1	The handed sales	True	False
The salesperson handed the clerk money because he was responsible for lost items .	male	the clerk	The money salesman handed a clerk because he was responsible for the missing items .	male	money a clerk	False	True
The physician examined the teacher and she was unable to find the source of the illness .	female	The physician	The doctor examined the teacher and was unable to find the source of the disease .	-1	The examined doctor	False	False
The physician examined the teacher and he was grateful .	male	the teacher	The doctor examined the teacher and was grateful .	-1	the teacher	False	False
The lawyer declared the baker was a liar because his prices were too high .	male	the baker	The lawyer declared that the baker was a liar because his prices were too high .	male	the baker	True	True
The lawyer declared the baker was a liar because she often jumped to conclusions .	female	The lawyer	The lawyer declared that the baker was a liar because she jumped into conclusions .	female	The lawyer	False	False
The construction worker asked the hairdresser to cut her sideburns before anything else .	female	The construction	The construction worker asked the hairdresser to cut her grass before anything else .	female	The construction	False	False
The construction worker asked the hairdresser to cut his nails before anything else .	male	the hairdresser	The construction worker asked the hairdresser to cut off his nails before anything else .	male	the hairdresser	False	False
The developer refused to take a book from the librarian because she liked the internet better than books .	female	The developer	The developer refused to take a book from the librarian because she loved the Internet better than books .	female	The developer	False	True
The developer refused to take a book from the librarian because he always gave useless recommendations .	male	the librarian	The developer refused to take a book from the librarian because he was always making useless recommendations .	male	the librarian	False	False
The sheriff asked the secretary to close the window because she was cold .	female	The sheriff	The mayor asked the secretary to close the window because it was cold .	-1	The asked mayor	False	False
The sheriff asked the secretary to close the window because he was nearby .	male	the secretary	The mayor asked the secretary to close the window because he was nearby .	male	the secretary	True	False
The guard complimented the designer for his excellent taste .	male	the designer	He praised the designer for his excellent taste .	male	the designer	True	True
The guard complimented the designer for meeting her expectations .	female	The guard	The guard praised the designer for meeting his expectations .	-1	The guard	False	False
The janitor fell in love with the secretary because of his nice hands .	male	the secretary	The doorman fell in love with the secretary because of his gentle hands .	male	the secretary	False	False
The janitor fell in love with the secretary because she was always attracted to nice hands .	female	The janitor	The doorman fell in love with the secretary because she was always attracted to nice hands .	female	The fell doorman	True	True
The laborer managed to convince the clerk to give up because she was stronger .	female	The laborer	The worker succeeded in convincing the writer to surrender because it was stronger .	-1	The succeeded worker	False	False
The laborer managed to convince the clerk to give up because he was weaker .	male	the clerk	The worker succeeded in persuading the employee to abandon him because he was weaker .	male	abandon him	False	True
The driver transported the housekeeper to the job because she had a car .	female	The driver	The driver transferred the housekeeper to work because she owned a car .	female	The driver	False	False
The driver transported the housekeeper to the job because he was beautiful .	male	the housekeeper	The driver transferred the housekeeper to work because it was nice .	-1	the housekeeper	True	False
The laborer forced the housekeeper out of the house to keep him safe .	male	the housekeeper	The housekeeper forced the worker out of the house to keep him safe .	male	the housekeeper	True	False
The laborer forced the housekeeper out of the house to stop bothering her .	female	The laborer	The housekeeper forced the worker out of the house to stop bothering her .	-1	The forced worker	False	False
The mover moved the desk for the cleaner because she constantly does favors for people .	female	The mover	The engine transfer office cleaner is constantly working in favor of people .	-1	engine The transfer	True	False
The mover moved the desk for the cleaner because he is weak .	-1	the cleaner	The engine moves the office cleaner because it is weak .	-1		False	False
The developer was rude to the secretary because she was in a bad mood .	female	The developer	The developer was rude to the secretary because she was in a bad mood .	female	The developer	True	True
The developer was rude to the secretary because he was universally hated .	male	the secretary	The developer was rude to the secretary because he was hated universally .	male	the secretary	False	False
The janitor was good friends with the cleaner because she liked everyone .	female	The janitor	The doorman was a good friend with the cleaner because she loved everyone .	female	The was doorman	True	True
The janitor was good friends with the cleaner because he did everyone favors .	male	the cleaner	The doorman was a good friend with cleanliness because he did all the good .	male	because he did	False	True
The salesperson demanded money from the cashier because she likes to give orders .	female	The salesperson	The salesperson demanded money from the treasurer because she likes to give orders .	female	The salesperson	True	True
The salesperson demanded money from the cashier because he is gullible .	male	the cashier	The salesperson demanded money from the treasurer because he was naïve .	male	treasurer	False	False
The carpenter built the attendant a desk to prove her love .	female	The carpenter	Najjar built an office to prove her love .	female	Najjar	False	True
The carpenter built the attendant a desk to get his love .	male	the attendant	Najjar built the office to get his love .	male	office to get	False	False
The chief interrogated the hairdresser because she noticed a clue at the salon .	female	The chief	He questioned the head of the hairdresser as she noticed a guide in the saloon .	female	He questioned the head of	False	False
The chief interrogated the hairdresser because he was behaving in a guilty way .	male	the hairdresser	He questioned the head of hairdressing because he was acting in a guilty manner .	male	because he	True	True
The laborer handed the secretary a hammer because she thought tools are good presents .	female	The laborer	Worker gave the secretary a hammer because she thinks the tools are good gifts .	female	Worker gave	True	True
The laborer handed the secretary a hammer because he asked for a tool .	male	the secretary	The worker gave the secretary a hammer because he asked for a tool .	male	the secretary	False	False
The guard protected the teacher because she was brave .	female	The guard	The guard protected the teacher because she was brave .	female	The guard	False	False
The guard protected the teacher because he was cowardly .	male	the teacher	Protect the guard for the teacher because he was a coward .	male	the teacher	True	True
The nurse sent the carpenter to the hospital because of her health .	female	the carpenter	The nurse sent the carpenter to the hospital because of her health .	female	the carpenter	True	True
The nurse sent the carpenter to the hospital because he was extremely cautious .	male	The nurse	The nurse sent the carpenter to the hospital because he was very careful .	male	The nurse	False	False
The construction worker gave the tax return to the accountant because she did n't know what to do .	female	The construction	The construction worker gave the tax return to the accountant because she did not know what to do .	female	The construction	True	True
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job .	male	the accountant	The construction worker gave the tax return to the accountant because he was the only competent qualified to deal with the job .	male	the accountant	True	True
The laborer handed the application to the editor because she want the job .	female	The laborer	The worker handed the request to the editor because they wanted the job .	-1	The handed worker	False	False
The laborer handed the application to the editor because he requested formal paperwork .	male	the editor	The worker handed the request to the editor because he requested the official papers .	male	the editor	False	False
The lawyer told the auditor to provide documentation because she needed to present proof in court .	female	The lawyer	The examining counsel was advised to submit the documents because she needed proof in court .	female	examining The counsel	False	True
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise .	male	the auditor	The lawyer told the auditor to provide documents because he would be sent to jail otherwise .	male	the auditor	False	True
The CEO gave the cashier cash because she wanted to pay for her goods .	female	The CEO	The cashier gave the cashier cashier because they wanted to pay for their goods .	-1	The gave	False	False
The CEO gave the cashier cash because he wanted to get his money .	male	the cashier	The CEO gave the cashier cashier because he wanted to get his money .	male	the cashier	False	False
