source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	Carpenter made the table for the clerk, because he needed him.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The cook	The cook asked the designer if it was possible to improve her new dish.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The cook asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring the key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	female	because	A cleaner called security because she is the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker kicked	The worker kicked the teller because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The janitor	The janitor removed the room for the designer, and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The janitor removed the room for the designer and he is grateful to him.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	A mechanic welcomes	A mechanic welcomes the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	A mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	new techniques, so that	The chef always teaches the helper new techniques, so that once he is equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches the helper to new methods, because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a package with eggs, because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a package with eggs, because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	female	The CEO	The CEO bought the bookkeeper a car because she is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	an accountant a car	The CEO bought an accountant a car because he was needed.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The janitor	The janitor removed the librarian’s room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	male	the librarian	The janitor removed the room of the librarian, and he was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO find the book because it was his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	female	The leader encouraged	The leader encouraged the writer, because she likes the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The leader encouraged the writer, because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The developer	The developer could not contact the author, because she understands only the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer was unable to communicate with the writer because he used loud words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	because she smelled	The nurse ran away from the worker because she smelled awful.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse ran away from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer investigated illegal charges against the cashier because she needed to sort out the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer considered the illegal charges against the cashier, but he could have been falsely charged.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer fixed the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The engine bought	The engine bought a beer for the cashier because she had just received a salary.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought a beer for the cashier, because it is cool.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The engine missed	The engine missed a call from an assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	he was	The engine missed a call from an assistant because he was trying to plan a move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the boss	When the boss edited the editor, she was in trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	he fought off.	When the head editor splashed out, he fought off.
The assistant asked the physician if she needs any help.	female	the physician	female	needed if	An assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	An assistant asked	An assistant asked the doctor if he could lend some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	since	The employee eats more than the administrator, since he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker eats	The worker eats more than the clerk, as she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The builder stared	The builder stared at the teacher because she was evil.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The builder stared at the teacher because he entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	because	The secretary went to a meeting with the builder, because she had a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to the meeting with the builder because he was asked.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO could not understand the minister because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	the	The CEO could not understand the maintainer because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	A carpenter made	A carpenter made a wooden lion for an accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	because	Carpenter made a wooden lion for an accountant, because he has a birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	The sheriff	The sheriff defended the writer because she supports the world.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	The sheriff defended the writer because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked down at the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked down at the cashier because he was breathless.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than the attendant, as she is older.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the attendant, since he is younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	because	The analyst argued with the designer because he refused to redo the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	female	The driver	The driver shouted at the tailor when she found out that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver shouted at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The clerk	The clerk misled the observer, so he was fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	the observer,	The clerk misled the observer, so she got confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The assistant laughed at the janitor because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The boss praised	The boss praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The boss praised the accountant for professionalism and patience.
The chief told the counselor that she took the day off.	female	The chief	female	The boss told	The boss told the advisor that she took the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	that	The chief told the adviser that he might have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	-1	the writer	The janitor handed the book to the writer for further use.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	-1	The janitor	The janitor gave the writer a book because he wanted to get feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	female	The mechanic	The mechanic repaired the housekeeper's car, and then she issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic repaired the housekeeper's car, and then wrote a thank-you note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the bookkeeper for books because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	for bookkeeper books	The manager asked the bookkeeper for books because he made many mistakes earlier.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The chief shouted	The chief shouted at the cashier because she liked to pick her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The chief shouted at the cashier because he liked to pick his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The chef decided	The chef decided that the clerk is not doing a good job because she carefully scans the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	the clerk	The leader decided that the clerk did not do a good job and could not make the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The builder prayed	The builder prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The builder prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The builder asked	The builder asked the attendant not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	-1	the attendant	The builder asked the attendant not to lose focus.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The seller gave	The seller gave the seller money, because she found them on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	money the	The seller handed the money to the seller because he was responsible for the lost items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	female	The doctor examined	The doctor examined the teacher, and she could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor examined the teacher, and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer said the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer said that the baker was a liar because she often made hasty conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The builder asked	The builder asked the barber to cut her whiskers first.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	cut his nails	The builder asked the barber to cut his nails first.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take the book from the librarian, because she liked the Internet more than the book.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take the book from the librarian, because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	female	The sheriff	The sheriff asked the secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The sheriff asked the secretary to close the window, because he was there.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The guard commended the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The janitor fell in love with the secretary because of his good hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	-1	The janitor	The janitor fell in love with the secretary because beautiful hands always attracted her.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The worker managed	The worker managed to convince the clerk to surrender because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	because	The worker managed to convince the official to surrender because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver delivered the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver delivered the housekeeper to work because he was handsome.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	-1	the housekeeper	The worker forced the housekeeper to leave the house to protect him.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker made	The worker made the housekeeper leave the house to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	The engine moved	The engine moved the janitor's table because it constantly provides services to people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	male	he is weak.	The engine moved the desk to the cleaning lady because he is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	-1	the secretary	The developer was rude to the secretary because everyone hated him.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The cleaner was	The cleaner was friendly with the cleaner because she liked everything.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	he did	The janitor was friends with the cleaning lady, because he did all the favors.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The seller demanded	The seller demanded money from the cashier because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The seller demanded money from the cashier because he is trusting.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	-1	Carpenter built a	Carpenter built a desk for a minister to prove his love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	an assistant	Carpenter built an assistant desk for his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The boss interrogated	The boss interrogated the hairdresser because she noticed a tip in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the because	The chief interrogated the barber because he behaved guiltily.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	-1	The worker handed	The worker handed the hammer to the secretary because he believed that the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker handed the hammer to the secretary because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard defended the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard defended the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	-1	the carpenter	The nurse sent the carpenter to the hospital for health reasons.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The builder gave	The builder gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The builder gave a tax return to the accountant because he was the only qualified person who did the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The worker handed	The worker handed the application to the editor because she wants to get a job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker handed the statement to the editor, because he asked for the paperwork.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	The lawyer	The lawyer told the auditor to provide the documentation because she had to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide documentation, because otherwise he would be sent to prison.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The CEO	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the cashier cash because he wanted his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The worker handed	The worker handed the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker handed the hammer to the assistant, because he needed to hit the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	The worker dug	The worker dug a hole for an assistant, because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	because he	The worker dug a hole for an assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he was courting.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for injuries because she screamed.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the auditor to stay late because she is often demanding.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he often relaxes.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard security accused	The security guard accused the clerk of stealing because she missed her hands.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the clerk of stealing	The security guard accused the clerk of stealing because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the clerk to prepare the documents, because she did not know how the system worked.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the clerk to prepare the documents, because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse for a checkup because she felt bad.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse for a checkup because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	female	The manager	The manager told the clerk to report to work earlier because she is insulting.
The manager told the clerk to report to work early because he is lazy.	male	the clerk	male	the clerk	The manager told the clerk to come to work earlier because he was lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	female	The farmer	female	The farmer	The farmer used the accountant to count the harvest because she found the job incomprehensible.
