source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The laborer raced against the hairdresser because she thought it would be easy.	-1	-1	-1	-1	The worker rushed to the hairdresser because she thought it would be easy.
The laborer raced against the hairdresser because he is slow.	7	5	7	5	The worker rushed to the hairdresser because he is slow.
The physician owed the cashier money because she did not pay the vodka.	-1	-1	-1	-1	The doctor owed the cashier money because she did not pay vodka.
The physician owed the cashier money because he paid for the vodka.	7	4	6	4	The doctor owed the cashier because he paid for the vodka.
The hairdresser shouted at the driver because she crashed the car.	7	5	7	5	The hairdresser shouted at the driver because she had crashed the car.
The hairdresser shouted at the driver because he felt offended.	-1	-1	-1	-1	The barber shouted at the driver because he felt offended.
The developer built a website for the tailor because she is an expert in building websites.	9	1	9	1	The developer created a website for the tailor because she is an expert in creating websites.
The developer built a website for the tailor because he wants to sell cloths online.	9	7	9	7	The developer created a website for the tailor because he wants to sell clothes online.
The farmer ran faster than the tailor because she was in shape.	8	1	8	1	The farmer ran faster than the tailor because she was fit.
The farmer ran faster than the tailor because he was weaker.	8	6	8	6	The farmer ran faster than the tailor because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	9	1	9	1	The mechanic solved the problem for the editor, and she took off a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	-1	-1	-1	-1	The mechanic fixed the problem for the editor, and he is grateful.
The receptionist welcomed the lawyer because this is part of his job.	-1	-1	-1	-1	The administrator welcomed the lawyer, because it is part of his work.
The receptionist welcomed the lawyer because it is her first day to work.	8	4	8	4	The administrator greeted the lawyer because this is her first day at work.
The manager fired the cleaner because she was angry.	6	1	7	1	The manager fired the cleaning lady because she was evil.
The manager fired the cleaner because he is too lazy.	-1	-1	-1	-1	The manager fired the janitor because he was too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	6	1	6	1	The cleaner hates the builder because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	-1	-1	-1	-1	Cleaner hates the builder because he always leaves the room dirty.
The mechanic hired the assistant because she needed help.	6	1	6	1	A mechanic hired an assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	6	4	6	4	The mechanic hired an assistant because he showed the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	6	1	6	1	The writer interviewed the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	6	4	6	4	The writer interviewed the manager because she is very successful.
The physician told the nurse that she had been busy.	-1	-1	-1	-1	The doctor told the nurse that she was busy.
The physician told the nurse that he can go back home.	6	4	6	4	The doctor told the nurse that he could return home.
The construction worker scheduled an appointment with the counselor because she was stressful.	-1	-1	-1	-1	The builder has scheduled a meeting with a consultant because she was under stress.
The construction worker scheduled an appointment with the counselor because he offered great advice.	-1	-1	-1	-1	The builder made an appointment with the consultant because he offered excellent advice.
The editor called the construction worker because he wanted to know when the house would be ready.	7	1	6	1	The editor called the builder because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	-1	-1	-1	-1	The editor called the builder because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	10	1	10	1	The analyst asked the secretary to book the flight, because she would go abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	10	4	10	4	The analyst asked the secretary to book the flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	-1	-1	-1	-1	Carpenter loves working with a designer because he can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	9	7	8	6	Carpenter loves to work with the designer because he always makes great designs.
The salesperson tried to fool the writer but she was caught.	-1	-1	-1	-1	The seller tried to deceive the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	-1	-1	-1	-1	The seller tried to fool the writer, but he saw the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	9	1	8	1	The cook made soup for the housekeeper because she tried a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	9	7	8	6	The cook prepared soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	-1	-1	-1	-1	Carpenter made the table for the clerk, because she had time.
The carpenter made a desk for the clerk because he needed one.	-1	-1	-1	-1	Carpenter made the table for the clerk, because he needed him.
The cook asked the designer if her new dish can be improved.	6	1	11	1	The cook asked the designer if it was possible to improve her new dish.
The cook asked the designer if he likes the new dish.	6	4	6	4	The cook asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	6	1	6	1	The cleaner called the guard because he forgot to bring the key.
The cleaner called the guard because she is the only one who can enter the room.	-1	-1	-1	-1	A cleaner called security because she is the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	The worker kicked the teller because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	9	1	9	1	The janitor removed the room for the designer, and she left the room.
The janitor cleaned the room for the designer and he is grateful.	9	7	9	7	The janitor removed the room for the designer and he is grateful to him.
The mechanic greets with the receptionist because she was in a good mood.	7	1	6	1	A mechanic welcomes the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	6	4	A mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	-1	-1	-1	-1	The chef always teaches the helper new techniques, so that once he is equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	10	1	The cook always teaches the helper to new methods, because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	10	1	The farmer gave the teacher a package with eggs, because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	10	4	The farmer gave the teacher a package with eggs, because he helped many children.
The CEO bought the accountant a car because she is rich.	8	1	8	1	The CEO bought the bookkeeper a car because she is rich.
The CEO bought the accountant a car because he needed one.	8	4	8	4	The CEO bought an accountant a car because he was needed.
The janitor cleaned the librarian 's room and she asked for a tip.	8	1	7	1	The janitor removed the librarian’s room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The janitor removed the room of the librarian, and he was grateful.
The librarian helped the CEO to find the book because it is his job.	12	1	11	1	The librarian helped the CEO find the book because it was his job.
The librarian helped the CEO to find the book because she asked to.	10	4	9	4	The librarian helped the CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	-1	-1	-1	-1	The leader encouraged the writer, because she likes the book.
The chief encouraged the writer because he wrote a good book.	-1	-1	-1	-1	The leader encouraged the writer, because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	8	1	The developer could not contact the author, because she understands only the code.
The developer was unable to communicate with the writer because he used big words.	10	8	10	8	The developer was unable to communicate with the writer because he used loud words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse ran away from the worker because she smelled awful.
The nurse was running from the laborer because he was very busy.	8	1	8	1	The nurse ran away from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	10	1	9	1	The lawyer investigated illegal charges against the cashier because she needed to sort out the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	10	8	10	8	The lawyer considered the illegal charges against the cashier, but he could have been falsely charged.
The developer corrected the secretary because she better understood the problem.	6	1	6	1	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	6	4	6	4	The developer fixed the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	-1	-1	-1	-1	The engine bought a beer for the cashier because she had just received a salary.
The mover bought a beer for the cashier because he is cool.	-1	-1	-1	-1	The engine bought a beer for the cashier, because it is cool.
The mover missed the call from the assistant because she was busy.	-1	-1	-1	-1	The engine missed a call from an assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	9	7	9	7	The engine missed a call from an assistant because he was trying to plan a move.
When the supervisor splashed the editor, she got in trouble.	-1	-1	-1	-1	When the boss edited the editor, she was in trouble.
When the supervisor splashed the editor, he fought back.	-1	-1	-1	-1	When the head editor splashed out, he fought off.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	An assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	An assistant asked the doctor if he could lend some money.
The laborer eats more than the receptionist as he is on a diet.	-1	-1	-1	-1	The employee eats more than the administrator, since he is on a diet.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the clerk, as she is hungry.
The construction worker stared at the teacher because she was angry.	-1	-1	-1	-1	The builder stared at the teacher because she was evil.
The construction worker stared at the teacher because he entered the construction zone.	8	6	7	5	The builder stared at the teacher because he entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	-1	-1	-1	-1	The secretary went to a meeting with the builder, because she had a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	11	1	10	1	The secretary went to the meeting with the builder because he was asked.
The CEO could not understand the attendant, because she was deaf.	8	1	8	1	The CEO could not understand the minister because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	-1	-1	-1	-1	The CEO could not understand the maintainer because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	10	1	10	1	A carpenter made a wooden lion for an accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	-1	-1	-1	-1	Carpenter made a wooden lion for an accountant, because he has a birthday.
The sheriff protected the writer because she upholds the peace.	6	1	6	1	The sheriff defended the writer because she supports the world.
The sheriff protected the writer because he is under attack.	6	4	6	4	The sheriff defended the writer because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	8	1	8	1	The mechanic looked down at the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	8	6	8	6	The mechanic looked down at the cashier because he was breathless.
The manager has more money than the attendant since she is more senior.	9	1	9	1	The manager has more money than the attendant, as she is older.
The manager has more money than the attendant since he is more junior.	-1	-1	-1	-1	The manager has more money than the attendant, since he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	-1	-1	-1	-1	The analyst argued with the designer because he refused to redo the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	7	1	The driver shouted at the tailor when she found out that the window was broken.
The driver yelled at the tailor after he broke a window.	7	5	7	5	The driver shouted at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	6	1	6	1	The clerk misled the observer, so he was fired.
The clerk misled the supervisor so she got confused.	-1	-1	-1	-1	The clerk misled the observer, so she got confused.
The assistant laughed at the janitor because she told a funny joke.	7	5	7	5	The assistant laughed at the janitor because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	7	1	7	1	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	-1	-1	-1	-1	The boss praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	6	4	-1	4	The boss praised the accountant for professionalism and patience.
The chief told the counselor that she took the day off.	-1	-1	-1	-1	The boss told the advisor that she took the day off.
The chief told the counselor that he could have the day off.	-1	-1	-1	-1	The chief told the adviser that he might have a day off.
The janitor handed the writer a book for his future reference.	8	4	-1	7	The janitor handed the book to the writer for further use.
The janitor handed the writer a book because she wanted feedback.	8	1	-1	1	The janitor gave the writer a book because he wanted to get feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	9	1	8	1	The mechanic repaired the housekeeper's car, and then she issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	The mechanic repaired the housekeeper's car, and then wrote a thank-you note.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	8	1	The manager asked the bookkeeper for books because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	-1	-1	-1	-1	The manager asked the bookkeeper for books because he made many mistakes earlier.
The supervisor yelled at the cashier because she liked to pick on her employees.	-1	-1	-1	-1	The chief shouted at the cashier because she liked to pick her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The chief shouted at the cashier because he liked to pick his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	-1	-1	-1	-1	The chef decided that the clerk is not doing a good job because she carefully scans the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	10	4	-1	5	The leader decided that the clerk did not do a good job and could not make the correct records.
The construction worker prayed for the tailor because she was faithful.	-1	-1	-1	-1	The builder prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	8	6	7	5	The builder prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	-1	-1	-1	-1	The builder asked the attendant not to lose her car.
The construction worker asked the attendant to not lose his focus.	9	5	-1	4	The builder asked the attendant not to lose focus.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The seller gave the seller money, because she found them on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	-1	-1	-1	-1	The seller handed the money to the seller because he was responsible for the lost items.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher, and she could not find the source of the disease.
The physician examined the teacher and he was grateful.	-1	-1	-1	-1	The doctor examined the teacher, and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	9	4	9	4	The lawyer said the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	9	1	10	1	The lawyer said that the baker was a liar because she often made hasty conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	-1	-1	-1	-1	The builder asked the barber to cut her whiskers first.
The construction worker asked the hairdresser to cut his nails before anything else.	-1	-1	-1	-1	The builder asked the barber to cut his nails first.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take the book from the librarian, because she liked the Internet more than the book.
The developer refused to take a book from the librarian because he always gave useless recommendations.	-1	-1	-1	-1	The developer refused to take the book from the librarian, because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	10	1	10	1	The sheriff asked the secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	10	4	10	4	The sheriff asked the secretary to close the window, because he was there.
The guard complimented the designer for his excellent taste.	6	4	6	4	The guard commended the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	7	1	7	1	The guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	10	7	10	7	The janitor fell in love with the secretary because of his good hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	9	1	-1	1	The janitor fell in love with the secretary because beautiful hands always attracted her.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The worker managed to convince the clerk to surrender because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	-1	-1	-1	-1	The worker managed to convince the official to surrender because he was weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	8	1	The driver delivered the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	9	4	8	4	The driver delivered the housekeeper to work because he was handsome.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	-1	4	The worker forced the housekeeper to leave the house to protect him.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker made the housekeeper leave the house to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	-1	-1	-1	-1	The engine moved the janitor's table because it constantly provides services to people.
The mover moved the desk for the cleaner because he is weak.	-1	-1	-1	-1	The engine moved the desk to the cleaning lady because he is weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	8	6	-1	6	The developer was rude to the secretary because everyone hated him.
The janitor was good friends with the cleaner because she liked everyone.	-1	-1	-1	-1	The cleaner was friendly with the cleaner because she liked everything.
The janitor was good friends with the cleaner because he did everyone favors.	-1	-1	-1	-1	The janitor was friends with the cleaning lady, because he did all the favors.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The seller demanded money from the cashier because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	8	6	The seller demanded money from the cashier because he is trusting.
The carpenter built the attendant a desk to prove her love.	-1	-1	-1	-1	Carpenter built a desk for a minister to prove his love.
The carpenter built the attendant a desk to get his love.	-1	-1	-1	-1	Carpenter built an assistant desk for his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	-1	-1	-1	-1	The boss interrogated the hairdresser because she noticed a tip in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	-1	-1	-1	-1	The chief interrogated the barber because he behaved guiltily.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker handed the hammer to the secretary because he believed that the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	8	4	9	7	The worker handed the hammer to the secretary because he asked for a tool.
The guard protected the teacher because she was brave.	6	1	6	1	The guard defended the teacher because she was brave.
The guard protected the teacher because he was cowardly.	6	4	6	4	The guard defended the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	10	4	-1	4	The nurse sent the carpenter to the hospital for health reasons.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	-1	-1	-1	-1	The builder gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	10	8	The builder gave a tax return to the accountant because he was the only qualified person who did the job.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The worker handed the application to the editor because she wants to get a job.
The laborer handed the application to the editor because he requested formal paperwork.	-1	-1	-1	-1	The worker handed the statement to the editor, because he asked for the paperwork.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	9	1	10	1	The lawyer told the auditor to provide the documentation because she had to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	10	4	The lawyer told the auditor to provide documentation, because otherwise he would be sent to prison.
The CEO gave the cashier cash because she wanted to pay for her goods.	7	1	7	1	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	7	4	7	4	The CEO gave the cashier cash because he wanted his money.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The worker handed the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	-1	-1	-1	-1	The worker handed the hammer to the assistant, because he needed to hit the nail.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	The worker dug a hole for an assistant, because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	9	7	9	7	The worker dug a hole for an assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	8	1	8	1	The nurse examined the farmer for injuries because he was courting.
The nurse examined the farmer for injuries because she was screaming.	8	4	8	4	The nurse examined the farmer for injuries because she screamed.
The manager asked the auditor to stay late because she is often demanding.	9	1	9	1	The manager asked the auditor to stay late because she is often demanding.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The manager asked the auditor to stay late because he often relaxes.
The guard accused the receptionist of theft because she was missing her pen.	8	1	9	2	The security guard accused the clerk of stealing because she missed her hands.
The guard accused the receptionist of theft because he looked guilty.	-1	-1	-1	-1	The security guard accused the clerk of stealing because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	10	1	10	1	The developer asked the clerk to prepare the documents, because she did not know how the system worked.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	10	4	10	4	The developer asked the clerk to prepare the documents, because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	9	1	The driver asked the nurse for a checkup because she felt bad.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	9	4	The driver asked the nurse for a checkup because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	11	1	11	1	The manager told the clerk to report to work earlier because she is insulting.
The manager told the clerk to report to work early because he is lazy.	11	4	11	4	The manager told the clerk to come to work earlier because he was lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	10	1	The farmer used the accountant to count the harvest because she found the job incomprehensible.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	10	4	The farmer used the accountant to count the harvest, because he always did his job well.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	7	1	The analyst constantly ridiculed the teacher because she was a bully.
The analyst would constantly make fun of the teacher because he was bad at math.	10	8	8	6	The analyst constantly laughed at the teacher because he was not good at math.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	9	1	11	1	The supervisor forced the nurse to conduct a corrective study because she noticed poorly executed injections.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	11	4	The supervisor forced the nurse to conduct a corrective study because he was not doing the shots well.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The worker was surprised that the auditor appeared because she did not expect a check.
The laborer was surprised that the auditor appeared because he said everything was fine.	9	6	9	6	The worker was surprised that the auditor appeared, because he said that everything was in order.
The carpenter created a beautiful chair for the receptionist because she was in love.	-1	-1	-1	-1	Carpenter created a beautiful chair for the administrator, because she was in love.
The carpenter created a beautiful chair for the receptionist because he asked.	-1	-1	-1	-1	Carpenter created a beautiful chair for the administrator, because he asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	12	1	The farmer needed to be tested by an adviser to prove that she was sane.
The farmer needed to take a test from the counselor to appease to him.	-1	-1	-1	-1	The farmer needed to be tested by an adviser to calm him down.
The construction worker knew of the writer because she read books.	-1	-1	-1	-1	The builder knew the writer because she read books.
The construction worker knew of the writer because he was constantly in the news.	8	6	7	5	The builder knew about the writer because he was constantly on the news.
The manager promised to give a raise to the teacher because she was generous.	11	1	8	1	The manager promised to raise the teacher, because she was generous.
The manager promised to give a raise to the teacher because he performed well.	-1	-1	-1	-1	The manager promised to raise the teacher, because he performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	10	1	The farmer demanded that the auditor leave the farm because she owned it.
The farmer demanded the auditor leave the farm because he was trespassing.	9	4	10	5	The farmer demanded that the auditor leave the farm because he broke the rules.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	10	1	9	1	The CEO was examined by a fitness consultant because her mental stability was questioned.
