source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager dismissed the cleaner because she is angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	male	the cleaner	The manager dismissed the cleaner because he is too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The Cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	-1	the developer	The Cleaner hates the developer because it always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	female	The mechanic	The mechanic hired assistant, because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	the assistant	The mechanic hired the assistant because he performed the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviews the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	The writer interviews the manager because she is very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor told	The doctor told the nurse that she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse that he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	female	A construction worker	A construction worker is scheduled to meet with the counselor because she was Stresova.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	the counselor	The construction worker scheduled a meeting with the counselor because he offered great advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	An editor	An editor called a construction worker because he wanted to know when the House would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	the construction	The editor was called the construction worker because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretary to book the flight because she would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the secretary to book the flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	female	Carpenter likes	Carpenter likes to work with the designer because she can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	Carpenter likes to work with the designer because he always makes great projects.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The salesman tried	The salesman tried to fool the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The seller tried to fool the writer, but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	-1	The cook	The cook prepared a soup for housekeeper, because it is testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	he	Cook prepared a soup for housekeeper, because he helped to clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	Carpenter made	Carpenter made a writing desk for the clerk because she had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	Carpenter made a writing desk for the clerk because he needed one.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The chef asked	The chef asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The chef asked the designer if he likes a new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	Cleaner called	Cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	female	the guard	Cleaner is called the guard because she is the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker kicked	The worker kicked off the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The Jannik cleaned	The Jannik cleaned the room for the designer, and she left in the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The Jannik cleaned the room for the designer, and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	A mechanic greets	A mechanic greets with the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic greets the receptionist because he stood before the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	so he	The cook always teaches new methods so he will one day be equal in mastery.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches new methods because she loves to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag with the eggs, because she was thankful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag with the eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	General director	General director bought the accountant car because it is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	General Director bought the accountant of the car because he needs one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The cleaner cleans up	The cleaner cleans up the librarian's room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	male	the librarian	The cleaner cleans up the librarian's room and he was thankful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	find book	The librarian helped CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	female	The chief	The chief called for the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The chief encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	-1	The developer	The developer was unable to communicate with the writer, because it understands only the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	Developers failed to chat with the writer because he used the big words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	the because	The nurse was running with the working, because she smelled awful.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse was running out of work because he was too busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	-1	The lawyer	The lawyer looked at the unlawful charges against the cashier, because it is necessary to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer looked at the unlawful charges against the cashier, but he may have been falsely accused.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she had a better clear problem.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer corrected the secretary because he made the mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The engine bought	The engine bought beer for the cashier, because she just got a salary.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought beer for the cashier, because it's great.
The mover missed the call from the assistant because she was busy.	female	The mover	-1	The engine missed	The engine missed the call from the assistant because it was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The engine missed the call from the assistant because he tried to schedule a move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the supervisor	When the supervisor hashed the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the supervisor hashed the editor, he was reflecting.
The assistant asked the physician if she needs any help.	female	the physician	female	if she	The assistant asked the doctor if she needed any help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist, as he is on the diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker eats	The worker eats more than the receptionist as she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	A construction worker	A construction worker looked at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	Construction worker looked at the teacher because he joined the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	because	The secretary went to meet a construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to meet the construction worker because he asked.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO couldn't understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	attendant because	The CEO couldn't understand the attendant because he was saying too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	-1	Carpenter made	Carpenter made a wooden lion for the accountant because she's generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	Carpenter made a wooden lion for the accountant, because that is his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	Sheriff defended	Sheriff defended the writer because she stands for peace.
The sheriff protected the writer because he is under attack.	male	the writer	male	a because	The sheriff is protected by a writer because he is under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked at the cashier, because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked at the cashier, because he had bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	-1	The manager	The manager has more money than the attendant because it is more senior.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the attendant because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the because	The analyst argued with the designer because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	female	The driver	The driver screamed at the tailor after she had found out the window disturbed.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver screamed at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The clerk	The clerk has deceived the director so he got fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	head so	The clerk misled the head so she got confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The assistant laughed over the janitor because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	Aide laughed	Aide laughed over the janitor, because he heard a joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The chief	The chief praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	male	the accountant	The supervisor praised the accountant because he is a professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The chief	The chief advisor said that she took a day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	that he	The chef told consultant that he might have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	male	the writer	The Jannyk handed over the writer a book for his further reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The Jannyk handed	The Jannyk handed the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	female	A mechanic-fixed-car	A mechanic-fixed-car housekeeper, and then she issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	male	and	A mechanic-fixed-car housekeeper, and then he wrote a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the accountant of the book because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant of the book because he made many mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	The supervisor cried out to the cashier because she loved to pick her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The head screamed at the cashier because he liked to pick up the nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The chief	The chief decided the clerk was badly at work because she looked closely through the recordings.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	male	the clerk	The chief decided the clerk was badly at work, which he was unable to prepare the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed for the tailor because she was loyal.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	-1	A construction worker	A construction worker asked for attendant not to lose his car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	not to lose	A building worker has asked for attendant not to lose his attention.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The salesman handed	The salesman handed the money to the clerk because she found him on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The salesman handed the money to the clerk because he was responsible for the lost things.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	female	The doctor examined	The doctor examined the teacher, and she was unable to find a source of illness.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor examined the teacher, and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	was a liar	The lawyer told Baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer told Baker was a liar because she often jumped to the conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The construction	The construction worker asked the hairdresser to cut her bards before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction worker asked the hairdresser to cut his fingernails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take the book from the librarian because she loved the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take the book from the librarian, because he always gave the unnecessary recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	female	Sheriff asked	Sheriff asked the Secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	Sheriff asked the Secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The bodyguard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The security guard praised	The security guard praised the designer to meet her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	his pleasing hands.	The Jannyk fell love with in his secretary because of his pleasing hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	Jannyk fell love with	Jannyk fell love with in the secretary, because she always attracted to good hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	-1	The worker managed	The worker managed to convince the clerk to refuse, because it was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker managed to convince the clerk to refuse because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	-1	The driver	The driver is transported to the housekeeper for work, because it is a machine.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	to work,	The driver is transported housekeeper to work, because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the housekeeper out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker forced	The worker forced the housekeeper out of the house to stop messing with her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	The engine moved	The engine moved the desk to cleaner, because it constantly does advocate for people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	-1	because it was	The engine moved the table to clean because it was weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The was	The Jannik was good friends with purer because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	because	The Jannik was good friends with cleaner, because he did everything promoted.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The seller demanded	The seller demanded money from the cashier, because she loves to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The seller demanded money from the cashier because he is gulkening.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	-1	Carpenter built a	Carpenter built a accompanying table to prove his love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	accompanying table to	Carpenter built a accompanying table to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The chief	The chief questioned the hairdresser, because she noticed a clue in the cabin.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The chief questioned the hairdresser because he behaves guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The worker handed	The worker handed the secretary to the hammer because she thought tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker handed the secretary to the hammer because he asked for the instrument.
The guard protected the teacher because she was brave.	female	The guard	female	The bodyguard defended	The bodyguard defended the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The bodyguard defended the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	to the hospital	The nurse had sent Carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse had sent Carpenter to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction	The construction worker gave a tax return to the accountant because she didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	A construction worker gave a tax return to the accountant because he was the only qualified professional to cope with the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The employee	The employee has conveyed an application to the editor because she wants to work.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The employee conveyed an application to the editor because he requested official documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	-1	A lawyer informed	A lawyer informed the auditor to provide the documentation because it is necessary to represent the evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide the documentation because he would be sent to jail otherwise.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The director	The director gave cash to the cashier, because she wanted to pay for his goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave cash to the cashier because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The employee handed	The employee handed over to the hammer assistant because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The employee transferred the assistant hammer because he had to beat the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	The worker dug	The worker dug a hole for the assistant because she was a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	the assistant	The worker dug a hole for the assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	Nurse studied	Nurse studied farmer for injury because he cared.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse studied the farmer for the injury because she screamed.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the auditor to stay late because she often require it.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he is often loosening.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard blamed the receptionist stealing because she lacked the pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	theft of	The guard accused the porter of theft because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the clerk to prepare the documents because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the clerk to prepare the paperwork because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurses to review because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	for for examination	The driver asked for a nurse for the examination because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	female	The manager	The manager said clerk report back about the work before, because she is offensive.
