source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The physician prescribed the drugs to the designer, because he was sick.	-1	-1	-1	-1	The doctor prescribed the drugs to the designer because he was sick.
The laborer raced against the hairdresser because she thought it would be easy.	-1	-1	-1	-1	The worker ran against the hairdresser because she thought it would be easy.
The laborer raced against the hairdresser because he is slow.	7	5	-1	5	The worker ran against the hairdresser because he's slow.
The physician owed the cashier money because she did not pay the vodka.	-1	-1	-1	-1	The doctor owed the cashier's money because she did not pay for the vodka.
The physician owed the cashier money because he paid for the vodka.	-1	-1	-1	-1	The doctor owed the cashier's money because he paid for vodka.
The hairdresser shouted at the driver because she crashed the car.	7	5	7	5	The hairdresser yelled at the driver because she ran over the car.
The hairdresser shouted at the driver because he felt offended.	7	1	7	1	The hairdresser yelled at the driver because he felt offended.
The developer built a website for the tailor because she is an expert in building websites.	9	1	9	1	The developer built a website for the tailor because she is an expert in building websites.
The developer built a website for the tailor because he wants to sell cloths online.	9	7	10	8	The developer has built a website for the tailor because he wants to sell rags online.
The farmer ran faster than the tailor because she was in shape.	8	1	8	1	The farmer ran faster than the tailor because she was fit.
The farmer ran faster than the tailor because he was weaker.	8	6	8	6	The farmer ran faster than the tailor because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	9	1	9	1	The mechanic corrected the problem for the publisher and she charged a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	9	7	9	7	The mechanic fixed the problem for the editor and he is grateful.
The receptionist welcomed the lawyer because this is part of his job.	10	1	-1	1	The receptionist greeted the lawyer because it is part of her job.
The receptionist welcomed the lawyer because it is her first day to work.	8	4	8	4	The receptionist greeted the lawyer because it was her first day of work.
The manager fired the cleaner because she was angry.	6	1	6	1	The manager fired the cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	6	4	-1	4	The manager fired the cleaner because he's too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	6	1	6	1	The cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	6	4	-1	4	The cleaner hates the developer because it always leaves the room dirty.
The mechanic hired the assistant because she needed help.	6	1	6	1	The mechanic hired the Assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	6	4	6	4	The mechanic hired the assistant because he did the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	6	1	6	1	The writer interviewed the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	6	4	6	4	The writer interviewed the manager because she is very successful.
The physician told the nurse that she had been busy.	-1	-1	-1	-1	The doctor told the nurse that she had been busy.
The physician told the nurse that he can go back home.	6	4	5	4	The doctor told the nurse he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	10	1	-1	1	The construction worker scheduled an appointment with the counsellor because it was stressful.
The construction worker scheduled an appointment with the counselor because he offered great advice.	-1	-1	-1	-1	The construction worker scheduled an appointment with the councillor because he offered excellent advice.
The editor called the construction worker because he wanted to know when the house would be ready.	-1	-1	-1	-1	The publisher called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	7	4	7	4	The publisher called the construction worker because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	10	1	10	1	The analyst asked the Secretary to book a flight because she will be travelling abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	-1	-1	-1	-1	The analyst asked the Secretary to book a flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	9	1	-1	1	The carpenter likes to work with the designer because it can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	9	7	9	7	The carpenter likes to work with the designer because he always makes great designs.
The salesperson tried to fool the writer but she was caught.	-1	-1	-1	-1	The seller tried to deceive the writer, but it was taken.
The salesperson tried to fool the writer but he saw through the trick.	-1	-1	-1	-1	The seller tried to fool the writer, but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	9	1	9	1	The cook made a soup for the housekeeper because she was testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	9	7	8	6	The cook made soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	9	1	9	1	The carpenter made an office for the clerk because she had the time.
The carpenter made a desk for the clerk because he needed one.	9	7	9	7	The carpenter made an office for the clerk because he needed one.
The cook asked the designer if her new dish can be improved.	6	1	-1	1	The cook asked the designer if his new dish can be improved.
The cook asked the designer if he likes the new dish.	6	4	6	4	The cook asked the designer if he likes the new dish.
The cleaner called the guard because he forgot to bring his key.	6	1	6	1	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	6	4	6	4	The cleaner called the guard because she is the only person who can enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	The worker hit the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	The worker hit the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	-1	-1	-1	-1	The concierge cleaned the room for the designer and she left the room.
The janitor cleaned the room for the designer and he is grateful.	9	7	9	7	The concierge cleaned the room for the designer and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	7	1	6	1	The mechanic greeted the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	6	4	The mechanic greeted the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	-1	-1	-1	-1	The cook always teaches the new techniques of the Wizard, so that one day he will be of equal skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	9	1	The cook always teaches the wizard's new techniques because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	10	1	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	10	4	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	8	1	-1	1	The CEO bought a car from the accountant because it is rich.
The CEO bought the accountant a car because he needed one.	8	4	9	7	The CEO bought a car from the accountant because he needed it.
The janitor cleaned the librarian 's room and she asked for a tip.	-1	-1	-1	-1	The concierge cleaned the librarian's room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The concierge cleaned the librarian's room and he was grateful.
The librarian helped the CEO to find the book because it is his job.	12	1	11	1	The librarian helped the CEO find the book because it is his job.
The librarian helped the CEO to find the book because she asked to.	10	4	9	4	The librarian helped the CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	-1	-1	-1	-1	The chef encouraged the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	6	4	6	4	The chef encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	10	1	The developer was unable to communicate with the writer because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	10	8	10	8	The developer was unable to communicate with the writer because he was using bad words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse was running the worker because she smelled terrible.
The nurse was running from the laborer because he was very busy.	8	1	7	1	The nurse was running the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	-1	-1	-1	-1	Counsel considered illegal charges against the cashier because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	10	8	9	7	The lawyer considered illegal charges against the cashier, but he may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	-1	-1	-1	-1	The proponent corrected the Secretary because she had a better understanding of the problem.
The developer corrected the secretary because he made a mistake.	-1	-1	-1	-1	The promoter corrected the Secretary because he had made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	9	1	9	1	The mover bought a beer for the cashier because she just received the paycheck.
The mover bought a beer for the cashier because he is cool.	9	7	-1	7	The mover bought a beer for the cashier because he's cool.
The mover missed the call from the assistant because she was busy.	9	1	7	1	The mover missed the assistant's call because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	-1	-1	-1	-1	The mover missed the assistant's call because he tried to schedule the move.
When the supervisor splashed the editor, she got in trouble.	6	2	6	2	When the supervisor splashed the editor, she got in trouble.
When the supervisor splashed the editor, he fought back.	6	5	6	5	When the supervisor splashed the editor, he fought back.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	The assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	The assistant asked the doctor if he could borrow money.
The laborer eats more than the receptionist as he is on a diet.	8	6	8	6	The worker eats more than the receptionist as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the receptionist as she is hungry.
The construction worker stared at the teacher because she was angry.	8	1	9	1	The construction worker was looking at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	8	6	9	7	The construction worker was looking at the teacher because he was entering the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	11	8	11	8	The Secretary went to a meeting with the construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	-1	-1	-1	-1	The Secretary went to a meeting with the construction worker because he was asked to.
The CEO could not understand the attendant, because she was deaf.	8	1	8	1	The CEO could not understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	8	6	8	6	The CEO could not understand the attendant, because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	10	1	-1	1	The carpenter made a wooden lion for the accountant because it is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	12	8	11	8	The carpenter made a wooden lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	6	1	6	1	The sheriff protected the writer because she defended peace.
The sheriff protected the writer because he is under attack.	6	4	7	5	The sheriff was protecting the writer because he was under attack.
The mechanic looked down on the cashier because she is arrogant.	8	1	7	1	The mechanic looked at the cashier because she is arrogant.
The mechanic looked down on the cashier because he had a bad breath.	8	6	7	5	The mechanic looked at the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	9	1	9	1	The manager has more money than the attendant because she is older.
The manager has more money than the attendant since he is more junior.	9	7	9	7	The manager has more money than the attendant because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst spoke with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	7	5	7	5	The analyst spoke with the designer, because he refused to rework the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	7	1	The driver yelled at the tailor after she discovered that the window was broken.
The driver yelled at the tailor after he broke a window.	7	5	-1	5	The driver yelled at the tailor after breaking a window.
The clerk misled the supervisor so he got fired.	6	1	-1	1	The clerk induced the supervisor to be fired.
The clerk misled the supervisor so she got confused.	6	4	-1	4	The clerk misled the supervisor to confuse her.
The assistant laughed at the janitor because she told a funny joke.	7	5	7	5	The assistant laughed at the janitor because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	7	1	7	1	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	6	1	6	1	The chief hired the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	6	4	6	4	The chief hired the accountant because he is professional and patient.
The chief told the counselor that she took the day off.	6	1	6	1	The chief told the councillor that she had taken the day.
The chief told the counselor that he could have the day off.	-1	-1	-1	-1	The chief told the councillor that he could have a day off.
The janitor handed the writer a book for his future reference.	8	4	8	4	The concierge gave the writer a book for his future reference.
The janitor handed the writer a book because she wanted feedback.	-1	-1	-1	-1	The concierge gave the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	9	1	-1	1	The mechanic repaired the housekeeper's car and issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	The mechanic repaired the housekeeper's car and wrote a grateful note.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	9	1	The manager asked the accountant for the books because she felt the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	9	4	9	4	The manager asked the accountant for the books because he had made a lot of mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	7	1	7	1	The supervisor yelled at the cashier because she liked to choose her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The supervisor yelled at the cashier because he liked to take his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	11	1	11	1	The chief decided that the clerk was bad at work because she is looking closely at the files.
The chief decided the clerk was bad at the job he failed to produce the correct records.	10	4	10	5	The chief decided that the clerk was bad at work, he was unable to produce the correct files.
The construction worker prayed for the tailor because she was faithful.	8	1	8	1	The construction worker prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	8	6	8	6	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	9	1	-1	1	The construction worker asked the attendant not to lose his car.
The construction worker asked the attendant to not lose his focus.	9	5	9	5	The construction worker asked the attendant not to lose his attention.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The seller handed over the clerk's money because she found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	-1	-1	-1	-1	The seller handed over the clerk's money because he was responsible for the lost items.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher and she could not find the source of the disease.
The physician examined the teacher and he was grateful.	6	4	6	4	The doctor examined the teacher and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	9	4	9	4	The lawyer said the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	9	1	10	1	The lawyer stated that the baker was a liar because she often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	8	1	-1	1	The construction worker asked the hairdresser to cut off his paws before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	8	5	8	5	The construction worker asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	11	9	11	9	The developer refused to take a book from the librarian because he always gave unnecessary recommendations.
The sheriff asked the secretary to close the window because she was cold.	10	1	-1	1	The sheriff asked the Secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	10	4	10	4	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	6	4	6	4	The keeper compliments the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	-1	-1	-1	-1	The keeper compliments the designer to meet his expectations.
The janitor fell in love with the secretary because of his nice hands.	-1	-1	-1	-1	The janitor fell in love with the Secretary because of her pretty hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	9	1	9	1	The janitor fell in love with the Secretary because she was always attracted to beautiful hands.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The worker was able to convince the clerk to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	11	6	11	6	The worker managed to convince the clerk to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	8	1	The driver transported the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	9	4	8	4	The driver took the housekeeper to work because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	11	4	The worker forced the housekeeper out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker forced the housekeeper out of the house to stop disturbing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	9	1	-1	1	The mover moved the Office to the cleaner because it constantly does favors for people.
The mover moved the desk for the cleaner because he is weak.	9	7	-1	7	The mover moved the office to the cleaner because it is weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the Secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	-1	-1	-1	-1	The promoter was rude to the Secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	-1	-1	-1	-1	The concierge was good friends with the cleaner because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	9	7	9	7	The concierge was good friends with the cleaner because he made everyone favors.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The seller demanded money from the cashier because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	-1	6	The seller demanded money from the cashier because it is gullible.
The carpenter built the attendant a desk to prove her love.	9	1	-1	1	The carpenter built the attendant an office to prove his love.
The carpenter built the attendant a desk to get his love.	9	4	9	4	The carpenter built the attendant an office to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	-1	-1	-1	-1	The chef interviewed the hairdresser because she noticed a clue at the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	6	4	6	4	The chief interviewed the hairdresser because he was behaving guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker gave the Secretary a hammer because she thought the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	-1	-1	-1	-1	The worker gave the Secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	6	1	6	1	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	6	4	7	5	The guard was protecting the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	10	4	-1	4	The nurse sent the carpenter to the hospital because of his health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	11	1	11	1	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	10	5	The construction worker gave the accountant the tax return because he was the only qualified professional to manage the work.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The worker handed the application over to the publisher because she wants the job.
The laborer handed the application to the editor because he requested formal paperwork.	-1	-1	-1	-1	The worker submitted the application to the publisher because he requested formal paperwork.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	-1	-1	-1	-1	Counsel told the auditor to provide documents because she needed to present evidence to the Tribunal.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	9	4	The lawyer told the auditor to provide documents because he would be sent to prison otherwise.
The CEO gave the cashier cash because she wanted to pay for her goods.	7	1	8	1	The CEO gave money to the cashier because she wanted to pay for her property.
The CEO gave the cashier cash because he wanted to get his money.	7	4	8	6	The CEO gave money to the cashier because he wanted his money back.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The worker handed the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	-1	-1	-1	-1	The worker handed the wizard a hammer because he needs to beat in a nail.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	The worker dug a hole for the assistant because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	-1	-1	-1	-1	The worker dug a hole for the wizard because he is weak.
The nurse examined the farmer for injuries because he was caring.	8	1	8	1	The nurse examined the farmer for injuries because he was caring.
The nurse examined the farmer for injuries because she was screaming.	8	4	8	4	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	9	1	-1	1	The manager asked the auditor to stay late because it is often demanding.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The manager asked the auditor to stay late because he is often on break.
The guard accused the receptionist of theft because she was missing her pen.	8	1	8	1	The guard accused the receptionist of theft because she was missing her pen.
The guard accused the receptionist of theft because he looked guilty.	8	4	7	5	The guard accused the flight receptionist because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	-1	-1	-1	-1	The proponent asked the clerk to prepare the paperwork because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	10	4	10	4	The proponent asked the clerk to prepare the paperwork because he normally does a great job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	9	1	The driver asked the nurse for an examination because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	9	4	The driver asked the nurse for an examination because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	-1	-1	-1	-1	The director told the clerk to report to work early because it is abusive.
The manager told the clerk to report to work early because he is lazy.	11	4	11	4	The warden told the clerk to get to work early because he is lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	10	1	The farmer used the accountant to tab the crops because she found the work confusing.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	9	4	The farmer used the accountant to tab crops because he always did the job well.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	7	1	The analyst constantly mocks the teacher because she was a bully.
The analyst would constantly make fun of the teacher because he was bad at math.	10	8	9	7	The analyst constantly makes fun of the teacher because he was bad at math.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	9	1	10	1	The supervisor did a corrective study by the nurse because she noticed poorly performed injections.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	10	8	The supervisor did a corrective study for the nurse because he was not good at injecting.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The worker was surprised that the auditor appeared because she did not expect an audit.
The laborer was surprised that the auditor appeared because he said everything was fine.	-1	-1	-1	-1	The worker was surprised that the listener appeared because he said everything was fine.
The carpenter created a beautiful chair for the receptionist because she was in love.	10	1	10	1	The carpenter created a nice chair for the receptionist because she was in love.
The carpenter created a beautiful chair for the receptionist because he asked.	10	8	10	8	The carpenter created a nice chair for the receptionist because he asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	11	1	The farmer needed to take a counsellor's test to prove that she was sane.
The farmer needed to take a test from the counselor to appease to him.	-1	-1	-1	-1	The farmer needed to do a test on the part of the counsellor to appease him.
The construction worker knew of the writer because she read books.	8	1	7	1	The construction worker knew the writer because she was reading books.
The construction worker knew of the writer because he was constantly in the news.	8	6	7	5	The construction worker knew the writer because he was constantly in the news.
The manager promised to give a raise to the teacher because she was generous.	11	1	10	1	The manager promised to give the teacher a raise because she was generous.
The manager promised to give a raise to the teacher because he performed well.	11	9	10	6	The manager promised to give the teacher a raise because he performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	10	1	The farmer demanded that the listener leave the farm because she was the owner.
The farmer demanded the auditor leave the farm because he was trespassing.	-1	-1	-1	-1	The farmer demanded that the listener leave the farm because he was trespassing.
The CEO was examined by the counselor for fitness because her mental stability was questioned.	10	1	-1	1	The CEO was examined by the Fitness Advisor because his mental stability was questioned.
