source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager fired The cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	-1	the cleaner	The manager fired the cleaner because he's too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The Cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	female	the developer	The Cleaner hates the developer because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	female	The mechanic	The mechanic hired the assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	the assistant	The assistant mechanic was hired because he did the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer met the director because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	because she is successful.	The writer met the director because she is very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The told doctor	The doctor told the nurse she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse that he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	-1	The construction	The construction worker set an appointment with the Chancellor because it was cumbersome.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	gave advice.	The construction worker set an appointment with the Chancellor because he gave great advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The editor	The editor contacted the building agent because he wanted to know when the House would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	because she	The editor called the building agent because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretary to book a trip because she would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the secretary to book a trip because he knew how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	female	The carpenter	The carpenter likes to work with the designer as she can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	The carpenter likes to work with the designer because he always makes brilliant designs.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The salesperson	The salesperson tried to deceive the writer but she was arrested.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The salesperson tried to deceive the writer but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The cook	The cook prepared soup for the housekeeper because she was experimenting with a new one.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	the housekeeper	Cook prepared soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	The carpenter	The carpenter made an office for the writer because she had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	one.	The carpenter made an office for the writer because he needs one.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The asked chef	The chef asked the designer if he could improve her new dish.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The chef asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The Cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	-1	because she's only one	The Cleaner is called a Ranger because she's the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The agent kicked	The agent kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The agent kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	-1	The janitor	The janitor cleaned the room for the designer and left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The janitor cleaned the room for the designer and he was grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic greets with receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	-1	assistant techniques new	The chef is always teaching a new assistant techniques so he'll be one day equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The chef is	The chef is always teaching a new technology assistant because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a sack of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a sack of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	The CEO	The CEO bought a car accountant because it is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	accountant car	CEO bought a car accountant because he needs one
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	-1	The doorman cleaned	The doorman cleaned the librarian's room and asked for advice.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	-1	librarian	Cleaning the Doorman room librarian was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO to find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	female	The President encouraged	The President encouraged the author because she liked the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	because he wrote	The President encouraged the author because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The developer	The developer could not contact the author because she understands the code only.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	because he used	The developer was unable to communicate with the author because he used big words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	because she	The nurse was running from the worker because she smelled bad.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse was running from the worker because he was too busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	-1	Counsel considered	Counsel considered illegal charges against the Treasurer, as they needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the	Counsel considered illegal charges against the Treasurer, but he may have been falsely accused.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	-1	The bought engine	The engine bought the beer for the cashier because it just got paid.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought the beer for the cashier because it's cool.
The mover missed the call from the assistant because she was busy.	female	The mover	-1	The engine missed	The engine missed the call from the plugin because it was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	-1	because it tried to	The engine missed the call from the plugin because it tried to schedule the move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the supervisor	When the supervisor sprayed the editor, she was in trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the supervisor sprayed the editor, he fought back.
The assistant asked the physician if she needs any help.	female	the physician	female	doctor if	The assistant asked the doctor if she needed any help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	-1	the receptionist	The employee eats more than the receptionist as it is on the diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The employee eats	The employee eats more than the receptionist because she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The construction	The construction worker stared at the teacher as she was furious.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	because he entered	The construction worker gazed at the school because he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	the construction	The minister went to a meeting with the construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The went minister	The minister went to a meeting with the construction worker because he was asked to do so.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO could not understand the attendant, because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	the attendant,	The CEO could not understand the attendant, because he spoke very quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	The carpenter	The carpenter made a wood lion for the accountant because she was generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wooden lion for the accountant because it was his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	Sheriff has	Sheriff has protected the writer because she supports peace.
The sheriff protected the writer because he is under attack.	male	the writer	male	clerk because he	Sheriff has protected the clerk because he was attacked.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked down on the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	-1	the cashier	The mechanic looked down on the cashier because it was bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than the attendant because she is more than an adult.
The manager has more money than the attendant since he is more junior.	male	the attendant	-1	the attendant	The manager has more money than the attendant because he's more junior.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer, because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer, because he refused to re-design the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver yelled at the tailor after discovering that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver yelled at the tailor after he broke a window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	He misled the	He misled the supervisor, so he kicked out.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	the supervisor	The writer misled the supervisor until she became confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	because she said	The assistant laughed at the doorman because she said a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the doorman because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	-1	The praised president	The president praised the accountant for being satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The president praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The president told	The president told the chancellor she took a vacation today.
The chief told the counselor that he could have the day off.	male	the counselor	male	he could	The president told the chancellor he could have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	-1	a book for	The doorman handed the author a book for future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The handed doorman	The doorman handed the author a book because she wanted to get comments.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic repaired the housekeeper's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic repaired the housekeeper's car and then wrote a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The asked director	The director asked the accountant about the books because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The director asked the accountant about the books because he had committed many mistakes in the past.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	The supervisor yelled at the cashier because she liked to choose her staff.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor yelled at the cashier because he liked to pick up his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	-1	The president decided	The president decided that the writer was bad at work because they look carefully through the records
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	writer was	The president decided that the writer was bad at the job that failed to produce the correct records
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed for a tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	was in the	The construction worker prayed for a tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The construction	The construction worker asked the facilities not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	attendees not to	The construction worker asked the attendees not to lose his focus.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The salesman money	The money salesman handed the employee because she found him on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	money the writer	The salesperson handed the money to the writer because he was responsible for the missing things.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	-1	The doctor examined	The doctor examined the teacher and could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	-1	the teacher	Doctor examined the teacher and was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer stated that the baker was a liar because his prices were very high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer stated that the baker was a liar because she often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	-1	The construction	The construction factor of the hairdresser was asked to cut the sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction agent asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take a book from the librarian because he always made useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	Sheriff asked	Sheriff asked the Secretary to close the window because it was cold
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	Sheriff asked the Secretary to close the window because he was soon
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The guard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The doorman fell in love with the secretary because of his nice hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The doorman fell	The doorman fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The was able worker	The worker was able to persuade the author to surrender because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	to surrender because he	The worker was able to persuade the author to surrender because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver moved the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver moved the housekeeper to work because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the housekeeper to keep his safety.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker forced	The worker forced the housekeeper to stop harassing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	Move engine	Move the office engine for cleaning because it constantly does not favor people.
The mover moved the desk for the cleaner because he is weak.	-1	the cleaner	-1		The engine moved the office to clean because it is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the nation because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The doorman was	The doorman was a good friend with the cleaner because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The doorman was a close friend with the cleaner because he did all the favors.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The salesperson	The salesperson demanded money from the cashier because she liked to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The salesperson demanded money from the cashier because he was naïve.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	female	The carpenter	The carpenter built the attendant office to prove her love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	the attendant	The carpenter built the attendant office to get his pill.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	questioned The president	The president questioned the hairdresser as she noticed a guide in the saloon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The President interrogated the hairdresser because he was behaving in a guilty way.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The handed worker	The worker handed the secretary a hammer because she thought the adches were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	Hammer as he	The worker handed the Hammer Secretary as he requested a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard protected the teacher because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	to the hospital	The nurse Najjar was sent to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax return to the accountant because he was the only professional qualified to handle the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The handed worker	The worker handed the request to the editor because she wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker handed over the application to the editor because he had requested official papers.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	-1	The counsel informed	The counsel informed the auditor of the submission of the documents because they needed to provide evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to submit the documents because he would be sent to the prison otherwise.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	CEO	CEO gave the cashier cash because she wanted to pay for her merchandise.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	cash teller	CEO gave the cash teller because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	He handed	He handed the hammer plugin because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	hammer plugin because he	The worker handed the hammer plugin because he needed to be beaten in the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	The worker dug a	The worker dug a hole for the helper because she had a shovel
The laborer dug a hole for the assistant because he is weak.	-1	the assistant	-1		Digging a pit worker for the helper because he is weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he was taking care of him.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	asked The director	The director asked the auditor to stay late because she was often asking for it.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he often avoided business.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard accused the receptionist of stealing because she was missing her pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard accused the receptionist of stealing because he appeared guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the clerk to prepare the paperwork because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	author to prepare	The developer asked the author to prepare the papers because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse to undergo an examination because she was feeling sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse to undergo an examination because he was very experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	female	The told director	The director told the writer to report to work early as she was abusive.
The manager told the clerk to report to work early because he is lazy.	male	the clerk	male	to	The director told the writer to report to work early as he was lazy.
