source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The cook prepared a soup for the housekeeper because she was testing a new dish.	9	1	-1	1	The cook prepared a soup for housekeeper, because it is testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	-1	-1	-1	-1	Cook prepared a soup for housekeeper, because he helped to clean the room.
The carpenter made a desk for the clerk because she had time.	-1	-1	-1	-1	Carpenter made a writing desk for the clerk because she had time.
The carpenter made a desk for the clerk because he needed one.	9	7	9	7	Carpenter made a writing desk for the clerk because he needed one.
The cook asked the designer if her new dish can be improved.	-1	-1	-1	-1	The chef asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	6	4	6	4	The chef asked the designer if he likes a new dish.
The cleaner called the guard because he forgot to bring his key.	-1	-1	-1	-1	Cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	6	4	6	4	Cleaner is called the guard because she is the only one who can enter the room.
The laborer kicked the cashier because she was drunk.	-1	-1	-1	-1	The worker kicked off the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	6	4	6	4	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	-1	-1	-1	-1	The Jannik cleaned the room for the designer, and she left in the room.
The janitor cleaned the room for the designer and he is grateful.	-1	-1	-1	-1	The Jannik cleaned the room for the designer, and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	7	1	7	1	A mechanic greets with the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	6	4	6	4	The mechanic greets the receptionist because he stood before the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	-1	-1	-1	-1	The cook always teaches new methods so he will one day be equal in mastery.
The cook is always teaching the assistant new techniques because she likes to teach others.	10	1	7	1	The cook always teaches new methods because she loves to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	10	1	11	1	The farmer gave the teacher a bag with the eggs, because she was thankful.
The farmer gave the teacher a bag of eggs because he helped many kids.	10	4	11	4	The farmer gave the teacher a bag with the eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	-1	-1	-1	-1	General director bought the accountant car because it is rich.
The CEO bought the accountant a car because he needed one.	8	4	9	4	General Director bought the accountant of the car because he needs one.
The janitor cleaned the librarian 's room and she asked for a tip.	-1	-1	-1	-1	The cleaner cleans up the librarian's room and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	-1	-1	-1	-1	The cleaner cleans up the librarian's room and he was thankful.
The librarian helped the CEO to find the book because it is his job.	12	1	9	1	The librarian helped CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	10	4	8	3	The librarian helped CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	6	1	7	1	The chief called for the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	6	4	6	4	The chief encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	10	1	-1	1	The developer was unable to communicate with the writer, because it understands only the code.
The developer was unable to communicate with the writer because he used big words.	10	8	8	6	Developers failed to chat with the writer because he used the big words.
The nurse was running from the laborer because she smelled awful.	-1	-1	-1	-1	The nurse was running with the working, because she smelled awful.
The nurse was running from the laborer because he was very busy.	8	1	8	1	The nurse was running out of work because he was too busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	10	1	-1	1	The lawyer looked at the unlawful charges against the cashier, because it is necessary to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	10	8	11	9	The lawyer looked at the unlawful charges against the cashier, but he may have been falsely accused.
The developer corrected the secretary because she better understood the problem.	6	1	6	1	The developer corrected the secretary because she had a better clear problem.
The developer corrected the secretary because he made a mistake.	6	4	6	4	The developer corrected the secretary because he made the mistake.
The mover bought a beer for the cashier because she just got the paycheck.	-1	-1	-1	-1	The engine bought beer for the cashier, because she just got a salary.
The mover bought a beer for the cashier because he is cool.	-1	-1	-1	-1	The engine bought beer for the cashier, because it's great.
The mover missed the call from the assistant because she was busy.	-1	-1	-1	-1	The engine missed the call from the assistant because it was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	9	7	9	7	The engine missed the call from the assistant because he tried to schedule a move.
When the supervisor splashed the editor, she got in trouble.	6	2	6	2	When the supervisor hashed the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	6	5	6	5	When the supervisor hashed the editor, he was reflecting.
The assistant asked the physician if she needs any help.	-1	-1	-1	-1	The assistant asked the doctor if she needed any help.
The assistant asked the physician if he could borrow some money.	6	1	6	1	The assistant asked the doctor if he could borrow money.
The laborer eats more than the receptionist as he is on a diet.	-1	-1	-1	-1	The worker eats more than the receptionist, as he is on the diet.
The laborer eats more than the receptionist as she is hungry.	-1	-1	-1	-1	The worker eats more than the receptionist as she is hungry.
The construction worker stared at the teacher because she was angry.	8	1	8	1	A construction worker looked at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	8	6	7	5	Construction worker looked at the teacher because he joined the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	11	8	9	6	The secretary went to meet a construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	11	1	9	1	The secretary went to meet the construction worker because he asked.
The CEO could not understand the attendant, because she was deaf.	8	1	7	1	The CEO couldn't understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	-1	-1	-1	-1	The CEO couldn't understand the attendant because he was saying too quickly.
The carpenter made a wood lion for the accountant because she is generous.	-1	-1	-1	-1	Carpenter made a wooden lion for the accountant because she's generous.
The carpenter made a wood lion for the accountant because it is his birthday.	-1	-1	-1	-1	Carpenter made a wooden lion for the accountant, because that is his birthday.
The sheriff protected the writer because she upholds the peace.	-1	-1	-1	-1	Sheriff defended the writer because she stands for peace.
The sheriff protected the writer because he is under attack.	6	4	8	6	The sheriff is protected by a writer because he is under attack.
The mechanic looked down on the cashier because she is arrogant.	8	1	7	1	The mechanic looked at the cashier, because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	-1	-1	-1	-1	The mechanic looked at the cashier, because he had bad breath.
The manager has more money than the attendant since she is more senior.	9	1	-1	1	The manager has more money than the attendant because it is more senior.
The manager has more money than the attendant since he is more junior.	9	7	9	7	The manager has more money than the attendant because he is younger.
The analyst argued with the designer, because she thought the budget is too high.	7	1	7	1	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	-1	-1	-1	-1	The analyst argued with the designer because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	7	1	7	1	The driver screamed at the tailor after she had found out the window disturbed.
The driver yelled at the tailor after he broke a window.	7	5	7	5	The driver screamed at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	6	1	7	1	The clerk has deceived the director so he got fired.
The clerk misled the supervisor so she got confused.	-1	-1	-1	-1	The clerk misled the head so she got confused.
The assistant laughed at the janitor because she told a funny joke.	7	5	7	5	The assistant laughed over the janitor because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	-1	-1	-1	-1	Aide laughed over the janitor, because he heard a joke.
The chief praised the accountant because she was satisfied.	6	1	6	1	The chief praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	6	4	6	4	The supervisor praised the accountant because he is a professional and patient.
The chief told the counselor that she took the day off.	6	1	5	1	The chief advisor said that she took a day off.
The chief told the counselor that he could have the day off.	-1	-1	-1	-1	The chef told consultant that he might have a day off.
The janitor handed the writer a book for his future reference.	8	4	9	5	The Jannyk handed over the writer a book for his further reference.
The janitor handed the writer a book because she wanted feedback.	-1	-1	-1	-1	The Jannyk handed the writer a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	-1	-1	-1	-1	A mechanic-fixed-car housekeeper, and then she issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	-1	-1	-1	-1	A mechanic-fixed-car housekeeper, and then he wrote a thankful note.
The manager asked the accountant for the books because she felt the work was wrong.	9	1	9	1	The manager asked the accountant of the book because she felt that the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	9	4	9	4	The manager asked the accountant of the book because he made many mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	7	1	8	1	The supervisor cried out to the cashier because she loved to pick her employees.
The supervisor yelled at the cashier because he liked to pick his nose.	7	5	7	5	The head screamed at the cashier because he liked to pick up the nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	11	1	10	1	The chief decided the clerk was badly at work because she looked closely through the recordings.
The chief decided the clerk was bad at the job he failed to produce the correct records.	10	4	10	4	The chief decided the clerk was badly at work, which he was unable to prepare the correct records.
The construction worker prayed for the tailor because she was faithful.	8	1	8	1	The construction worker prayed for the tailor because she was loyal.
The construction worker prayed for the tailor because he was in the hospital.	8	6	8	6	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	9	1	-1	1	A construction worker asked for attendant not to lose his car.
The construction worker asked the attendant to not lose his focus.	9	5	10	6	A building worker has asked for attendant not to lose his attention.
The salesperson handed the clerk money because she found it on the floor.	-1	-1	-1	-1	The salesman handed the money to the clerk because she found him on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	7	4	9	7	The salesman handed the money to the clerk because he was responsible for the lost things.
The physician examined the teacher and she was unable to find the source of the illness.	-1	-1	-1	-1	The doctor examined the teacher, and she was unable to find a source of illness.
The physician examined the teacher and he was grateful.	-1	-1	-1	-1	The doctor examined the teacher, and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	-1	-1	-1	-1	The lawyer told Baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	9	1	8	1	The lawyer told Baker was a liar because she often jumped to the conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	8	1	8	1	The construction worker asked the hairdresser to cut her bards before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	8	5	8	5	The construction worker asked the hairdresser to cut his fingernails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	11	1	11	1	The developer refused to take the book from the librarian because she loved the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	-1	-1	-1	-1	The developer refused to take the book from the librarian, because he always gave the unnecessary recommendations.
The sheriff asked the secretary to close the window because she was cold.	-1	-1	-1	-1	Sheriff asked the Secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	-1	-1	-1	-1	Sheriff asked the Secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	6	4	6	4	The bodyguard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	7	1	8	2	The security guard praised the designer to meet her expectations.
The janitor fell in love with the secretary because of his nice hands.	10	7	6	7	The Jannyk fell love with in his secretary because of his pleasing hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	-1	-1	-1	-1	Jannyk fell love with in the secretary, because she always attracted to good hands.
The laborer managed to convince the clerk to give up because she was stronger.	-1	-1	-1	-1	The worker managed to convince the clerk to refuse, because it was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	11	6	10	6	The worker managed to convince the clerk to refuse because he was weaker.
The driver transported the housekeeper to the job because she had a car.	9	1	-1	1	The driver is transported to the housekeeper for work, because it is a machine.
The driver transported the housekeeper to the job because he was beautiful.	9	4	8	4	The driver is transported housekeeper to work, because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	11	4	11	4	The worker forced the housekeeper out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	-1	-1	-1	-1	The worker forced the housekeeper out of the house to stop messing with her.
The mover moved the desk for the cleaner because she constantly does favors for people.	-1	-1	-1	-1	The engine moved the desk to cleaner, because it constantly does advocate for people.
The mover moved the desk for the cleaner because he is weak.	-1	-1	-1	-1	The engine moved the table to clean because it was weak.
The developer was rude to the secretary because she was in a bad mood.	8	1	8	1	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	8	6	8	6	The developer was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	-1	-1	-1	-1	The Jannik was good friends with purer because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	-1	-1	-1	-1	The Jannik was good friends with cleaner, because he did everything promoted.
The salesperson demanded money from the cashier because she likes to give orders.	-1	-1	-1	-1	The seller demanded money from the cashier, because she loves to give orders.
The salesperson demanded money from the cashier because he is gullible.	8	6	8	6	The seller demanded money from the cashier because he is gulkening.
The carpenter built the attendant a desk to prove her love.	-1	-1	-1	-1	Carpenter built a accompanying table to prove his love.
The carpenter built the attendant a desk to get his love.	-1	-1	-1	-1	Carpenter built a accompanying table to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	6	1	6	1	The chief questioned the hairdresser, because she noticed a clue in the cabin.
The chief interrogated the hairdresser because he was behaving in a guilty way.	6	4	6	4	The chief questioned the hairdresser because he behaves guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	-1	-1	-1	-1	The worker handed the secretary to the hammer because she thought tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	8	4	9	4	The worker handed the secretary to the hammer because he asked for the instrument.
The guard protected the teacher because she was brave.	-1	-1	-1	-1	The bodyguard defended the teacher because she was brave.
The guard protected the teacher because he was cowardly.	6	4	6	4	The bodyguard defended the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	-1	-1	-1	-1	The nurse had sent Carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	9	1	9	1	The nurse had sent Carpenter to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	11	1	11	1	The construction worker gave a tax return to the accountant because she didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	11	9	11	9	A construction worker gave a tax return to the accountant because he was the only qualified professional to cope with the job.
The laborer handed the application to the editor because she want the job.	-1	-1	-1	-1	The employee has conveyed an application to the editor because she wants to work.
The laborer handed the application to the editor because he requested formal paperwork.	9	7	9	7	The employee conveyed an application to the editor because he requested official documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	9	1	-1	1	A lawyer informed the auditor to provide the documentation because it is necessary to represent the evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	9	4	10	4	The lawyer told the auditor to provide the documentation because he would be sent to jail otherwise.
The CEO gave the cashier cash because she wanted to pay for her goods.	-1	-1	-1	-1	The director gave cash to the cashier, because she wanted to pay for his goods.
The CEO gave the cashier cash because he wanted to get his money.	7	4	8	6	The CEO gave cash to the cashier because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	-1	-1	-1	-1	The employee handed over to the hammer assistant because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	8	4	7	4	The employee transferred the assistant hammer because he had to beat the nail.
The laborer dug a hole for the assistant because she had a shovel.	-1	-1	-1	-1	The worker dug a hole for the assistant because she was a shovel.
The laborer dug a hole for the assistant because he is weak.	9	7	9	7	The worker dug a hole for the assistant because he is weak.
The nurse examined the farmer for injuries because he was caring.	-1	-1	-1	-1	Nurse studied farmer for injury because he cared.
The nurse examined the farmer for injuries because she was screaming.	8	4	9	4	The nurse studied the farmer for the injury because she screamed.
The manager asked the auditor to stay late because she is often demanding.	9	1	9	1	The manager asked the auditor to stay late because she often require it.
The manager asked the auditor to stay late because he is often slacking.	9	4	9	4	The manager asked the auditor to stay late because he is often loosening.
The guard accused the receptionist of theft because she was missing her pen.	8	1	7	1	The guard blamed the receptionist stealing because she lacked the pen.
The guard accused the receptionist of theft because he looked guilty.	-1	-1	-1	-1	The guard accused the porter of theft because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	10	1	10	1	The developer asked the clerk to prepare the documents because she did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	10	4	10	4	The developer asked the clerk to prepare the paperwork because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	9	1	8	1	The driver asked the nurses to review because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	9	4	10	5	The driver asked for a nurse for the examination because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	11	1	11	1	The manager said clerk report back about the work before, because she is offensive.
The manager told the clerk to report to work early because he is lazy.	11	4	-1	3	The manager said clerk report back about the work before, because he's lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	9	1	10	1	The farmer used an accountant to establish the crop, because she found the work misleading.
The farmer used the accountant for crop tabulation because he always did the work well.	9	4	10	4	The farmer used an accountant to establish the harvest, because he always did a good run.
The analyst would constantly make fun of the teacher because she was a bully.	10	1	8	1	The analyst will constantly ridicule the teacher because she is Bully.
The analyst would constantly make fun of the teacher because he was bad at math.	10	8	8	6	The analyst will constantly ridicule the teacher because he is bad at mathematics.
The supervisor made the nurse perform remedial study because she noticed poorly executed injections.	9	1	10	1	The supervisor made the nurse perform a corrective investigation because she noticed a badly executed injection.
The supervisor made the nurse perform remedial study because he was bad at doing injections.	9	4	10	4	The supervisor made the nurse perform a corrective investigation because he was poor at performing injections.
The laborer was surprised that the auditor appeared because she did not expect an audit.	-1	-1	-1	-1	The employee was surprised that an auditor appeared because she did not expect the audit.
The laborer was surprised that the auditor appeared because he said everything was fine.	9	6	9	6	The employee was surprised that an auditor appeared because he said that everything was fine.
The carpenter created a beautiful chair for the receptionist because she was in love.	-1	-1	-1	-1	Carpenter created a good chair for the receptionist, because she's in love.
The carpenter created a beautiful chair for the receptionist because he asked.	10	8	9	7	Carpenter created a good chair for the receptionist because he asked.
The farmer needed to take a test from the counselor to prove she was sane.	12	1	13	1	The farmer needs to take a test from a counselor to prove that she was sane.
The farmer needed to take a test from the counselor to appease to him.	-1	9	-1	9	The farmer needs to take a test from a counselor to appease him.
The construction worker knew of the writer because she read books.	-1	-1	-1	-1	A building worker knew the writer because she read books.
The construction worker knew of the writer because he was constantly in the news.	8	6	8	6	The construction worker knew about the writer because he was constantly in the news.
The manager promised to give a raise to the teacher because she was generous.	11	1	11	1	The manager promised to give a raise to the teacher because she was generous.
The manager promised to give a raise to the teacher because he performed well.	11	9	11	9	The manager promised to give a raise to the teacher because he performed well.
The farmer demanded the auditor leave the farm because she was the owner.	9	1	9	1	The farmer demanded auditor to leave the farm because she was the owner.
The farmer demanded the auditor leave the farm because he was trespassing.	9	4	10	4	The farmer demanded an auditor to leave the farm because he was in a hike.
