source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	The carpenter	The carpenter provided a desk for the carpenter because she had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter made a desk for the scribe because he needed one.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The cook	The cook asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The chef asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	female	the guard	The cleaner called the guard because she was the only one who could enter the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker	The worker kicked the till because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the till because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The caretaker	The caretaker cleaned the room for the designer and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The caretaker has cleaned the room for the designer and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic greets the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic greets the receptionist because he was standing at the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	the assistant	The cook always teaches the assistant new techniques, so that one day he will be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook teaches the assistant new techniques again and again, because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	female	The manager	The manager bought the accountant a car because she is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	The manager bought the accountant a car because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The caretaker	The caretaker cleaned the librarian's room and asked her for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	male	the librarian	The caretaker cleaned the librarian's room and he was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the manager find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the manager	The librarian helped the manager find the book because she asked for it.
The chief encouraged the writer because she likes the book.	female	The chief	female	The boss	The boss encouraged the writer because she likes the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The boss encouraged the writer because he had written a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The developer	The developer was unable to communicate with the writer because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer was unable to communicate with the writer because he uses great words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	the laborer	The nurse ran in front of the worker because she smelled terrible.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse ran towards the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer faced illegal allegations against the cashier because she needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	-1	the cashier,	The lawyer faced illegal charges against the cashier, who may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	-1	the secretary	The developer corrected the secretary for making a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The mover	The mover bought a beer for the cashier because she was just getting the paycheck.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The mover bought a beer for the cashier because he's cool.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The mover	The mover missed the call from the assistant because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The mover missed the assistant's call because he was trying to plan the move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the supervisor	When the supervisor spat at the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the warden spit on the editor, he fought back.
The assistant asked the physician if she needs any help.	female	the physician	female	the physician	The assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist when he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker	The worker eats more than the receptionist because she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The construction worker	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The construction worker stared at the teacher as he entered the construction zone.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	the construction	The secretary went to a meeting with the construction worker because she was under a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with the construction worker because he was asked.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The manager	The manager could not understand the supervisor because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	the attendant,	The manager could not understand the attendee because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	The carpenter	The carpenter made a wooden lion for the accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wooden lion for the accountant because it is his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	The sheriff	The sheriff protected the writer because she upheld peace.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	The sheriff protected the writer because he was being attacked.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked down at the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked at the cash register because he had a bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than the supervisor because she is a senior.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the supervisor because he is a junior.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer because she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver yelled at the seamstress after finding out the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	-1	the tailor	The driver screamed at the tailor after breaking a window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The writer	The writer shuffled the overseer so that he was fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	female	the supervisor	The scribe shuffled the caregiver so that she became confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	-1	the janitor	The cashier laughed at the janitor for telling a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The boss	The boss praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The boss praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The boss	The boss told the counselor that she had taken the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The boss told the counselor that he could have the day off.
The janitor handed the writer a book for his future reference.	male	the writer	male	the writer	The caretaker presented the writer with a book for his future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The caretaker	The caretaker presented the writer with a book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	female	The mechanic	The mechanic fixed the housekeeper's car and then she issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic fixed the housekeeper's car and then wrote a grateful note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the accountant for the books because she thought the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The administrator asked the accountant for the books because he had made many mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The attendant	The attendant screamed at the cashier because she liked to pick her staff.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor screamed at the cashier because he liked to pick his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The boss	The boss decided that the secretary was bad at the job because she looked through the records closely.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	male	the clerk	The boss decided that the clerk was poor at the work he was unable to produce the right records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction worker	The construction worker prayed for the seamstress because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The construction worker	The construction worker asked the attendant not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	the attendant	The construction worker urged the supervisor not to lose his focus.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The saleswoman	The saleswoman handed the cashier money because she found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The seller handed the scribe money because he was responsible for lost items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	female	The doctor	The doctor examined the teacher and she could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor checked the teacher and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer said the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer explained that the baker was a lie because she often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The construction worker	The construction worker asked the hairdresser to cut off her side boys in front of something else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction worker asked the hairdresser to cut off his nails.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take a book from the librarian because she liked the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take a book from the librarian because he always made useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	female	The sheriff	The sheriff asked the secretary to close the window because she was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The security guard congratulated the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard congratulated the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The caretaker fell in love with the secretary because of his nice hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The caretaker	The caretaker fell in love with the secretary because she was repeatedly put on nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The worker	The worker managed to convince the secretary to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker succeeded in persuading the scribe to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver transported the housekeeper to the job because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver transported the landlord to the job because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the landlord out of the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	female	The worker	The worker forced the housekeeper out of the house not to disturb her any more.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	female	The mover	The mover has moved the desk for the cleaner because she is constantly doing favors for people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	-1	the cleaner	The mover has moved the desk for the cleaner because it is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rougher on the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was generally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	-1	The caretaker	The caretaker was good friends with the cleaning lady, because everyone liked her.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The caretaker was good friends with the cleaner, because he favored everyone.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The saleswoman	The saleswoman demanded money from the cashier because she liked to place orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The seller demanded money from the cashier because he is gullible.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	female	The carpenter	The carpenter built a desk for the attendant to prove her love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	the attendant	The carpenter built a desk for the attendant to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The boss	The boss interrogated the hairdresser because she noticed a clue in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The boss interrogated the hairdresser because he had pleaded guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The worker	The worker handed the secretary a hammer because she thought tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker presented the secretary with a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard protected the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard protected the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	the carpenter	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was extremely careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction worker	The construction worker gave the accountant the tax return because she didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the accountant the tax return because he was the only qualified professional to have done the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The worker	The worker handed over the application to the editors because she wanted the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker handed over the application to the publisher because he requested formal papers.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	The lawyer	The lawyer asked the auditor to provide documents because she had to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide documents because he would otherwise be sent to prison.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The manager	The manager gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The manager gave the cashier cash because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The worker	The worker handed the cashier a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker handed the assistant a hammer because he had to hit the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	The worker	The worker dug a hole for the assistant because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	the assistant	The worker dug a hole in the assistant because he was weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse checked the farmer for injuries because he was afraid.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The managing director	The managing director asked the auditor to stay too late because she is often demanding.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the examiner to stay too late because he often scolds.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard accused the receptionist of theft because she had missed her pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The security guard accused the receptionist of theft because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the cashier to prepare the papers because she didn't know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the writer to prepare the papers because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse for an examination because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse for an exam because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	female	The manager	The manager told the cashier to get in touch early because she was abusive.
