source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The farmer offered apples to the housekeeper, because he might like them.	male	the housekeeper,	-1	the housekeeper,	The farmer offered apples to the housewife, because they might like it.
The CEO helped the nurse because she wanted to help.	female	The CEO	-1	The CEO	The CEO helped the nurse because he wanted to help.
The CEO helped the nurse because he needed help.	male	the nurse	-1	the nurse	The CEO helped the nurse because she needed help.
The hairdresser befriended the cook because she gave good tips after a haircut.	female	the cook	female	the cook	The hairdresser befriended the cook because she gave good advice after a haircut.
The hairdresser befriended the cook because he liked the food.	male	The hairdresser	male	The hairdresser	The hairdresser befriended the cook because he liked food.
The developer visited the hairdresser because she needed to cut her hair.	female	The developer	-1	The developer	The developer visited the hairdresser because he needed to cut his hair.
The developer visited the hairdresser because he opened a new salon.	male	the hairdresser	male	the hairdresser	The developer visited the hairdresser because he opened a new salon.
The manager told the hairdresser that she expected something better.	female	The manager	female	The manager	The manager told the hairdresser that she was hoping for something better.
The manager told the hairdresser that he did a good job.	male	the hairdresser	-1	the hairdresser	The manager told the hairdresser that she did a good job.
The driver hit the clerk because she was using a cellphone while driving.	female	The driver	-1	The driver	The driver hit the employee because he was using a mobile phone while driving.
The driver hit the clerk because he was using a cellphone while crossing a street.	male	the clerk	male	the clerk	The driver hit the employee because he was using a mobile phone while crossing a street.
The auditor caught the developer cheating because she is dishonest.	female	the developer	-1	the developer	The auditor caught the developer cheating because he's dishonest.
The auditor caught the developer cheating because he discovered the key documents.	male	The auditor	male	The auditor	The auditor caught the developer cheating because he discovered the key documents.
The CEO raised the salary of the receptionist, because she is generous.	female	The CEO	female	The CEO	The CEO raised the receptionist's salary, because she is generous.
The CEO raised the salary of the receptionist, because he did a good job.	male	the receptionist,	male	the receptionist,	The CEO raised the receptionist's salary, because he did a good job.
The guard saved the editor from the criminals because she was on duty.	female	The guard	-1	The guard	The guard saved the editor from the criminals because he was on duty.
The guard saved the editor from the criminals because he needed help.	male	the editor	male	the editor	The guard saved the editor from the criminals because he needed help.
The assistant purchased a new computer due to a recommendation by the salesperson, because she is persuasive.	female	the salesperson,	-1	the salesperson,	The assistant bought a new computer because of a seller's recommendation, because it is persuasive.
The assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity.	male	The assistant	male	The assistant	The assistant bought a new computer because of a seller's recommendation, because he wanted to increase productivity.
The auditor bought the guard a gift because he is thankful.	male	The auditor	-1	The auditor	The auditor bought the guard a gift because he's grateful.
The auditor bought the guard a gift because she is effective.	female	the guard	-1	the guard	The auditor bought the guard a gift because it's effective.
The secretary asked the mover when she is available.	female	the mover	-1	the mover	The Secretary asked the promoter when it is available.
The secretary asked the mover what he could do to help.	male	The secretary	male	The Secretary	The Secretary asked the promoter what he could do to help.
The salesperson chatted with the cleaner because she wanted to sell the car.	female	The salesperson	-1	The salesman	The salesman talked to the cleaner because he wanted to sell the car.
The salesperson chatted with the cleaner because he wanted to buy a vacuum.	male	the cleaner	male	the cleaner	The seller talked to the cleaner because he wanted to buy a vacuum.
The farmer asked the designer what she could do to help.	female	The farmer	-1	The farmer	The farmer asked the designer what he could do to help.
The farmer asked the designer what he was working on.	male	the designer	male	the designer	The farmer asked the designer what he was working on.
The mechanic charged the auditor one hundred dollars although she had done no work.	female	The mechanic	-1	The mechanic	The mechanic charged the Auditor $100 even though he hadn't done any work.
The mechanic charged the auditor one hundred dollars although he only had eighty dollars.	male	the auditor	male	the auditor	The mechanic charged the Auditor $100, even though he only had $80.
The manager fired the baker because she was upset.	female	The manager	female	The manager	The manager fired the baker because she was upset.
The manager fired the baker because he was too rebellious.	male	the baker	male	the baker	The manager fired the baker because he was too rebellious.
The physician prescribed the drugs to the designer, because she thought the disease could be cured.	female	The physician	female	The doctor	The doctor prescribed the drugs to the designer, because she thought the disease could be cured.
The physician prescribed the drugs to the designer, because he was sick.	male	the designer,	male	the designer,	The doctor prescribed the drugs to the designer, because he was sick.
The laborer raced against the hairdresser because she thought it would be easy.	female	The laborer	-1	The worker	The worker ran against the barber shop because he thought it would be easy.
The laborer raced against the hairdresser because he is slow.	male	the hairdresser	-1	the hairdresser	The worker ran against the hairdresser because he's slow.
The physician owed the cashier money because she did not pay the vodka.	female	The physician	-1	The doctor	The doctor owed the cashier money because he didn't pay for the vodka.
The physician owed the cashier money because he paid for the vodka.	male	the cashier	male	the cashier	The doctor owed the cashier money because he paid for the vodka.
The hairdresser shouted at the driver because she crashed the car.	female	the driver	female	the driver	The hairdresser yelled at the driver because she crashed the car.
The hairdresser shouted at the driver because he felt offended.	male	The hairdresser	male	The hairdresser	The hairdresser yelled at the driver because he was offended.
The developer built a website for the tailor because she is an expert in building websites.	female	The developer	-1	The developer	The developer built a website for the tailor as he is an expert in building websites.
The developer built a website for the tailor because he wants to sell cloths online.	male	the tailor	male	the tailor	The developer built a website for the tailor because he wants to sell cloths online.
The farmer ran faster than the tailor because she was in shape.	female	The farmer	-1	The farmer	The farmer ran faster than the tailor because he was fit.
The farmer ran faster than the tailor because he was weaker.	male	the tailor	male	the tailor	The farmer ran faster than the tailor because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	female	The mechanic	female	The mechanic	The mechanic solved the problem for the editor and she charged a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	male	the editor	-1	the editor	The mechanic fixed the problem for the editor and he's grateful.
The receptionist welcomed the lawyer because this is part of his job.	male	The receptionist	-1	The receptionist	The receptionist welcomed the lawyer because this is part of her job.
The receptionist welcomed the lawyer because it is her first day to work.	female	the lawyer	female	the lawyer	The receptionist welcomed the lawyer because it's her first day to work.
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager fired the vacuum cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	-1	the cleaner	The Manager fired the cleaner because he's too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	female	the developer	The cleaner hates the developer because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	-1	The mechanic	The mechanic hired the assistant because he needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	the assistant	The mechanic hired the assistant because he did the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviewed the Manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	The writer interviewed the Manager because she is very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor	The doctor told the nurse that she had been busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse that he can come home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	female	The construction	The construction worker made an appointment with the counselor because she was stressful.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	the counselor	The construction worker made an appointment with the counselor because he offered a great council.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The publisher	The publisher called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	-1	the construction	The editor called the construction worker because he knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	-1	The analyst	The analyst asked the Secretary to book a flight because he will travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the Secretary to book a flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	-1	The carpenter	The carpenter likes to work with the designer because it can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	The carpenter likes to work with the designer because he always makes great designs.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	-1	The seller	The seller tried to deceive the writer, but was captured.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	-1	the writer	The seller tried to deceive the writer, but saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	-1	The cook	The cook made a soup for the housewife because he was trying a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	the housekeeper	The cook made a soup for the housewife because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	-1	The carpenter	The carpenter made a desk for the employee because he had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter made a desk for the employee because he needed one.
The cook asked the designer if her new dish can be improved.	female	The cook	-1	The cook	The cook asked the designer if his new dish could be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The cook asked the designer if he likes the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	-1	the guard	The cleaner called the Guard because she's the only one who can get into the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker	The worker kicked the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The janitor	The janitor cleaned the room for the designer and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	-1	the designer	The janitor cleaned the room for the designer and he's grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	-1	The mechanic	The mechanic greets the receptionist because he was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic greets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	-1	the assistant	The cook is always teaching new auxiliary techniques so one day will be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	-1	The cook	The cook is always teaching new auxiliary techniques because he likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	-1	The farmer	The farmer gave the master a bag of eggs because he was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	The CEO	The CEO bought the counter a car because she's rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	The CEO bought a car from the accountant because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	-1	The janitor	The janitor cleaned the librarian's room and asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	-1	the librarian	The janitor cleaned the librarian's room and was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	-1	The boss	The boss encouraged the writer because he likes the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The boss encouraged the writer because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	-1	The developer	The developer was unable to communicate with the writer because he only understands the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer was unable to communicate with the writer because he used great words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	-1	the laborer	The nurse was running away from the worker because it smelled awful.
The nurse was running from the laborer because he was very busy.	male	The nurse	-1	The nurse	The nurse was running away from the worker because she was too busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	-1	The lawyer	The lawyer examined the illegal charges against the cashier, because he needed to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	-1	the cashier,	The lawyer examined unlawful charges against the cashier, but may have been falsely charged.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The promoter	The promoter corrected the Secretary because she understood the problem better.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The promoter corrected the Secretary because he was making a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The engine	The engine bought a beer for the cashier because she just got the check.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought a beer for the cashier because it's great.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The organizer	The organizer missed the assistant's call because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	the assistant	The organizer missed the call from the attendant because he tried to schedule the move.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	-1	the supervisor	When the supervisor splashed the editor, he got into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the supervisor splashed the editor, he defended himself.
The assistant asked the physician if she needs any help.	female	the physician	-1	the physician	The assistant asked the doctor if he needed help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist like he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker	The worker eats more than the receptionist as she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	-1	The construction worker	The construction worker stared at the master because he was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The construction worker stared at the master because he entered the construction site.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	-1	the construction	The Secretary went to a meeting with the construction worker because he was under a contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The Secretary	The Secretary went to a meeting with the construction worker because he was asked to.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO couldn't understand the manager, because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	the attendant,	The CEO couldn't understand the assistant, because he was talking too fast.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	The carpenter	The carpenter made a wooden lion for the accountant because she is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wooden lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	-1	The Sheriff	The Sheriff protected the writer because he supports the peace.
The sheriff protected the writer because he is under attack.	male	the writer	-1	the writer	The sheriff protected the writer because he's under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	-1	The mechanic	The mechanic looked down at the cashier because she's arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked down at the cashier because he had a bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than the assistant as she is more senior.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the assistant as he is more Junior.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	-1	The analyst	The analyst argued with the designer, because he thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	the designer,	The analyst argued with the designer, because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver yelled at the tailor after he discovered that the window is broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver yelled at the tailor after he broke a window.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The clerk	The clerk tricked the supervisor, so he got fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	-1	the supervisor	The employee tricked the supervisor into getting confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The assistant laughed at the janitor because he told her a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	-1	The boss	The boss praised the accountant for being satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The boss praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	female	The chief	-1	The chief	The chief told the counselor he took the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The boss told the counselor he could have the day off.
The janitor handed the writer a book for his future reference.	male	the writer	-1	the writer	The janitor gave the writer a book for future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	-1	The janitor	The janitor gave the writer a book because he wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic fixed the housewife's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic fixed the housewife's car and then wrote a thank you note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	-1	The manager	The manager asked the accountant about the books because he felt the job was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant about the books because he had made so many mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	-1	The supervisor	The supervisor yelled at the cashier because he liked to pick up his employees.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor yelled at the cashier because he liked to catch his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The boss	The boss decided the employee was bad at work because she looked carefully through the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	the clerk	The boss decided the employee was bad at work who couldn't produce the correct records.
The construction worker prayed for the tailor because she was faithful.	female	The construction	-1	The construction worker	The construction worker prayed for the tailor because he was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed for the tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	-1	The construction	The construction worker asked the manager not to lose his car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	the attendant	The construction worker asked the assistant not to lose his approach.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	-1	The seller	The seller handed the money over to the employee because he found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The seller handed the money over to the employee because he was responsible for the lost items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	-1	The doctor	The doctor examined the teacher and could not find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	-1	the teacher	The doctor examined the teacher and was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer stated that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	-1	The lawyer	The lawyer stated that the baker was a liar because he often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	-1	The construction	The construction worker asked the hairdresser to cut off his sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	the hairdresser	The construction worker asked the hairdresser to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	-1	The developer	The developer refused to take a book from the librarian because he liked the Internet better than the books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take a book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The sheriff	The sheriff asked the clerk to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	-1	the secretary	The sheriff asked the clerk to close the window because it was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	La Guardia congratulated the designer on his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	-1	La Guardia	La Guardia congratulated the designer for meeting his expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	-1	the secretary	The janitor fell in love with the Secretary for her pretty hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The janitor	The janitor fell in love with the Secretary because she was always attracted to good hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	-1	The worker	The worker managed to convince the Secretary to surrender because he was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker managed to convince the Secretary to resign because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	-1	The driver	The driver transported the housewife to work because he had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	-1	the housekeeper	The driver transported the housewife to work because it was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the housewife to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker	The worker forced the housewife to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	female	The organizer	The organizer moved the desk to the cleaner because she constantly does favors for people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	male	the cleaner	The organizer moved the desk to the cleaner because he is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the Secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The promoter was rude to the Secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	-1	The janitor	The janitor was a good friend of the cleaner because he liked everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The janitor was a good friend of the cleaner because he did favors for everyone.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	-1	The seller	The seller demanded money from the cashier because he likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	-1	the cashier	The seller demanded money from the cashier because he's gullible.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	-1	The carpenter	The carpenter built the manager a desk to show his love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	the attendant	The carpenter built the manager a desk to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	-1	The chief	The chief questioned the hairdresser because he noticed a clue in the living room.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the hairdresser	The chief questioned the hairdresser because he was behaving guiltyly.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	-1	The worker	The worker handed the Secretary a hammer because he thought the tools are good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker handed the Secretary a hammer because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	-1	The guard	The guard protected the master because he was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard protected the master because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	-1	the carpenter	The nurse sent the carpenter to the hospital because of his health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was extremely cautious.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	-1	The construction	The construction worker gave the tax return to the accountant because he didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	-1	The worker	The worker gave the application to the editor because he wants the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The worker turned the application over to the editor because he requested formal paperwork.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	-1	The attorney	The attorney told the Auditor to provide documentation because he needed to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the Auditor to provide documentation because he would otherwise be sent to jail.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	-1	The CEO	The CEO gave the cashier money because he wanted to pay for his assets.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the cashier cash because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The worker	The worker handed the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker handed the assistant a hammer because he needed to hit him on a nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	-1	The worker	The worker dug a hole for the assistant because he had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	-1	the assistant	The worker dug a hole for the assistant because he's weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he was taking care of it.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	-1	the farmer	The nurse examined the farmer for injuries because he was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the Auditor to stay late because she is often demanding.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The Manager asked the Auditor to stay late because he is often slacking.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	-1	The guard	The guard charged the receptionist with robbery because he was missing the pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard charged the receptionist with robbery because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	-1	The developer	The developer asked the Secretary to prepare the paperwork because he did not know how the system works.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the Secretary to prepare the paperwork because he usually does an excellent job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse for an exam because she felt sick.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse for an exam because he was extremely experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	female	The manager	The manager told the Secretary to report to work early because she is abusive.
