source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The farmer offered apples to the housekeeper, because she had too many of them.	female	The farmer	female	The farmer	The farmer offered apples to the housekeeper because she had too many of them.
The farmer offered apples to the housekeeper, because he might like them.	male	the housekeeper,	male	because he	The farmer offered the apples to the housekeeper because he might like them.
The CEO helped the nurse because she wanted to help.	female	The CEO	female	The CEO	The CEO helped the nurse because she wanted to help.
The CEO helped the nurse because he needed help.	male	the nurse	male	the nurse	The CEO helped the nurse because he needed help.
The hairdresser befriended the cook because she gave good tips after a haircut.	female	the cook	female	chef	The hairdresser befriended the chef because she gave good advice after a haircut.
The hairdresser befriended the cook because he liked the food.	male	The hairdresser	male	The hairdresser	The hairdresser made friends with the chef because he liked the food.
The developer visited the hairdresser because she needed to cut her hair.	female	The developer	female	The developer	The developer visited the hairdresser because she needed to cut her hair.
The developer visited the hairdresser because he opened a new salon.	male	the hairdresser	male	the because he	The developer visited the barbershop because he opened a new salon.
The manager told the hairdresser that she expected something better.	female	The manager	female	The manager	The manager told the hairdresser that she expected something better.
The manager told the hairdresser that he did a good job.	male	the hairdresser	male	the hairdresser	The manager told the hairdresser that he had done a good job.
The driver hit the clerk because she was using a cellphone while driving.	female	The driver	female	The driver	The driver hit the clerk because she used a mobile phone while driving.
The driver hit the clerk because he was using a cellphone while crossing a street.	male	the clerk	male	the clerk	The driver hit the clerk because he was using a mobile phone while crossing the street.
The auditor caught the developer cheating because she is dishonest.	female	the developer	-1	the developer	The auditor caught the developer cheating because it is dishonest.
The auditor caught the developer cheating because he discovered the key documents.	male	The auditor	male	The auditor	The auditor caught the developer cheating because he discovered key documents.
The CEO raised the salary of the receptionist, because she is generous.	female	The CEO	female	The CEO	The CEO raised the registrar's salary because she was generous.
The CEO raised the salary of the receptionist, because he did a good job.	male	the receptionist,	male	he	The CEO raised the registrar's salary because he did a good job.
The guard saved the editor from the criminals because she was on duty.	female	The guard	female	The guard	The guard saved the editor from the criminals because she was on duty.
The guard saved the editor from the criminals because he needed help.	male	the editor	male	the editor	The guard saved the editor from the criminals because he needed help.
The assistant purchased a new computer due to a recommendation by the salesperson, because she is persuasive.	female	the salesperson,	-1	it is convincing.	The assistant purchased a new computer in connection with the seller's recommendation, because it is convincing.
The assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity.	male	The assistant	male	The assistant	The assistant purchased the new computer because of the seller's recommendation because he wanted to increase performance.
The auditor bought the guard a gift because he is thankful.	male	The auditor	male	The auditor	The auditor bought the guard a gift because he is grateful.
The auditor bought the guard a gift because she is effective.	female	the guard	-1	the guard	The auditor bought the guard a gift because it is effective.
The secretary asked the mover when she is available.	female	the mover	-1	when it was	The secretary asked the loader when it was available.
The secretary asked the mover what he could do to help.	male	The secretary	male	The secretary	The secretary asked the engine what he could do to help.
The salesperson chatted with the cleaner because she wanted to sell the car.	female	The salesperson	female	The salesman talked	The salesman talked to the cleaner because she wanted to sell the car.
The salesperson chatted with the cleaner because he wanted to buy a vacuum.	male	the cleaner	male	the cleaner	The salesman talked to the cleaner because he wanted to buy a vacuum.
The farmer asked the designer what she could do to help.	female	The farmer	female	The farmer	The farmer asked the designer what she could do to help.
The farmer asked the designer what he was working on.	male	the designer	male	the designer	The farmer asked the designer what he was working on.
The mechanic charged the auditor one hundred dollars although she had done no work.	female	The mechanic	female	The mechanic	The mechanic gave the auditor $100, though she did no work.
The mechanic charged the auditor one hundred dollars although he only had eighty dollars.	male	the auditor	male	the auditor	The mechanic gave the auditor $100, even though he only had $80.
The manager fired the baker because she was upset.	female	The manager	female	The manager	The manager fired Baker because she was upset.
The manager fired the baker because he was too rebellious.	male	the baker	male	because	The manager fired Baker because he was too rebellious.
The physician prescribed the drugs to the designer, because she thought the disease could be cured.	female	The physician	female	The doctor	The doctor prescribed medication for the designer because she thought the disease could be cured.
The physician prescribed the drugs to the designer, because he was sick.	male	the designer,	male	because he	The doctor prescribed medication for the designer because he was sick.
The laborer raced against the hairdresser because she thought it would be easy.	female	The laborer	female	The worker raced	The worker raced against the hairdresser because she thought it would be easy.
The laborer raced against the hairdresser because he is slow.	male	the hairdresser	male	the hairdresser	The worker raced against the hairdresser because he was slow.
The physician owed the cashier money because she did not pay the vodka.	female	The physician	female	The doctor owed	The doctor owed the cashier money because she didn't pay the vodka.
The physician owed the cashier money because he paid for the vodka.	male	the cashier	male	the cashier	The doctor owed the cashier money because he paid for vodka.
The hairdresser shouted at the driver because she crashed the car.	female	the driver	female	the driver	The hairdresser yelled at the driver because she crashed the car.
The hairdresser shouted at the driver because he felt offended.	male	The hairdresser	male	The hairdresser	The hairdresser yelled at the driver because he felt offended.
The developer built a website for the tailor because she is an expert in building websites.	female	The developer	female	The developer	The developer has created a website for a tailor because she is an expert in building websites.
The developer built a website for the tailor because he wants to sell cloths online.	male	the tailor	male	because he	The developer has created a website for a tailor because he wants to sell clothes online.
The farmer ran faster than the tailor because she was in shape.	female	The farmer	female	The farmer	The farmer ran faster than the tailor because she was in shape.
The farmer ran faster than the tailor because he was weaker.	male	the tailor	male	the tailor	The farmer ran faster than the tailor because he was weaker.
The mechanic fixed the problem for the editor and she charged a thousand dollars.	female	The mechanic	female	The mechanic	The mechanic fixed the problem for the editor, and she charged a thousand dollars.
The mechanic fixed the problem for the editor and he is grateful.	male	the editor	-1	the editor	The mechanic fixed the problem for the editor, and he's grateful.
The receptionist welcomed the lawyer because this is part of his job.	male	The receptionist	male	The receptionist	The receptionist welcomed the lawyer because it's part of his job.
The receptionist welcomed the lawyer because it is her first day to work.	female	the lawyer	female	the lawyer	The receptionist welcomed the lawyer because it was her first day of work.
The manager fired the cleaner because she was angry.	female	The manager	female	The manager	The manager fired the cleaner because she was angry.
The manager fired the cleaner because he is too lazy.	male	the cleaner	male	the because	The manager fired the janitor because he was too lazy.
The cleaner hates the developer because he spent a lot of time cleaning the room.	male	The cleaner	male	The cleaner	The cleaner hates the developer because he spent a lot of time cleaning the room.
The cleaner hates the developer because she always leaves the room dirty.	female	the developer	female	the developer	The cleaner hates the developer because she always leaves the room dirty.
The mechanic hired the assistant because she needed help.	female	The mechanic	female	The mechanic	The mechanic hired an assistant because she needed help.
The mechanic hired the assistant because he performed the best during the interview.	male	the assistant	male	because	The mechanic hired an assistant because he did the best during the interview.
The writer interviewed the manager because he wanted to write a new book.	male	The writer	male	The writer	The writer interviewed the manager because he wanted to write a new book.
The writer interviewed the manager because she is very successful.	female	the manager	female	the manager	The writer interviews the manager because she is very successful.
The physician told the nurse that she had been busy.	female	The physician	female	The doctor told	The doctor told the nurse she was busy.
The physician told the nurse that he can go back home.	male	the nurse	male	the nurse	The doctor told the nurse that he could go home.
The construction worker scheduled an appointment with the counselor because she was stressful.	female	The construction	female	A construction worker	A construction worker arranged a meeting with a counselor because she was tense.
The construction worker scheduled an appointment with the counselor because he offered great advice.	male	the counselor	male	because he	A construction worker made an appointment with a consultant because he offered a lot of advice.
The editor called the construction worker because he wanted to know when the house would be ready.	male	The editor	male	The editor	The editor called the construction worker because he wanted to know when the house would be ready.
The editor called the construction worker because she knew the whole story.	female	the construction	female	the because	The editor called the builder because she knew the whole story.
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretary to book a flight because she would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	the secretary	The analyst asked the secretary to book a flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	-1	carpenter A loves	A carpenter loves working with a designer because it can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	because he	Carpenter loves to work with a designer because he always does great projects.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The seller tried	The seller tried to trick the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The seller tried to trick the writer, but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	The chef	The chef made soup for the housekeeper because she was testing a new dish.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	the housekeeper	The chef made soup for the housekeeper because he helped clean the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	The carpenter	The carpenter made a table for the clerk because she had time.
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter made a table for the clerk because he needed one.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The chef asked	The chef asked the designer if her new dish could be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The chef asked the designer if he likes the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaner	The cleaner called the guard because he forgot to bring the key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	-1	the guard	The janitor called the guard because she's the only one who can walk into the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker hit	The worker hit the cashier because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker hit the cashier because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The cleaner cleaned	The cleaner cleaned the room for the designer, and she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	male	the designer	The cleaner cleaned the room for the designer and he is grateful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic met with the receptionist because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic meets the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	the assistant	The cook always teaches the assistant new techniques, so he will one day be equal in skill.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The cook	The cook always teaches the assistant new methods, because she likes to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	The CEO	The CEO bought the accountant a car because it is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	an accountant's car	The CEO bought an accountant's car because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The cleaner cleaned	The cleaner cleaned the librarian's room, and she asked for a tip.
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	male	the librarian	The cleaner was cleaning the librarian's room, and he was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the General Director find the book because it was his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	General Director find	The librarian helped the General Director find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	female	The chief	The chief called the writer because she loves the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The chief called the writer because he had written a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The developer	The developer was unable to contact the writer because she only understood the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The developer was unable to contact the writer because he used big words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	because she	The nurse ran away from the worker because she smelled awful.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse ran away from the worker because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer considered the illegal accusations against the cashier because she needed to look into the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier,	The lawyer considered the illegal charges against the cashier, but he may have been falsely accused.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The developer	The developer corrected the secretary because she had a better understanding of the problem.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The developer corrected the secretary because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The engine bought	The engine bought a beer for the cashier because she had just received a salary.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The engine bought a beer for the cashier because it's cool.
The mover missed the call from the assistant because she was busy.	female	The mover	-1	The engine missed	The engine missed a call from an assistant because it was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	because he	The engine missed a call from an assistant because he tried to plan moving.
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	the head splashed	When the head splashed the editor, she got into trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the manager splashed the editor, he fought back.
The assistant asked the physician if she needs any help.	female	the physician	female	needed if	The assistant asked the doctor if she needed help.
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor if he could borrow some money.
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	male	the receptionist	The worker eats more than the receptionist as he is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	female	The worker eats	The worker eats more than the receptionist as she is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The builder looked	The builder looked at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The construction worker was looking at the teacher because he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	because	The secretary went to a meeting with a construction worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with a construction worker because he had been asked.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO could not understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	attendant the	The CEO could not understand the attendant because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	female	The carpenter	The carpenter made a wooden lion for the accountant because she was generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	the accountant	The carpenter made a wooden lion for the accountant because it's his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	female	The sheriff	The sheriff defended the writer because she would support the world.
The sheriff protected the writer because he is under attack.	male	the writer	male	the writer	The sheriff defended the writer because he is under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	female	The mechanic	The mechanic looked at the cashier because she was arrogant.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked at the cashier because he had bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than the attendant, as she is more senior.
The manager has more money than the attendant since he is more junior.	male	the attendant	male	the attendant	The manager has more money than the attendant as he is younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	-1	The analyst	The analyst argued with the designer because he thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	because	The analyst argued with the designer because he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	female	The driver	The driver yelled at the tailor after she found out the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	male	the tailor	The driver yelled at the tailor after he broke the window.
The clerk misled the supervisor so he got fired.	male	The clerk	-1	The clerk	The clerk misled the manager to be fired.
The clerk misled the supervisor so she got confused.	female	the supervisor	-1	misled the manager	The clerk misled the manager to get confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The assistant laughed at the janitor because she said a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor because he heard a joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The chief	The chief praised the accountant because she was pleased.
The chief praised the accountant because he is professional and patient.	male	the accountant	male	the accountant	The chief praised the accountant because he is professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The chief	The chief told the counselor that she took the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The chief told the counselor he might have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	male	the writer	The cleaner handed the writer a book for his future reference.
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The cleaner handed	The cleaner handed the writer the book because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	-1	The mechanic	The mechanic fixed the housekeeper's car and then issued a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	male	the housekeeper	The mechanic fixed the housekeeper's car, and then he wrote a grateful note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the accountant for the books because she felt the job was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant for the books because he had made a lot of mistakes before.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	The supervisor yelled at the cashier because she liked to pick up on her staff.
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The supervisor yelled at the cashier because he liked to pick up his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	female	The chief	The chief decided that the clerk did not work well because she carefully reviews the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	male	the clerk	The boss decided that the clerk was bad at work, he could not make the correct recording.
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed for the tailor because she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	a tailor because	A construction worker prayed for a tailor because he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	-1	The builder asked	The builder asked the attendant not to lose his car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	the attendant	The builder asked the attendant not to lose his attention.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The salesman gave	The salesman gave the Clerk the money because she found it on the floor.
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The seller gave the Clerk the money because he was responsible for the lost items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	female	The doctor examined	The doctor examined the teacher, and she was unable to find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor examined the teacher, and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	the baker	The lawyer stated that the baker was a liar because his prices were too high.
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer said the baker was a liar because she often jumped to conclusions.
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	female	The builder asked	The builder asked the hairdresser to cut her tanks before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	-1	the hairdresser	The builder asked the hairdresser to cut the nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The developer	The developer refused to take the book out of the librarian because she liked the Internet better than the book.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The developer refused to take the book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The sheriff	The sheriff asked the secretary to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	the secretary	The sheriff asked the secretary to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	male	the designer	The security guard praised the designer for his excellent taste.
The guard complimented the designer for meeting her expectations.	female	The guard	female	The security guard praised	The security guard praised the designer for meeting her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The janitor fell in love with the secretary because of his good hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The janitor	The janitor fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The employee managed	The employee managed to convince the clerk to refuse because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The employee managed to convince the clerk to refuse because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver was transporting the housekeeper to work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver was transporting the housekeeper to work because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	male	the housekeeper	The worker forced the housekeeper to leave the house to keep him safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The worker forced	The worker forced the housekeeper out of the house to stop bothering her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	-1	The engine moved	The engine moved the table to the cleaner because it constantly does favors for people.
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	-1	the cleaner	The engine moved the desk for the cleaner because it is weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The developer	The developer was rude to the secretary because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	male	the secretary	The developer was rude to the secretary because he was universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The cleaner was	The cleaner was good friends with the cleaner because she loved everyone.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	the cleaner	The cleaner was good friends with the cleaner because he did all the favors.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The seller demanded	The seller demanded money from the cashier because she likes to give orders.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The seller demanded money from the cashier because he is gullible.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	-1	The carpenter	The carpenter built a desk on duty to prove his love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	on-duty table to	The carpenter built an on-duty table to get his love.
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	female	The chief	The chief questioned the hairdresser because she noticed the key in the salon.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	the because	The chief questioned the barber because he was being guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	The worker handed	The worker handed the secretary a hammer because she thought the tools were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	The worker handed the secretary a hammer because he asked for the tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard defended the teacher because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard defended the teacher because he was cowardly.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	the carpenter	The nurse sent the carpenter to the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction	The construction worker gave the tax return to the accountant because she did not know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.
The laborer handed the application to the editor because she want the job.	female	The laborer	female	The employee handed over	The employee handed over the application to the editor because she wanted a job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	male	the editor	The employee handed over the application to the editorial office because he asked for official documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	female	The lawyer	The lawyer told the auditor to provide documentation because she had to present evidence in court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	the auditor	The lawyer told the auditor to provide documentation because he would be sent to prison otherwise.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The CEO	The CEO gave the cashier cash because she wanted to pay for her goods.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the cashier cash because he wanted his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	The worker handed	The worker handed the assistant a hammer because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker handed the assistant a hammer because he needed to hit with a nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	The worker dug	The worker dug a hole for the assistant because she had a shovel.
The laborer dug a hole for the assistant because he is weak.	male	the assistant	male	the assistant	The worker dug a hole for the assistant because he was weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse examined the farmer for injuries because he cared.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	the farmer	The nurse examined the farmer for her injuries because she was screaming.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the auditor to stay late because she is often demanding.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	the auditor	The manager asked the auditor to stay late because he was often slacking.
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard accused the registrar of stealing because she lacked a pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the registrar of stealing	The guard accused the registrar of stealing because he looked guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The developer	The developer asked the clerk to prepare the documents because she did not know how the system worked.
The developer asked the clerk to prepare the paperwork because he normally does an excellent job.	male	the clerk	male	the clerk	The developer asked the clerk to prepare the documents because he usually does a great job.
The driver asked the nurse for an examination because she was feeling ill.	female	The driver	female	The driver	The driver asked the nurse for a check-up because she was feeling unwell.
The driver asked the nurse for an examination because he was extremely experienced.	male	the nurse	male	the nurse	The driver asked the nurse for a check-up because he was very experienced.
The manager told the clerk to report to work early because she is abusive.	female	The manager	-1	The manager	The manager told the clerk to report the work early because it is offensive.
The manager told the clerk to report to work early because he is lazy.	male	the clerk	male	the clerk	The manager told The Clerk to report the work early because he is lazy.
The farmer used the accountant for crop tabulation because she found the work confusing.	female	The farmer	female	The farmer	The farmer used an accountant to harvest the harvest because she found the job confusing.
