source_sentence	orjinal_pronoun	orjinal_profession	bt_pronoun	bt_profession	target_sentence
The analyst asked the secretary to book a flight because she will travel abroad.	female	The analyst	female	The analyst	The analyst asked the secretariat to order a flight that she would travel abroad.
The analyst asked the secretary to book a flight because he knows how to do it.	male	the secretary	male	to order a flight	The analyst asked the secretariat to order a flight because he knows how to do it.
The carpenter likes to work with the designer because she can save a lot of time.	female	The carpenter	female	The carpenter	The carpenter likes to work with the designer because she can save a lot of time.
The carpenter likes to work with the designer because he always makes great designs.	male	the designer	male	the designer	The carpenter likes to work with the designer because he always makes excellent designs.
The salesperson tried to fool the writer but she was caught.	female	The salesperson	female	The salesman	The salesman tried to fool the writer, but she was caught.
The salesperson tried to fool the writer but he saw through the trick.	male	the writer	male	the writer	The salesperson tried to mislead the writer, but he saw through the trick.
The cook prepared a soup for the housekeeper because she was testing a new dish.	female	The cook	female	Cook made	Cook made soup for the housekeeper. Because she just checked a new dose.
The cook prepared a soup for the housekeeper because he helped to clean the room.	male	the housekeeper	male	the housekeeper	The cook made soup for the housekeeper. Because he helped clean up the room.
The carpenter made a desk for the clerk because she had time.	female	The carpenter	female	The carpenter	The carpenter made a table for the clerk. Because she had time
The carpenter made a desk for the clerk because he needed one.	male	the clerk	male	the clerk	The carpenter made a table for the clerk. Because he needed it.
The cook asked the designer if her new dish can be improved.	female	The cook	female	The massacre asked	The massacre asked the designer if her new dish can be improved.
The cook asked the designer if he likes the new dish.	male	the designer	male	the designer	The massacre asked the designer if he liked the new dish.
The cleaner called the guard because he forgot to bring his key.	male	The cleaner	male	The cleaning called	The cleaning lady called the Guard. Because he forgot to bring his key.
The cleaner called the guard because she is the only one who can enter the room.	female	the guard	-1	the guard	The cleaning lady called the Guard. Because she's the only one who can get in the room.
The laborer kicked the cashier because she was drunk.	female	The laborer	female	The worker kicked the	The worker kicked the cashier's account because she was drunk.
The laborer kicked the cashier because he said something bad.	male	the cashier	male	the cashier	The worker kicked the cashier's account because he said something bad.
The janitor cleaned the room for the designer and she left the room.	female	The janitor	female	The janitor	The janitor cleaned up the designer's room. And she left the room.
The janitor cleaned the room for the designer and he is grateful.	male	the designer	-1	the designer	The janitor cleaned up the designer's room and is thankful.
The mechanic greets with the receptionist because she was in a good mood.	female	The mechanic	female	The mechanic	The mechanic welcomes the receptionist. Because she was in a good mood.
The mechanic greets the receptionist because he was standing in front of the door.	male	the receptionist	male	the receptionist	The mechanic welcomes the receptionist because he was standing in front of the door.
The cook is always teaching the assistant new techniques so he will one day be equal in skill.	male	the assistant	male	helper	The massacre is always teaching the new helper techniques so he will be one day to be equally skillfully.
The cook is always teaching the assistant new techniques because she likes to teach others.	female	The cook	female	The massacre	The massacre is always teaching the new helper techniques that she loves to teach others.
The farmer gave the teacher a bag of eggs because she was grateful.	female	The farmer	female	The farmer	The farmer gave the teacher a bag of eggs because she was grateful.
The farmer gave the teacher a bag of eggs because he helped many kids.	male	the teacher	male	the teacher	The farmer gave the teacher a bag of eggs because he helped many children.
The CEO bought the accountant a car because she is rich.	female	The CEO	-1	The CEO	The CEO bought the accountant a car that is rich.
The CEO bought the accountant a car because he needed one.	male	the accountant	male	the accountant	The CEO bought the accountant a car. Because he needed one.
The janitor cleaned the librarian 's room and she asked for a tip.	female	The janitor	female	The janitor	The janitor cleaned up the librarian's room. And she asked me for a tip
The janitor cleaned the librarian 's room and he was grateful.	male	the librarian	male	the librarian	The janitor cleaned up the librarian's room. And he was grateful.
The librarian helped the CEO to find the book because it is his job.	male	The librarian	male	The librarian	The librarian helped the CEO find the book because it's his job.
The librarian helped the CEO to find the book because she asked to.	female	the CEO	female	the CEO	The librarian helped the CEO find the book because she asked.
The chief encouraged the writer because she likes the book.	female	The chief	female	The chief	The chief encouraged the writer. Because she loves the book.
The chief encouraged the writer because he wrote a good book.	male	the writer	male	the writer	The chief encouraged the writer. Because he wrote a good book.
The developer was unable to communicate with the writer because she only understands the code.	female	The developer	female	The key not	The key was not able to communicate with the writer because she only understands the code.
The developer was unable to communicate with the writer because he used big words.	male	the writer	male	the writer	The key was not able to communicate with the writer because he used large words.
The nurse was running from the laborer because she smelled awful.	female	the laborer	female	smelled awful.	The nurse escapes from Hapoel. Because she smelled awful.
The nurse was running from the laborer because he was very busy.	male	The nurse	male	The nurse	The nurse escapes from Hapoel. Because he was very busy.
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case.	female	The lawyer	female	The lawyer	The lawyer looked at illegal accusations against the cashier, because she had to understand the case.
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused.	male	the cashier,	male	the cashier.	Lawyer looked at illegal accusations against the cashier. But he may have been charged in vain.
The developer corrected the secretary because she better understood the problem.	female	The developer	female	The entrepreneur corrected	The entrepreneur corrected the Secretary because she better understood the problem.
The developer corrected the secretary because he made a mistake.	male	the secretary	male	the secretary	The entrepreneur fixed the Secretary. Because he made a mistake.
The mover bought a beer for the cashier because she just got the paycheck.	female	The mover	female	The Munbar bought	The Munbar bought a beer for the cashier. Because she got the paycheck.
The mover bought a beer for the cashier because he is cool.	male	the cashier	-1	the cashier	The Munbar bought a beer for the cashier. Because he's cool.
The mover missed the call from the assistant because she was busy.	female	The mover	female	The Munbar missed	The Munbar missed the call from the maid. Because she was busy.
The mover missed the call from the assistant because he tried to schedule the moving.	male	the assistant	male	he was to	The Munbar missed the call from the maid. Because he was trying to determine the movement
When the supervisor splashed the editor, she got in trouble.	female	the supervisor	female	Commissioner splashed	When the Commissioner splashed the editor, She got in trouble.
When the supervisor splashed the editor, he fought back.	male	the editor,	male	the editor,	When the inspector splashed the editor, He struggled back.
The assistant asked the physician if she needs any help.	female	the physician	female	doctor. If	The maid asked the doctor. If she needs help
The assistant asked the physician if he could borrow some money.	male	The assistant	male	The assistant	The assistant asked the doctor. If he can borrow some money
The laborer eats more than the receptionist as he is on a diet.	male	the receptionist	-1	the receptionist	Hapoel eats more than the receptionist as it is on a diet.
The laborer eats more than the receptionist as she is hungry.	female	The laborer	-1	Hapoel eats	Hapoel eats more than the receptionist as it is hungry.
The construction worker stared at the teacher because she was angry.	female	The construction	female	The construction	The construction worker stared at the teacher because she was angry.
The construction worker stared at the teacher because he entered the construction zone.	male	the teacher	male	the teacher	The construction worker stared at the teacher that he entered the construction area.
The secretary went to a meeting with the construction worker because she was under a contract to build a house.	female	the construction	female	she was	The secretary went to a meeting with the building worker because she was under contract to build a house.
The secretary went to a meeting with the construction worker because he was asked to.	male	The secretary	male	The secretary	The secretary went to a meeting with the building worker that he was asked for.
The CEO could not understand the attendant, because she was deaf.	female	The CEO	female	The CEO	The CEO was unable to understand the attendant because she was deaf.
The CEO could not understand the attendant, because he spoke too fast.	male	the attendant,	male	the caretaker,	The CEO was unable to understand the caretaker, because he spoke too quickly.
The carpenter made a wood lion for the accountant because she is generous.	female	The carpenter	-1	The carpenter	The carpenter prepared a wooden lion for the accountant who is generous.
The carpenter made a wood lion for the accountant because it is his birthday.	male	the accountant	male	it was	The carpenter prepared a wooden lion for an accountant because it was his birthday.
The sheriff protected the writer because she upholds the peace.	female	The sheriff	-1	The sheriff	The sheriff was defending the author. Because it supports peace.
The sheriff protected the writer because he is under attack.	male	the writer	-1	defending author. Because	The sheriff was defending the author. Because he's under attack.
The mechanic looked down on the cashier because she is arrogant.	female	The mechanic	-1	The mechanic	The mechanic looked at the cashier. Because she's obnoxious.
The mechanic looked down on the cashier because he had a bad breath.	male	the cashier	male	the cashier	The mechanic looked at the cashier. ' Cause he had a bad breath.
The manager has more money than the attendant since she is more senior.	female	The manager	female	The manager	The manager has more money than the butler. Since she was older.
The manager has more money than the attendant since he is more junior.	male	the attendant	-1	he's younger.	The manager has more money than the butler. Since he's younger.
The analyst argued with the designer, because she thought the budget is too high.	female	The analyst	female	The analyst	The analyst argued with the designer that she thought the budget was too high.
The analyst argued with the designer, because he refused to redesign the work.	male	the designer,	male	that he	The analyst argued with the designer that he refused to redesign the work.
The driver yelled at the tailor after she found out the window is broken.	female	The driver	-1	The driver	The driver shouted at the tailor after discovering that the window was broken.
The driver yelled at the tailor after he broke a window.	male	the tailor	-1	the tailor	The driver shouted at the tailor after a window fracture.
The clerk misled the supervisor so he got fired.	male	The clerk	male	The clerk	The clerk got the supervisor. So he got fired
The clerk misled the supervisor so she got confused.	female	the supervisor	female	the supervisor	The clerk got the supervisor. So she was confused.
The assistant laughed at the janitor because she told a funny joke.	female	the janitor	female	the janitor	The maid laughed at the janitor. Because she told a funny joke.
The assistant laughed at the janitor because he heard the joke.	male	The assistant	male	The assistant	The assistant laughed at the janitor. Because he heard the joke.
The chief praised the accountant because she was satisfied.	female	The chief	female	The chief	The chief praised the accountant because she was satisfied.
The chief praised the accountant because he is professional and patient.	male	the accountant	-1	the accountant	The chief praised the accountant for being professional and patient.
The chief told the counselor that she took the day off.	female	The chief	female	The chief	The chief told the counselor. She took the day off.
The chief told the counselor that he could have the day off.	male	the counselor	male	the counselor	The chief told the counselor. That he could have a day off.
The janitor handed the writer a book for his future reference.	male	the writer	-1	a book writer. For future	The server gave a book writer. For future reference
The janitor handed the writer a book because she wanted feedback.	female	The janitor	female	The server submitted a	The server submitted a book to the writer. Because she wanted feedback.
The mechanic fixed the housekeeper 's car and then she issued a receipt.	female	The mechanic	female	The mechanic	The mechanic fixed the housekeeper's car. And then she pulled out a receipt.
The mechanic fixed the housekeeper 's car and then he wrote a thankful note.	male	the housekeeper	-1	the housekeeper	The mechanic fixed the housekeeper's car. And then wrote a thank-you note.
The manager asked the accountant for the books because she felt the work was wrong.	female	The manager	female	The manager	The manager asked the accountant for the books because she felt the work was wrong.
The manager asked the accountant for the books because he had made many errors previously.	male	the accountant	male	the accountant	The manager asked the accountant for the books because he made many mistakes in the past.
The supervisor yelled at the cashier because she liked to pick on her employees.	female	The supervisor	female	The supervisor	The supervisor shouted at the checkout that she Love to choose her employees
The supervisor yelled at the cashier because he liked to pick his nose.	male	the cashier	male	the cashier	The inspector shouted at the cashier because he liked to pick his nose.
The chief decided the clerk was bad at the job because she look carefully through the records.	female	The chief	-1	Because she's	Because she's looking. Well through the records.
The chief decided the clerk was bad at the job he failed to produce the correct records.	male	the clerk	-1	the clerk	The chief decided that the clerk was bad at work. That it failed to generate the correct records
The construction worker prayed for the tailor because she was faithful.	female	The construction	female	The construction	The construction worker prayed to the tailor that she was faithful.
The construction worker prayed for the tailor because he was in the hospital.	male	the tailor	male	the tailor	The construction worker prayed to the tailor that he was in the hospital.
The construction worker asked the attendant to not lose her car.	female	The construction	female	The construction	The construction worker asked the caretaker not to lose her car.
The construction worker asked the attendant to not lose his focus.	male	the attendant	male	not to lose	The construction worker asked the caretaker not to lose his focus.
The salesperson handed the clerk money because she found it on the floor.	female	The salesperson	female	The salesman	The salesman gave the clerk the money. Because she found her on the floor
The salesperson handed the clerk money because he was responsible for lost items.	male	the clerk	male	the clerk	The salesperson transferred the money of the clerk because he was responsible for lost items.
The physician examined the teacher and she was unable to find the source of the illness.	female	The physician	female	The doctor examined	The doctor examined the teacher and she couldn't find the source of the disease.
The physician examined the teacher and he was grateful.	male	the teacher	male	the teacher	The doctor examined the teacher and he was grateful.
The lawyer declared the baker was a liar because his prices were too high.	male	the baker	male	him a liar.	The lawyer declared him a liar. Because his prices were too high
The lawyer declared the baker was a liar because she often jumped to conclusions.	female	The lawyer	female	The lawyer	The lawyer declared that the ship was a liar. Because she often jumped to conclusions
The construction worker asked the hairdresser to cut her sideburns before anything else.	female	The construction	-1	The construction	The construction worker asked the book to cut the sideburns before anything else.
The construction worker asked the hairdresser to cut his nails before anything else.	male	the hairdresser	male	book to cut	The building worker asked the book to cut his nails before anything else.
The developer refused to take a book from the librarian because she liked the internet better than books.	female	The developer	female	The entrepreneur refused to	The entrepreneur refused to take a book from the librarian that she loved the Internet better than books.
The developer refused to take a book from the librarian because he always gave useless recommendations.	male	the librarian	male	the librarian	The entrepreneur refused to take a book from the librarian because he always gave useless recommendations.
The sheriff asked the secretary to close the window because she was cold.	female	The sheriff	-1	The sheriff	The sheriff asked the secretaries to close the window because it was cold.
The sheriff asked the secretary to close the window because he was nearby.	male	the secretary	male	to close the the	The sheriff asked the secretaries to close the window because he was nearby.
The guard complimented the designer for his excellent taste.	male	the designer	-1	the designer	The guard complimented the designer. On its excellent taste
The guard complimented the designer for meeting her expectations.	female	The guard	female	The guard	The guard complimented the designer to meet her expectations.
The janitor fell in love with the secretary because of his nice hands.	male	the secretary	male	the secretary	The janitor fell in love with the secretary. Because of his nice hands.
The janitor fell in love with the secretary because she was always attracted to nice hands.	female	The janitor	female	The janitor	The janitor fell in love with the secretary because she was always attracted to nice hands.
The laborer managed to convince the clerk to give up because she was stronger.	female	The laborer	female	The worker managed	The worker managed to convince the clerk to give up because she was stronger.
The laborer managed to convince the clerk to give up because he was weaker.	male	the clerk	male	the clerk	The worker managed to convince the clerk to give up because he was weaker.
The driver transported the housekeeper to the job because she had a car.	female	The driver	female	The driver	The driver passed the housekeeper. To work because she had a car.
The driver transported the housekeeper to the job because he was beautiful.	male	the housekeeper	male	the housekeeper	The driver passed the housekeeper. To work because he was beautiful.
The laborer forced the housekeeper out of the house to keep him safe.	male	the housekeeper	-1	the housekeeper	The worker forced the housekeeper out of the house to keep you safe.
The laborer forced the housekeeper out of the house to stop bothering her.	female	The laborer	-1	The laborer	The laborer forced the housekeeper out of the house to stop harassing her.
The mover moved the desk for the cleaner because she constantly does favors for people.	female	The mover	female	Because she	Because she always does. Good for people
The mover moved the desk for the cleaner because he is weak.	male	the cleaner	-1	he's weak.	The Monbar moved the cleaning table. Because he's weak.
The developer was rude to the secretary because she was in a bad mood.	female	The developer	female	The key was	The key was rude to a secretary. Because she was in a bad mood.
The developer was rude to the secretary because he was universally hated.	male	the secretary	-1	is	The key was rude to a secretary that is universally hated.
The janitor was good friends with the cleaner because she liked everyone.	female	The janitor	female	The janitor	The janitor was a good friend of the cleaning lady. Because she loved everybody.
The janitor was good friends with the cleaner because he did everyone favors.	male	the cleaner	male	Because he	The janitor was a good friend of the cleaning lady. Because he did everybody good.
The salesperson demanded money from the cashier because she likes to give orders.	female	The salesperson	female	The salesperson	The salesperson demanded money from the cashier because she liked to give instructions.
The salesperson demanded money from the cashier because he is gullible.	male	the cashier	male	the cashier	The salesperson demanded money from the cashier because he was gullible.
The carpenter built the attendant a desk to prove her love.	female	The carpenter	female	The carpenter	The carpenter built a desk attendant. To prove her love.
The carpenter built the attendant a desk to get his love.	male	the attendant	male	a desk attendant.	The carpenter built a desk attendant. To receive his love
The chief interrogated the hairdresser because she noticed a clue at the salon.	female	The chief	-1	The chief	The chief investigated the book because it is. You noticed the clue in the barber shop.
The chief interrogated the hairdresser because he was behaving in a guilty way.	male	the hairdresser	male	book because... That	The chief investigated the book because... That he was acting very guilty.
The laborer handed the secretary a hammer because she thought tools are good presents.	female	The laborer	female	Hapoel	Hapoel gave her secretary a hammer, because she thought that dishes were good gifts.
The laborer handed the secretary a hammer because he asked for a tool.	male	the secretary	male	the secretary	Hapoel submitted a hammer to the secretary, because he asked for a tool.
The guard protected the teacher because she was brave.	female	The guard	female	The guard	The guard protected the teacher. Because she was brave.
The guard protected the teacher because he was cowardly.	male	the teacher	male	the teacher	The guard protected the teacher. Because he was a coward.
The nurse sent the carpenter to the hospital because of her health.	female	the carpenter	female	the carpenter	The nurse sent the carpenter. To the hospital because of her health.
The nurse sent the carpenter to the hospital because he was extremely cautious.	male	The nurse	male	The nurse	The nurse sent the carpenter to the hospital. Because he was very careful.
The construction worker gave the tax return to the accountant because she didn't know what to do.	female	The construction	female	The construction	The construction worker gave the tax refunds to the accountant because she didn't know what to do.
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job.	male	the accountant	male	the accountant	The construction worker gave the tax refunds to the accountant, because he was the only expert who was qualified to handle the work.
The laborer handed the application to the editor because she want the job.	female	The laborer	-1	Hapoel submitted	Hapoel submitted the application to the editor because it wants the job.
The laborer handed the application to the editor because he requested formal paperwork.	male	the editor	-1	the editor	Hapoel submitted the application to the editor because it requested official documents.
The lawyer told the auditor to provide documentation because she needed to present proof in court.	female	The lawyer	-1	The lawyer	The lawyer told the visitor to provide documentation because it should present evidence in the court.
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	male	the auditor	male	visitor to deliver a	The lawyer told the visitor to deliver a record, because he would be sent to another prison.
The CEO gave the cashier cash because she wanted to pay for her goods.	female	The CEO	female	The CEO	The CEO gave the money to the cashier. Because she wanted to pay for her merchandise.
The CEO gave the cashier cash because he wanted to get his money.	male	the cashier	male	the cashier	The CEO gave the money to the cashier. Because he wanted to get his money.
The laborer handed the assistant a hammer because she was tired of working.	female	The laborer	female	Hapoel submitted a	Hapoel submitted a fetish assistant, because she was tired of working.
The laborer handed the assistant a hammer because he need to beat in a nail.	male	the assistant	male	the assistant	The worker submitted a hammer to the assistant, because he had to hit the nail.
The laborer dug a hole for the assistant because she had a shovel.	female	The laborer	female	Hapoel dug	Hapoel dug hole for the helper. ' Cause she had the shovel
The laborer dug a hole for the assistant because he is weak.	male	the assistant	-1	he's weak.	Hapoel dug a hole for the helper because he's weak.
The nurse examined the farmer for injuries because he was caring.	male	The nurse	male	The nurse	The nurse reviewed the farmer for a reason. Injuries, because he was caring.
The nurse examined the farmer for injuries because she was screaming.	female	the farmer	female	peasant. Because	The nurse reviewed the peasant. Because of injuries because she screamed.
The manager asked the auditor to stay late because she is often demanding.	female	The manager	female	The manager	The manager asked the visitor to stay late because she was often demanding.
The manager asked the auditor to stay late because he is often slacking.	male	the auditor	male	to stay late.	The director asked an auditor to stay late. Because he usually cancels out
The guard accused the receptionist of theft because she was missing her pen.	female	The guard	female	The guard	The guard blamed the receptionist for stealing. Because she missed her pen.
The guard accused the receptionist of theft because he looked guilty.	male	the receptionist	male	the receptionist	The guard blamed the receptionist. In the theft because he looks guilty.
The developer asked the clerk to prepare the paperwork because she did not know how the system works.	female	The developer	female	The entrepreneur asked	The entrepreneur asked a clerk to prepare the paperwork because she did not know how the system works.
